"it_algo","diff_f","diff_g","error_in","error_out","max_diff_flow","couple_1","couple_2"
192,1.03138820626591e-06,3.16670569902525e-07,8.37476780006486e-08,2.13030297263853e-07,3.01937748474552,1035,876
193,1.02953153569659e-06,3.16107058244547e-07,8.35442954977019e-08,2.11926502409449e-07,3.00514949569208,1035,876
194,1.02769616177963e-06,3.15548650567651e-07,8.33427132795888e-08,2.10832867029712e-07,2.99105494929063,1035,876
195,1.0258799349786e-06,3.14995263680693e-07,8.31428918003961e-08,2.097493194698e-07,2.97709197696531,1035,876
196,1.02408261592373e-06,3.14446844876459e-07,8.29448146859456e-08,2.08675756972206e-07,2.96325874503452,1035,876
197,1.02230333212309e-06,3.139033530487e-07,8.27484741637857e-08,2.0761206608087e-07,2.94955345377059,1035,876
198,1.02054286514894e-06,3.13364747699771e-07,8.25538633421444e-08,2.06558126530322e-07,2.93597433658215,1035,876
199,1.01880144272927e-06,3.12830990070523e-07,8.23609716657674e-08,2.05513824548291e-07,2.92251965924993,1035,876
200,1.01707788763862e-06,3.12302032566923e-07,8.21697876773211e-08,2.04479039961935e-07,2.90918771917052,1035,876
201,1.01537290612826e-06,3.1177782650725e-07,8.19802965865992e-08,2.03453652758915e-07,2.89597684466912,1035,876
202,1.01368775690628e-06,3.11258320063647e-07,8.17924826863512e-08,2.02437543315489e-07,2.88288539428152,1035,876
203,1.01202042891351e-06,3.10743458271592e-07,8.16063279931487e-08,2.0143059220731e-07,2.86991175608443,1035,876
204,1.01037241363895e-06,3.10233187145695e-07,8.14218138630295e-08,2.00432678966735e-07,2.85705434702743,1035,876
205,1.00874164722943e-06,3.09727449468641e-07,8.12389207402124e-08,1.99443685276375e-07,2.84431161229895,1035,876
206,1.00712777526061e-06,3.09226187257762e-07,8.10576287218022e-08,1.98463492713492e-07,2.8316820246863,1035,876
207,1.0055312674436e-06,3.08729386303625e-07,8.08779161323373e-08,1.97491982681117e-07,2.81916408397399,1035,876
