"stop_names","label","line_nbr","direction","passengers_in","passengers_out","travel_time","stopping_time","flow_l_in","flow_l_out","flow_n_in","transfers_in","transfers_in%","diff_in","err_in%","flow_n_out","transfers_out","transfers_out%","diff_out","err_out%"
"S31_A_LVIAU_E","Laviau",31,"A",19421.734,695.87494,36.238282208589,18.0026179,19421.7334929412,695.875447058824,19457.096,0,0,35.363,0.182,693.922,0,0,-1.953,-0.281
"S31_A_CHTRE_E","Chantres",31,"A",14194.762,865.9519,71.2560821032833,19.9514928,14194.7614929412,865.952407058824,14220.606,0,0,25.845,0.182,863.521,0,0,-2.431,-0.281
"S31_A_SSULP_E","St-Sulpice VD, centre",31,"A",34344.695,3915.0044,79.9270326615705,32.2057489,34344.6944929412,3915.00490705882,34407.222,0,0,62.528,0.182,3904.013,0,0,-10.992,-0.281
"S31_A_BOCHT_N","Bochet",31,"A",28673.398,4822.27,84.5128142244022,22.3625475,28673.3974929412,4822.27050705882,28725.599,0,0,52.202,0.182,4808.731,0,0,-13.54,-0.281
"S31_A_RUSEL_E","Russel",31,"A",33338.48,6600.493,82.5615648761344,26.1530758,33338.4794929412,6600.49350705882,33399.168,0,0,60.689,0.182,6581.961,0,0,-18.533,-0.281
"S31_A_PAQUE_E","Pâqueret",31,"A",22904.398,9953.612,110.28182745258,26.4390892,22904.3974929412,9953.61250705882,22946.088,0,0,41.691,0.182,9925.666,0,0,-27.947,-0.281
"S31_A_ARGAN_N","Argand",31,"A",20028.57,22493.514,60.1522040250957,26.2543341,20028.5694929412,22493.5145070588,20065.055,0,0,36.486,0.182,2243.036,20345.126,90.449,94.647,0.421
"S31_A_SORGE_E","UNIL-Sorge",31,"A",13756.428,62785.14,122.955350959384,29.3913061,13756.4274929412,62785.1405070588,13781.884,0.3,0.002,25.757,0.187,62608.86,0,0,-176.281,-0.281
"S31_A_MOULN_O","Mouline",31,"A",1027.6798,7256.427,74.0833469121721,14.3166986,1027.67929294118,7256.42750705882,1029.603,0,0,1.924,0.187,7236.054,0,0,-20.374,-0.281
"S31_A_BRGES_O","Berges",31,"A",62834.984,16445.033,72.5199934848115,27.8626772,62834.9834929412,16445.0335070588,62952.631,0,0,117.648,0.187,16398.861,0,0,-46.173,-0.281
"S31_A_CHAVP_B","Chavannes-R., Plaine",31,"A",53413.61,10842.766,33.3318584070796,30.039987,53413.6094929412,10842.7665070588,53513.617,0,0,100.008,0.187,10812.323,0,0,-30.444,-0.281
"S31_A_CHAVC_N","Chavannes-R., Cèdres",31,"A",340.67682,154.89104,48.2884955752212,17.4150442,340.676312941176,154.891547058824,341.314,0,0,0.638,0.187,15.446,158.431,102.285,18.985,12.257
"S31_A_CONCO_N","Concorde",31,"A",4862.4043,15269.414,48.2725014254297,28.8554963,4862.40379294118,15269.4145070588,4871.508,0,0,9.104,0.187,15226.543,0,0,-42.872,-0.281
"S31_A_PLANT_O","Planta",31,"A",19129.115,43369.766,63.8773723222286,20.0981917,19129.1144929412,43369.7665070588,12288.157,6863.938,35.882,22.981,0.12,43247.998,0,0,-121.769,-0.281
"S31_A_GLYCI_E","Glycines",31,"A",1481.9635,20005.836,106.141326925427,26.1823735,1481.96299294118,20005.8365070588,1484.74,0,0,2.777,0.187,19949.42,0.247,0.001,-56.17,-0.281
"S31_A_RCFFS_E","Renens-Gare sud",31,"A",2435.2861,155163.88,53.8496976314463,38.374048,2435.28559294118,155163.880507059,2439.677,0,0,4.391,0.18,154728.229,0,0,-435.652,-0.281
"S31_A_RCFFS_B","Renens-Gare sud",31,"A",0,23528.504,NA,13.5590879,0,23528.5045070588,0,0,NA,0,NA,23462.444,0,0,-66.061,-0.281
"S31_R_RCFFS_B","Renens-Gare sud",31,"R",128182.59,0,47.6383436853002,735.1752321,128182.591521111,0,128414.961,0,0,232.369,0.181,0,0,NA,0,NA
"S31_R_RCFFS_O","Renens-Gare sud",31,"R",98335.69,1429.5104,80.1999511321062,40.9101449,98335.6915211111,1429.50887888889,96985.096,1526.079,1.552,175.483,0.178,1425.495,0,0,-4.014,-0.281
"S31_R_GLYCI_O","Glycines",31,"R",19631.625,2782.8232,74.4941147721256,19.7666558,19631.6265211111,2782.82167888889,19667.119,0,0,35.492,0.181,277.501,2604.813,93.603,99.492,3.575
"S31_R_PLANT_E","Planta",31,"R",33719.15,17143.38,34.1445096122515,18.1703661,33719.1515211111,17143.3784788889,3378.011,31760.869,94.192,1419.728,4.21,17095.245,0,0,-48.133,-0.281
"S31_R_CONCO_E","Concorde",31,"R",14980.815,5477.9272,65.0026548672566,28.2633187,14980.8165211111,5477.92567888889,8654.949,6341.489,42.331,15.621,0.104,5462.545,0,0,-15.381,-0.281
"S31_R_CHAVC_S","Chavannes-R., Cèdres",31,"R",1054.7019,415.1503,33.9637168141593,20.8,1054.70342111111,415.148778888889,1056.61,0,0,1.907,0.181,413.983,0,0,-1.166,-0.281
"S31_R_CHAVP_D","Chavannes-R., Plaine",31,"R",16521.648,63414.9,79.7860141000041,32.0519306,16521.6495211111,63414.8984788889,16551.529,0,0,29.879,0.181,63236.849,0,0,-178.049,-0.281
"S31_R_BRGES_E","Berges",31,"R",10370.829,26828.979,52.9335017520985,22.7947757,10370.8305211111,26828.9774788889,10389.588,0,0,18.757,0.181,26753.65,0,0,-75.327,-0.281
"S31_R_MOULN_E","Mouline",31,"R",7859.562,42046.758,137.725916870416,23.5745661,7859.56352111111,42046.7564788889,7873.781,0,0,14.217,0.181,41928.702,0,0,-118.054,-0.281
"S31_R_SORGE_O","UNIL-Sorge",31,"R",46820.47,22182.36,60.8090304686544,32.7961695,46820.4715211111,22182.3584788889,37537.049,9351.406,19.973,67.983,0.145,22120.077,0,0,-62.281,-0.281
"S31_R_ARGAN_S","Argand",31,"R",21428.457,33798.094,99.4908667402231,21.639597,21428.4585211111,33798.0924788889,21467.228,0,0,38.769,0.181,33703.198,0,0,-94.894,-0.281
"S31_R_PAQUE_O","Pâqueret",31,"R",6983.912,20348.314,81.5191411042945,23.9127947,6983.91352111111,20348.3124788889,6996.549,0,0,12.635,0.181,20291.181,0,0,-57.131,-0.281
"S31_R_RUSEL_O","Russel",31,"R",5215.6475,32596.73,81.1779404547685,26.3415951,5215.64902111111,32596.7284788889,5225.085,0,0,9.436,0.181,32505.207,0,0,-91.521,-0.281
"S31_R_BOCHT_S","Bochet",31,"R",3455.9236,25579.918,79.7100085893084,22.6982251,3455.92512111111,25579.9164788889,3462.178,0,0,6.253,0.181,25508.096,0,0,-71.82,-0.281
"S31_R_SSULP_O","St-Sulpice VD, centre",31,"R",3177.61,33875.953,60.1888843481814,23.7415436,3177.61152111111,33875.9514788889,3183.36,0,0,5.748,0.181,33780.839,0,0,-95.112,-0.281
"S31_R_CHTRE_O","Chantres",31,"R",1001.8206,12793.5625,42.946664485255,17.1872088,1001.82212111111,12793.5609788889,1003.634,0,0,1.812,0.181,12757.641,0,0,-35.92,-0.281
"S31_R_LVIAU_O","Laviau",31,"R",491.35114,19566.293,43.97390806478,16.6705387,491.352661111111,19566.2914788889,492.241,0,0,0.888,0.181,19511.356,0,0,-54.935,-0.281
"S31_R_VENOS_O","Venoge sud",31,"R",627.0411,50071.574,176.608412872709,35.1874693,627.042621111111,50071.5724788889,628.177,0,0,1.134,0.181,49930.987,0,0,-140.585,-0.281
"S31_R_VENOS_E","Venoge sud",31,"R",0,9506.672,NA,10.6925416,0,9506.67047888889,0,0,NA,0,NA,9479.971,0.007,0,-26.692,-0.281
"S32_A_GALIC_M","Galicien",32,"A",108857.266,0,140.346956763778,498.1396533,108240.633583043,0,103501.979,4926.366,4.551,187.711,0.173,0,0,NA,0,NA
"S32_A_MLEYO_O","Malley-Ouest",32,"A",91444.375,4383.1133,56.4989102712729,27.7096864,90827.7425830435,4999.74571695652,90992.765,0,0,165.022,0.182,498.571,4926.366,98.532,425.191,8.504
"S32_A_LONGE_O","Longemalle",32,"A",19550.264,17358.42,53.6471733988777,23.1569209,18933.6315830435,17975.0524169565,18968.022,0,0,34.39,0.182,17924.584,0,0,-50.468,-0.281
"S32_A_LAC_O","Rue du Lac",32,"A",25466.898,40174.67,52.8249721810089,29.4195613,24850.2655830435,40791.3024169565,24895.368,0,0,45.102,0.181,40676.773,0,0,-114.529,-0.281
"S32_A_CHENE_O","Chêne",32,"A",28292,22946.992,116.198127201928,26.635803,27675.3675830435,23563.6244169565,27725.571,0,0,50.203,0.181,23497.465,0,0,-66.159,-0.281
"S32_A_CDRY_S","Caudray",32,"A",40928.8,30937.996,63.5018077315287,28.5826534,40312.1675830435,31554.6284169565,40385.301,0,0,73.133,0.181,3146.603,29799.635,94.438,1391.61,4.41
"S32_A_CENSU_O","Censuy",32,"A",39171.406,24484.285,88.7186022801001,30.1434134,38554.7735830435,25100.9174169565,38624.807,0,0,70.033,0.182,25030.442,0,0,-70.475,-0.281
"S32_A_PREFY_O","Préfaully",32,"A",18381.156,40266.92,90.7059496567506,73.2613773,17764.5235830435,40883.5524169565,17796.731,0,0,32.207,0.181,4076.876,38624.807,94.475,1818.131,4.447
"S32_A_PLANT_O","Planta",32,"A",22130.34,15587.185,57.4179761739211,23.1236674,21513.7075830435,16203.8174169565,21552.837,0,0,39.129,0.182,16158.322,0,0,-45.495,-0.281
"S32_A_GLYCI_E","Glycines",32,"A",6307.171,11941.702,113.079953650058,26.7837111,5690.53858304348,12558.3344169565,5700.799,0,0,10.26,0.18,12523.075,0,0,-35.259,-0.281
"S32_A_RCFFS_E","Renens-Gare sud",32,"A",90295.48,65496.18,121.361053168312,45.4597914,89678.8475830435,66112.8124169565,76771.651,13049.169,14.551,141.972,0.158,65927.189,0,0,-185.623,-0.281
"S32_A_1-AOU_O","1er Août",32,"A",7422.8916,39060.44,62.1709782104775,32.6317619,6806.25918304348,39677.0724169565,6818.668,0,0,12.409,0.182,39335.956,230.36,0.581,-110.756,-0.279
"S32_A_RCFFN_N","Renens-Gare nord",32,"A",109781.76,25084.438,93.1791044776119,45.9134446,109165.127583043,25701.0704169565,108727.793,635.219,0.582,197.884,0.181,11471.034,14197.741,55.242,-32.295,-0.126
"S32_A_R-14A_N","Renens-14 Avril",32,"A",33131.715,19239.252,65.3044405302679,18.2089089,32515.0825830435,19855.8844169565,32574.35,0,0,59.267,0.182,19800.135,0,0,-55.749,-0.281
"S32_A_NOUTE_N","Noutes",32,"A",14981.135,67687.34,55.6074723033421,27.736442,14364.5025830435,68303.9724169565,14390.646,0,0,26.143,0.182,68112.196,0,0,-191.776,-0.281
"S32_A_SCIE_N","Scierie",32,"A",4462.175,31836.691,67.1061135167854,21.6591573,3845.54258304348,32453.3234169565,3852.533,0,0,6.99,0.182,28212.568,4161.315,12.822,-79.44,-0.245
"S32_A_BRE_N","Bré",32,"A",1769.1833,29183.043,72.7946029082774,23.470643,1152.55088304348,29799.6754169565,1154.629,0,0,2.078,0.18,29716.007,0,0,-83.668,-0.281
"S32_A_CRISS_N","Crissier, centre",32,"A",3305.9404,44986.67,62.2001187256777,24.6581842,2689.30798304348,45603.3024169565,2694.158,0,0,4.85,0.18,45475.263,0,0,-128.039,-0.281
"S32_A_TIMON_O","Crissier, Timonet",32,"A",8277.512,38432.605,115.037428213083,30.081525,7660.87958304348,39049.2374169565,6759.209,913.837,11.929,12.166,0.159,38939.599,0,0,-109.638,-0.281
"S32_A_CPEAG_M","Croix-Péage",32,"A",1746.2893,12246.752,33.3619984160507,28.5476269,1129.65688304348,12863.3844169565,495.826,634.339,56.153,0.508,0.045,12827.268,0,0,-36.116,-0.281
"S32_A_COLIC_N","Villars-Ste-Croix, Colice",32,"A",492.47638,5895.5684,89.3223996832101,12.1317318,0,6636.35685391304,0,0,NA,0,NA,6617.724,0,0,-18.633,-0.281
"S32_A_SANSY_O","Villars-Ste-Croix, Sansy",32,"A",2191.729,9920.405,63.3945510917607,29.1224261,1575.09658304348,10537.0374169565,1577.938,0,0,2.841,0.18,10507.453,0,0,-29.584,-0.281
"S32_A_VSTCX_O","Villars-Ste-Croix, Village",32,"A",1644.6249,13063.743,67.3635607321131,31.4283924,1027.99248304348,13680.3754169565,1029.847,0,0,1.855,0.18,13641.965,0,0,-38.41,-0.281
"S32_A_FARA_B","Mex VD, Faraz",32,"A",0,41453.086,NA,17.0334324,0,42069.7184169565,0,0,NA,0,NA,41951.6,0,0,-118.118,-0.281
"S32_R_FARA_B","Mex VD, Faraz",32,"R",38846.18,0,224.805309734513,471.4598142,39162.9582369565,0,39233.949,0,0,70.991,0.181,0,0,NA,0,NA
"S32_R_ENCOU_S","Villars-Ste-Croix, En Coulaye",32,"R",24438.826,1058.6038,73.3139405082409,230.3987271,24755.6042369565,741.825563043478,24800.478,0,0,44.874,0.181,452.744,287.806,38.797,-1.276,-0.172
"S32_R_CPEAG_E","Croix-Péage",32,"R",8899.145,1442.7885,150.31028601417,31.9007157,9215.92323695652,1126.01026304348,9232.629,0,0,16.706,0.181,112.285,2000.872,177.696,987.147,87.668
"S32_R_TIMON_E","Crissier, Timonet",32,"R",31235.875,5536.214,64.7028529084846,27.4931684,31552.6532369565,5219.43576304348,31609.86,0,0,57.207,0.181,5204.781,0,0,-14.655,-0.281
"S32_R_CRISS_S","Crissier, centre",32,"R",39243.957,4254.139,88.1683723084047,23.8938033,39560.7352369565,3937.36076304348,39632.588,0,0,71.853,0.182,3926.306,0,0,-11.055,-0.281
"S32_R_BRE_S","Bré",32,"R",27916.32,2847.9854,63.8327385642119,24.5429034,28233.0982369565,2531.20716304348,27693.874,589.407,2.088,50.183,0.178,2524.1,0,0,-7.107,-0.281
"S32_R_SCIE_S","Scierie",32,"R",25466.188,2900.1218,70.537673297167,23.4097882,25782.9662369565,2583.34356304348,25829.765,0,0,46.799,0.182,2576.09,0,0,-7.254,-0.281
"S32_R_NOUTE_S","Noutes",32,"R",47198.46,11241.018,99.2078289504197,32.5441183,47515.2382369565,10924.2397630435,47601.493,0,0,86.255,0.182,5954.954,4952.52,45.335,-16.766,-0.153
"S32_R_R-14A_S","Renens-14 Avril",32,"R",13712.867,46226.17,50.9133277685031,27.58091,14029.6452369565,45909.3917630435,14054.949,0,0,25.304,0.18,45780.493,0,0,-128.899,-0.281
"S32_R_RCFFN_E","Renens-Gare nord",32,"R",33217.562,84211.76,96.0946948618067,39.3184938,33534.3402369565,83894.9817630435,33595.227,0,0,60.887,0.182,83659.431,0,0,-235.551,-0.281
"S32_R_1-AOU_S","1er Août",32,"R",7942.286,6971.0215,81.2225050676472,34.6683361,8259.06423695652,6654.24326304348,827.406,7504.645,90.866,72.987,0.884,6635.56,0,0,-18.683,-0.281
"S32_R_RCFFS_O","Renens-Gare sud",32,"R",65301.98,49497.992,74.0378854625551,44.4725404,65618.7582369565,49181.2137630435,65737.654,0,0,118.896,0.181,49043.128,0,0,-138.086,-0.281
"S32_R_GLYCI_O","Glycines",32,"R",6723.5156,7029.8105,70.7505681554659,18.3495015,7040.29383695652,6713.03226304348,7053.004,0,0,12.71,0.181,669.418,6341.489,94.465,297.875,4.437
"S32_R_PLANT_E","Planta",32,"R",15546.061,20765.793,35.5972711267606,54.8388757,15862.8392369565,20449.0147630435,15891.565,0,0,28.726,0.181,20391.6,0,0,-57.415,-0.281
"S32_R_CONCO_E","Concorde",32,"R",7464.469,8825.387,115.12556241013,26.5814261,7781.24723695652,8508.60876304348,5027.094,2763.243,35.512,9.09,0.117,8484.719,0,0,-23.89,-0.281
"S32_R_PREFY_E","Préfaully",32,"R",41039.117,22964.805,74.5580295018091,31.0051023,41355.8952369565,22648.0267630435,41430.851,0,0,74.956,0.181,22584.438,0,0,-63.589,-0.281
"S32_R_CENSU_E","Censuy",32,"R",24936.148,23764.434,44.2426238634255,19.0377586,25252.9262369565,23447.6557630435,14331.662,10947.207,43.35,25.943,0.103,23381.822,0,0,-65.834,-0.281
"S32_R_CDRY_N","Caudray",32,"R",25794.34,28715.98,103.063178402449,30.1231676,26111.1182369565,28399.2017630435,26158.489,0,0,47.371,0.181,28319.466,0,0,-79.736,-0.281
"S32_R_CHENE_E","Chêne",32,"R",21796.213,18591.95,46.9008256795621,22.9653493,22112.9912369565,18275.1717630435,22153.117,0,0,40.126,0.181,18223.861,0,0,-51.311,-0.281
"S32_R_LAC_E","Rue du Lac",32,"R",38079.92,28868.957,60.7173963508055,28.7254384,38396.6982369565,28552.1787630435,38466.39,0,0,69.692,0.182,28472.013,0,0,-80.166,-0.281
"S32_R_LONGE_E","Longemalle",32,"R",14896.066,22635.004,112.838443341528,23.7736199,15212.8442369565,22318.2257630435,15240.458,0,0,27.614,0.182,22255.563,0,0,-62.663,-0.281
"S32_R_MLEYN_N","Malley-Nord",32,"R",7713.0244,103116.31,81.0910146273508,28.3182893,8029.80263695652,102799.531763043,8044.383,0,0,14.58,0.182,97546.422,4978.461,4.843,-274.649,-0.267
"S32_R_GALIC_N","Galicien",32,"R",738.2726,41714.207,40.3798610005836,22.2483863,1055.05083695652,41397.4287630435,1056.953,0,0,1.902,0.18,41281.198,0,0,-116.231,-0.281
"S32_R_GALIC_M","Galicien",32,"R",0,39538.14,NA,10.301077,0,39221.3617630435,0,0,NA,0,NA,39111.241,0,0,-110.121,-0.281
"S33_A_VENON_N","Venoge nord",33,"A",58885.156,0,60.0025794124672,576.2262826,58885.1545482759,0,58992.495,0,0,107.34,0.182,0,0,NA,0,NA
"S33_A_CHPCU_N","Champs-Courbes",33,"A",31470.133,2838.2043,31.2110920034394,21.2317172,31470.1315482759,2838.20575172414,31527.492,0,0,57.36,0.182,2830.237,0,0,-7.969,-0.281
"S33_A_MTNY_N","Montaney",33,"A",20800.97,1590.4021,63.8817152953536,20.0925767,20800.9685482759,1590.40355172414,20838.881,0,0,37.912,0.182,1585.938,0,0,-4.466,-0.281
"S33_A_RENGE_N","Renges",33,"A",10718.428,1544.8016,51.9508549049575,18.6044124,10718.4265482759,1544.80305172414,10737.962,0,0,19.535,0.182,1540.466,0,0,-4.337,-0.281
"S33_A_ENJAL_N","En Enjalin",33,"A",19911.219,2618.2563,36.9145013374092,20.707804,19911.2175482759,2618.25775172414,19947.505,0,0,36.287,0.182,2610.907,0,0,-7.351,-0.281
"S33_A_PERET_E","Perrettes",33,"A",16425.398,1505.252,74.2720542580121,21.5814387,16425.3965482759,1505.25345172414,16455.331,0,0,29.934,0.182,1501.027,0,0,-4.226,-0.281
"S33_A_VLARS_N","Villars",33,"A",58602.35,6635.1357,107.747922437673,37.7786693,58602.3485482759,6635.13715172414,58709.137,0,0,106.788,0.182,6616.508,0,0,-18.629,-0.281
"S33_A_PONTE_N","Pontet",33,"A",16922.451,27548.516,48.6737676729079,27.9112618,16922.4495482759,27548.5174517241,16953.276,0,0,30.826,0.182,27471.17,0,0,-77.347,-0.281
"S33_A_VEILL_N","Veilloud",33,"A",24044.61,15928.6,60.0068790904314,24.2420233,24044.6085482759,15928.6014517241,24088.399,0,0,43.79,0.182,15883.879,0,0,-44.722,-0.281
"S33_A_STAND_N","Stand",33,"A",30343.86,6788.9395,57.5786959636972,27.7809201,30343.8585482759,6788.94095172414,30399.116,0,0,55.257,0.182,6769.88,0,0,-19.061,-0.281
"S33_A_PSPOR_N","Place de Sport",33,"A",36385.93,8990.73,49.6392643897779,29.0752329,36385.9285482759,8990.73145172414,36452.181,0,0,66.252,0.182,8965.488,0,0,-25.243,-0.281
"S33_A_CROSE_N","Croset",33,"A",83501.375,19233.86,79.3794141539638,36.6927633,83501.3735482759,19233.8614517241,83653.381,0,0,152.007,0.182,19179.859,0,0,-54.002,-0.281
"S33_A_PARC_N","Parc",33,"A",49290.188,9312.631,79.4206777878687,29.1714054,49290.1865482759,9312.63245172414,49379.908,0,0,89.721,0.182,9286.486,0,0,-26.146,-0.281
"S33_A_SUCHF_N","Suchet-Forêt",33,"A",36814.664,28983.973,70.8474187380497,32.4214904,36814.6625482759,28983.9744517241,36881.658,0,0,66.995,0.182,28902.597,0,0,-81.377,-0.281
"S33_A_EPNEX_E","Epenex",33,"A",11597.931,16168.258,62.5364244741874,25.9793499,11597.9295482759,16168.2594517241,11619.006,0,0,21.076,0.182,16122.864,0,0,-45.395,-0.281
"S33_A_RCFFS_Y","Renens-Gare sud",33,"A",6908.732,123540.64,90.7099684904039,41.7465583,6908.73054827586,123540.641451724,6921.291,0,0,12.56,0.182,94739.168,28536.828,23.099,-264.645,-0.214
"S33_A_RCFFS_E","Renens-Gare sud",33,"A",191993.05,108746.87,114.435484641475,45.5743817,191993.048548276,108746.871451724,192341.332,0,0,348.283,0.181,108441.545,0,0,-305.326,-0.281
"S33_A_CENSU_E","Censuy",33,"A",44714.918,47425.082,47.8345993980221,27.6389433,44714.9165482759,47425.0834517241,43838.625,0,0,-876.292,-1.96,47291.929,0,0,-133.154,-0.281
"S33_A_CDRY_N","Caudray",33,"A",41031.133,43962.055,106.202923473775,33.1042951,41031.1315482759,43962.0564517241,41105.989,0,0,74.857,0.182,43838.625,0,0,-123.431,-0.281
"S33_A_CHENE_E","Chêne",33,"A",29613.877,32176.38,50.0854590618133,26.0587561,29613.8755482759,32176.3814517241,29667.473,0,0,53.597,0.181,32086.04,0,0,-90.341,-0.281
"S33_A_LAC_E","Rue du Lac",33,"A",50303.918,47991.85,63.4643267023718,31.2440527,50303.9165482759,47991.8514517241,50395.408,0,0,91.491,0.182,47857.105,0,0,-134.746,-0.281
"S33_A_LONGE_E","Longemalle",33,"A",21360.762,29242.121,116.333811093593,26.302171,21360.7605482759,29242.1224517241,16464.051,4926.366,23.063,29.656,0.139,29160.02,0,0,-82.102,-0.281
"S33_A_MLEYN_N","Malley-Nord",33,"A",67920.47,102248.45,108.821595795509,33.0835125,67920.4685482759,102248.451451724,68043.545,0,0,123.076,0.181,101961.37,0,0,-287.081,-0.281
"S33_A_GALIC_N","Galicien",33,"A",81468.35,64094.38,102.81985258926,54.4264692,81468.3485482759,64094.3814517241,76628.684,4978.468,6.111,138.803,0.17,63914.425,0,0,-179.956,-0.281
"S33_A_FLUM_N","Flumeaux",33,"A",31418.98,17561.867,42.1192265352032,27.7775917,31418.9785482759,17561.8684517241,31476,0,0,57.021,0.181,17512.56,0,0,-49.308,-0.281
"S33_A_GVIGN_N","Grand Vigne",33,"A",24187.436,32537.758,118.949963950973,29.8623462,24187.4345482759,32537.7594517241,24231.338,0,0,43.903,0.182,32446.404,0,0,-91.355,-0.281
"S33_A_PRY-C_N","Prilly, Centre",33,"A",76079.92,131948.88,72.9235650418229,39.3089642,76079.9185482759,131948.881451724,76218.2,0,0,138.281,0.182,131578.411,0,0,-370.47,-0.281
"S33_A_CHASS_N","Prilly-Chasseur",33,"A",3466.3525,62888.656,80.2751758120844,39.4491876,3466.35104827586,62888.6574517241,3472.652,0,0,6.301,0.182,62712.086,0,0,-176.571,-0.281
"S33_A_CDRAI_S","Coudraie",33,"A",1202.0012,74094.13,45.2009840098401,35.0739128,1201.99974827586,74094.1314517241,1204.166,0,0,2.166,0.18,73886.099,0,0,-208.032,-0.281
"S33_A_MGOUL_B","Mont-Goulin",33,"A",0,109237.8,NA,12.2679459,0,109237.801451724,0,0,NA,0,NA,108931.096,0,0,-306.705,-0.281
"S33_R_MGOUL_B","Mont-Goulin",33,"R",84084.45,0,72.9516201507814,603.3972371,84084.4557382759,0,84237.148,0,0,152.692,0.182,0,0,NA,0,NA
"S33_R_CDRAI_O","Coudraie",33,"R",49609.21,947.29504,135.14059540576,30.7056768,49609.2157382759,947.289301724138,49699.3,0,0,90.084,0.182,944.63,0,0,-2.659,-0.281
"S33_R_CHASS_S","Prilly-Chasseur",33,"R",49399.29,3292.0342,63.1875182127246,26.9685785,49399.2957382759,3292.02846172414,49488.993,0,0,89.697,0.182,3282.785,0,0,-9.243,-0.281
"S33_R_PRY-C_S","Prilly, Centre",33,"R",97137.47,24758.855,102.274516441006,39.1986887,97137.4757382759,24758.8492617241,97313.771,0,0,176.295,0.181,24689.334,0,0,-69.515,-0.281
"S33_R_GVIGN_S","Grand Vigne",33,"R",26224.35,17530.664,54.1436239663427,26.7831238,26224.3557382759,17530.6582617241,26271.939,0,0,47.583,0.181,17481.438,0,0,-49.22,-0.281
"S33_R_FLUM_S","Flumeaux",33,"R",14568.984,23525.344,150.462582078022,31.3740026,14568.9897382759,23525.3382617241,14595.42,0,0,26.43,0.181,18546.752,4926.366,20.941,-52.22,-0.222
"S33_R_GALIC_M","Galicien",33,"R",73345.62,58274.656,147.351427053653,71.8664059,73345.6257382759,58274.6502617241,73479.488,0,0,133.862,0.183,58111.033,0,0,-163.617,-0.281
"S33_R_MLEYO_O","Malley-Ouest",33,"R",94908.66,59668.17,58.3392408730925,32.7333269,94908.6657382759,59668.1642617241,95080.813,0,0,172.147,0.181,59500.635,0,0,-167.529,-0.281
"S33_R_LONGE_O","Longemalle",33,"R",19084.686,21069.514,55.6953309835353,24.7059108,19084.6917382759,21069.5082617241,19119.157,0,0,34.465,0.181,21010.352,0,0,-59.156,-0.281
"S33_R_LAC_O","Rue du Lac",33,"R",30332.96,48686.5,54.7748913568324,31.1389117,30332.9657382759,48686.4942617241,28927.618,0,0,-1405.348,-4.633,48549.798,0,0,-136.696,-0.281
"S33_R_CHENE_O","Chêne",33,"R",35750.35,29009.072,118.117255034529,28.3754225,35750.3557382759,29009.0662617241,35946.552,0,0,196.196,0.549,28927.618,0,0,-81.448,-0.281
"S33_R_CDRY_S","Caudray",33,"R",46176.516,40825.695,66.1131929689009,29.3715652,46176.5217382759,40825.6892617241,43226.898,0,0,-2949.624,-6.388,40711.064,0,0,-114.625,-0.281
"S33_R_CENSU_O","Censuy",33,"R",51582.5,43348.605,152.412056111438,32.6364207,51582.5057382759,43348.5992617241,51675.779,0,0,93.273,0.181,43226.89,0,0,-121.709,-0.281
"S33_R_RCFFS_O","Renens-Gare sud",33,"R",233014.62,175064.8,97.7694500821494,57.5866686,233014.625738276,175064.794261724,233437.04,0.33,0,422.744,0.181,174573.268,0,0,-491.526,-0.281
"S33_R_EPNEX_O","Epenex",33,"R",15913.678,13391.326,66.2479702300406,27.7488161,15913.6837382759,13391.3202617241,15942.556,0,0,28.872,0.181,13353.722,0,0,-37.598,-0.281
"S33_R_SUCHF_S","Suchet-Forêt",33,"R",27667.736,40700.03,92.5039621182837,33.7348251,27667.7417382759,40700.0242617241,27717.943,0,0,50.201,0.181,40585.751,0,0,-114.273,-0.281
"S33_R_PARC_S","Parc",33,"R",7695.2495,41511.906,76.3758995411736,27.7181581,7695.25523827586,41511.9002617241,7709.219,0,0,13.964,0.181,41395.348,0,0,-116.552,-0.281
"S33_R_CROSE_S","Croset",33,"R",23747.475,77934.82,38.0110606646059,34.729389,23747.4807382759,77934.8142617241,23790.58,0,0,43.099,0.181,77715.998,0,0,-218.816,-0.281
"S33_R_PSPOR_S","Place de Sport",33,"R",8621.031,31747.367,54.5914799072643,28.3526855,8621.03673827586,31747.3612617241,8636.684,0,0,15.647,0.181,31658.225,0,0,-89.136,-0.281
"S33_R_STAND_S","Stand",33,"R",9956.059,24913.031,53.1969184698609,25.3727782,9956.06473827586,24913.0252617241,9974.136,0,0,18.071,0.182,24843.077,0,0,-69.948,-0.281
"S33_R_VEILL_S","Veilloud",33,"R",15395.582,23211.336,48.7194744976816,23.4934795,15395.5877382759,23211.3302617241,15423.534,0,0,27.946,0.182,23146.16,0,0,-65.17,-0.281
"S33_R_PONTE_S","Pontet",33,"R",27665.5,14746.134,105.839468599034,26.5631762,27665.5057382759,14746.1282617241,27715.726,0,0,50.22,0.182,14704.726,0,0,-41.402,-0.281
"S33_R_VLARS_S","Villars",33,"R",6479.375,84260.21,63.4595652173913,40.3488889,6479.38073827586,84260.2042617241,6491.143,0,0,11.762,0.182,84023.628,0,0,-236.576,-0.281
