"origin","destination","time"
"FIGUI_O","MTBLC_S",1999
"FIGUI_O","MARTH_S",6883
"FIGUI_O","CAVEN_S",6743
"FIGUI_O","BRESS_N",17607
"FIGUI_O","CROIS_D",4956
"FIGUI_O","RNEUV_N",1621
"FIGUI_O","BALAN_N",10326
"FIGUI_O","MLINE_O",2482
"FIGUI_O","CAROU_N",14047
"FIGUI_O","OSCHE_N",2860
"FIGUI_O","CECIL_S",912
"FIGUI_O","BELMT_O",5085
"FIGUI_O","CHISA_S",4280
"FIGUI_O","CERIS_F",3244
"FIGUI_O","METAI_E",2009
"FIGUI_O","TIVOL_O",974
"FIGUI_O","DRANS_N",1762
"FIGUI_O","PMOL_O ",1939
"FIGUI_O","TIMON_O",4668
"FIGUI_O","BRULE_O",5521
"FIGUI_O","PT-CH_S",1159
"FIGUI_O","COPOP_N",4612
"FIGUI_O","PMOL_E ",1939
"FIGUI_O","GALIC_N",1470
"FIGUI_O","DTSOL  ",3014
"FIGUI_O","CAROU_S",14070
"FIGUI_O","PLY-G_1",3065
"FIGUI_O","SYENS_N",16945
"FIGUI_O","COPOP_S",4603
"FIGUI_O","GTE_N  ",1706
"FIGUI_O","PLANC_N",5346
"FIGUI_O","VEILL_N",3447
"FIGUI_O","FROIC_N",9739
"FIGUI_O","TVIDY_O",411
"FIGUI_O","SCBT_O ",767
"FIGUI_O","BRGES_E",2761
"FIGUI_O","TNEL_U ",1978
"FIGUI_O","WLIAM_N",5042
"FIGUI_O","PBESS_S",1860
"FIGUI_O","CIGAL_O",4221
"FIGUI_O","SALA_D ",3275
"FIGUI_O","MORRE_O",7834
"FIGUI_O","ROUVN_E",4732
"FIGUI_O","PREAU_E",2982
"FIGUI_O","MTETN_O",1664
"FIGUI_O","BUYE_N ",4685
"FIGUI_O","RTTAZ_N",3464
"FIGUI_O","BORJO_E",3003
"FIGUI_O","MTILL_D",3124
"FIGUI_O","PQUI_N ",4974
"FIGUI_O","VIRET_S",1968
"FIGUI_O","ECCV_O ",3483
"FIGUI_O","CUGYP_S",7122
"FIGUI_O","STAND_S",3688
"FIGUI_O","PMONT_S",4360
"FIGUI_O","E-HOT_N",6879
"FIGUI_O","BVE_O  ",735
"FIGUI_O","RUISE_O",3449
"FIGUI_O","VULET_N",6684
"FIGUI_O","TVIDY_E",447
"FIGUI_O","PERET_E",3844
"FIGUI_O","LION_S ",6200
"FIGUI_O","BUDR_N ",6280
"FIGUI_O","MARTI_N",3658
"FIGUI_O","CNIER_E",2884
"FIGUI_O","SCBT_E ",741
"FIGUI_O","PSPOR_N",3903
"FIGUI_O","RCFFS_B",2963
"FIGUI_O","VBOIS_N",7214
"FIGUI_O","CNAX_E ",7868
"FIGUI_O","CDRAI_B",2659
"FIGUI_O","SEGLI_E",2523
"FIGUI_O","BLECH_E",3150
"FIGUI_O","VRUFF_N",3333
"FIGUI_O","VELOD_N",2544
"FIGUI_O","FAVER_E",2338
"FIGUI_O","GLYCI_O",3265
"FIGUI_O","PSPOR_S",3928
"FIGUI_O","OURS_E ",2052
"FIGUI_O","MLEYO_O",1169
"FIGUI_O","CDRY_N ",2426
"FIGUI_O","ROVER_E",4232
"FIGUI_O","GENOU_O",3702
"FIGUI_O","SALA_Z ",3275
"FIGUI_O","STCAT_N",8669
"FIGUI_O","GGETT_N",3193
"FIGUI_O","JDILS_N",1367
"FIGUI_O","SROCH_S",1354
"FIGUI_O","BETHA_N",2165
"FIGUI_O","CROIS_C",4950
"FIGUI_O","P-RIV_O",2588
"FIGUI_O","TNEL_E ",2018
"FIGUI_O","FLIEU_E",2790
"FIGUI_O","SIGNA_N",2913
"FIGUI_O","BOVRE_S",4027
"FIGUI_O","GARE_C ",1315
"FIGUI_O","CHT_D  ",7660
"FIGUI_O","MGOUL_N",2557
"FIGUI_O","CHFON_N",8054
"FIGUI_O","LANDA_P",5823
"FIGUI_O","BLESS_E",5418
"FIGUI_O","VCLB_N ",7035
"FIGUI_O","DPLES_N",951
"FIGUI_O","MEZ-S_S",13665
"FIGUI_O","RIONZ_S",3347
"FIGUI_O","MBNON_B",1385
"FIGUI_O","MORRE_P",7819
"FIGUI_O","PDETT_E",2791
"FIGUI_O","OIS_N  ",1968
"FIGUI_O","DRANS_S",1732
"FIGUI_O","GMONT_N",5205
"FIGUI_O","PERRL_N",1870
"FIGUI_O","MUSEO_E",1683
"FIGUI_O","CERIS_R",3191
"FIGUI_O","R-PIS_N",2298
"FIGUI_O","MAROL_S",3444
"FIGUI_O","SUCHF_S",3625
"FIGUI_O","MOUD_N ",19316
"FIGUI_O","RENGE_S",4114
"FIGUI_O","MALF_D ",399
"FIGUI_O","CASC_S ",3569
"FIGUI_O","BNIER_O",2434
"FIGUI_O","SYENS_S",16927
"FIGUI_O","R-14A_E",3193
"FIGUI_O","EGLAN_O",1889
"FIGUI_O","PEREA_E",2317
"FIGUI_O","SORBI_N",18567
"FIGUI_O","MLINE_F",2478
"FIGUI_O","FLON_U ",1463
"FIGUI_O","SCIO_E ",907
"FIGUI_O","COLL_O ",3327
"FIGUI_O","BOVRE_N",4129
"FIGUI_O","VINET_E",1687
"FIGUI_O","BESS_M ",1848
"FIGUI_O","BERG_O ",2045
"FIGUI_O","BELMT_E",5179
"FIGUI_O","CX-OR_E",13030
"FIGUI_O","BOTTE_M",10283
"FIGUI_O","ZING_O ",3968
"FIGUI_O","BELVO_D",2946
"FIGUI_O","B-AIR_D",1508
"FIGUI_O","CHAND_O",2203
"FIGUI_O","MUDM_S ",2305
"FIGUI_O","VERRI_O",3859
"FIGUI_O","BRELA_N",5868
"FIGUI_O","MREPO_E",1983
"FIGUI_O","GBORD_N",2181
"FIGUI_O","GVIGN_N",1864
"FIGUI_O","ULAC_O ",1774
"FIGUI_O","BRUY_E ",3704
"FIGUI_O","MBLES_O",5070
"FIGUI_O","CH_B   ",1366
"FIGUI_O","LGDOC_N",382
"FIGUI_O","SALA_A ",3306
"FIGUI_O","FLORI_E",2006
"FIGUI_O","LAC_O  ",1734
"FIGUI_O","RENTE_E",5300
"FIGUI_O","MORGS_E",7676
"FIGUI_O","RAMUZ_O",2432
"FIGUI_O","GCHAM_O",5282
"FIGUI_O","GREY_O ",2322
"FIGUI_O","VIGIE_R",1009
"FIGUI_O","FLUM_N ",1777
"FIGUI_O","SABL_O ",1308
"FIGUI_O","MOULN_O",2491
"FIGUI_O","CDRY_S ",2381
"FIGUI_O","PBERT_S",3517
"FIGUI_O","BOISY_N",2307
"FIGUI_O","BLIJO_D",1607
"FIGUI_O","PRY-C_O",2044
"FIGUI_O","EPFL_E ",3165
"FIGUI_O","SPAUL_A",1704
"FIGUI_O","BOSON_M",2872
"FIGUI_O","BSITE_N",2449
"FIGUI_O","LANDA_O",5747
"FIGUI_O","BGARD_E",896
"FIGUI_O","R-14A_S",3255
"FIGUI_O","BVE_E  ",1213
"FIGUI_O","PRY_B  ",2563
"FIGUI_O","BGENT_S",2775
"FIGUI_O","ARGAN_S",2738
"FIGUI_O","BOISV_E",843
"FIGUI_O","CPEAG_M",5383
"FIGUI_O","MALA_M ",691
"FIGUI_O","20P2_O ",3327
"FIGUI_O","BNETT_F",1620
"FIGUI_O","PERET_O",3865
"FIGUI_O","BESS_S ",1843
"FIGUI_O","OUCHY_H",1388
"FIGUI_O","CAUDO_O",3667
"FIGUI_O","PLY-C_9",3214
"FIGUI_O","M-DUF_S",572
"FIGUI_O","BOISS_M",3735
"FIGUI_O","CX-BL_S",5535
"FIGUI_O","CDRAI_N",2697
"FIGUI_O","MTETN_E",1571
"FIGUI_O","HOMEJ_S",12236
"FIGUI_O","VMOUL_M",2137
"FIGUI_O","ALPES_S",1647
"FIGUI_O","CAS_S  ",1996
"FIGUI_O","PPEL_E ",10059
"FIGUI_O","PIECE_E",3341
"FIGUI_O","CROCH_E",3393
"FIGUI_O","MBLES_E",4948
"FIGUI_O","MTSI_N ",1770
"FIGUI_O","FOREL_Y",10880
"FIGUI_O","CHAMP_S",4957
"FIGUI_O","VALON_N",3720
"FIGUI_O","DEVIN_O",3352
"FIGUI_O","SORGE_R",2756
"FIGUI_O","FEYY_M ",15795
"FIGUI_O","PONFI_O",5427
"FIGUI_O","GRRU_N ",13448
"FIGUI_O","CLAIE_E",6781
"FIGUI_O","RTCOU_E",375
"FIGUI_O","RNEUV_S",1812
"FIGUI_O","SEZOO_M",11830
"FIGUI_O","BNOZ_N ",4496
"FIGUI_O","LVIAU_O",4230
"FIGUI_O","MONGE_E",4221
"FIGUI_O","ALLIE_N",2645
"FIGUI_O","SCIE_S ",3816
"FIGUI_O","ROTIL_N",1672
"FIGUI_O","RCFFS_O",3022
"FIGUI_O","SABL_E ",1240
"FIGUI_O","EPTES_S",922
"FIGUI_O","GPONT_O",4517
"FIGUI_O","20P4_O ",2859
"FIGUI_O","BOST_E ",1297
"FIGUI_O","BNIER_E",2442
"FIGUI_O","VVERT_B",3995
"FIGUI_O","ARC-C_E",4091
"FIGUI_O","VUCH_S ",15614
"FIGUI_O","B-RIV_N",1456
"FIGUI_O","MMM_C  ",4847
"FIGUI_O","SAUVA_N",3415
"FIGUI_O","CHAMP_N",4946
"FIGUI_O","BLESS_O",5357
"FIGUI_O","MLINE_E",2458
"FIGUI_O","PLY-G_E",3120
"FIGUI_O","CHAFE_N",4123
"FIGUI_O","AUBER_S",12575
"FIGUI_O","LGDOC_S",398
"FIGUI_O","SO_N   ",2316
"FIGUI_O","MALEY_F",1102
"FIGUI_O","PONTE_E",3155
"FIGUI_O","CLOCH_B",3460
"FIGUI_O","CLERG_E",3339
"FIGUI_O","CHASS_N",2523
"FIGUI_O","MTELY_F",703
"FIGUI_O","CSROC_E",3821
"FIGUI_O","BDESS_S",2666
"FIGUI_O","PICAR_N",3002
"FIGUI_O","PPORT_E",3315
"FIGUI_O","GROUG_M",12408
"FIGUI_O","FELE_S ",4503
"FIGUI_O","20P1_O ",2603
"FIGUI_O","DENAN_O",1928
"FIGUI_O","ROUVN_O",4724
"FIGUI_O","RAPIL_S",2316
"FIGUI_O","OUCHY_E",1460
"FIGUI_O","CENSU_E",2474
"FIGUI_O","PBOU_O ",1332
"FIGUI_O","GTE_D  ",1660
"FIGUI_O","CLOSL_D",1376
"FIGUI_O","SSULP_O",3903
"FIGUI_O","MAIFR_E",3176
"FIGUI_O","CHPCU_N",4183
"FIGUI_O","CDRAI_S",2712
"FIGUI_O","DLICE_E",1148
"FIGUI_O","PSECH_B",4379
"FIGUI_O","CHAFE_S",4117
"FIGUI_O","GCHAM_T",5226
"FIGUI_O","CROIS_B",4981
"FIGUI_O","ROS_N  ",3619
"FIGUI_O","FORNI_O",6975
"FIGUI_O","CNIER_N",2869
"FIGUI_O","CROSE_N",3730
"FIGUI_O","CHLYV_O",3216
"FIGUI_O","GVESS_S",5774
"FIGUI_O","BNETT_B",1722
"FIGUI_O","PLANT_E",3281
"FIGUI_O","GGETT_S",3150
"FIGUI_O","PREAU_O",2924
"FIGUI_O","CDRTT_O",3328
"FIGUI_O","MTELY_D",651
"FIGUI_O","SPAUL_O",1638
"FIGUI_O","VULLI_S",14743
"FIGUI_O","MGOUL_S",2553
"FIGUI_O","DRCOL_S",1829
"FIGUI_O","TIMON_T",4719
"FIGUI_O","ELYSE_O",1425
"FIGUI_O","BGNON_E",2718
"FIGUI_O","1-AOU_E",2960
"FIGUI_O","BOVRA_N",3557
"FIGUI_O","COTES_S",3932
"FIGUI_O","PROV_R ",970
"FIGUI_O","CROND_N",3467
"FIGUI_O","BNOZ_S ",4435
"FIGUI_O","PROV_F ",974
"FIGUI_O","REYM_E ",3588
"FIGUI_O","PLY-G_2",3001
"FIGUI_O","BDESS_D",2561
"FIGUI_O","RUISE_E",3457
"FIGUI_O","CAUDO_E",3627
"FIGUI_O","SIGNA_S",2909
"FIGUI_O","COTAG_O",700
"FIGUI_O","ESPER_S",2441
"FIGUI_O","EPFL_L ",3383
"FIGUI_O","CAS_N  ",2078
"FIGUI_O","CROIX_S",6448
"FIGUI_O","GVIGN_S",1886
"FIGUI_O","PFRAN_O",1218
"FIGUI_O","SCIE_N ",3866
"FIGUI_O","CAP_E  ",2598
"FIGUI_O","EPTES_B",925
"FIGUI_O","FORET_S",2622
"FIGUI_O","EPBIN_N",5889
"FIGUI_O","PEREA_O",2264
"FIGUI_O","CHNAU_O",4529
"FIGUI_O","MT-OR_O",197
"FIGUI_O","RIP_S  ",1739
"FIGUI_O","CDESO_E",4812
"FIGUI_O","JURA_N ",3725
"FIGUI_O","CONCO_E",3206
"FIGUI_O","NOUTE_N",3562
"FIGUI_O","20P6_O ",2038
"FIGUI_O","1-MAI_S",3186
"FIGUI_O","BO_T   ",2262
"FIGUI_O","GARE_S ",1095
"FIGUI_O","MARRO_O",4219
"FIGUI_O","RECOR_O",1241
"FIGUI_O","VENON_N",4354
"FIGUI_O","ROSES_N",2943
"FIGUI_O","MTNY_S ",4284
"FIGUI_O","PERON_O",5524
"FIGUI_O","CHTRE_O",4061
"FIGUI_O","R-HV_S ",2742
"FIGUI_O","HERMI_N",2556
"FIGUI_O","SUCHF_N",3669
"FIGUI_O","BOISV_O",947
"FIGUI_O","JDILS_S",1343
"FIGUI_O","BENJC_N",1748
"FIGUI_O","ECMET_O",1073
"FIGUI_O","RAVES_O",6324
"FIGUI_O","MTELY_R",728
"FIGUI_O","BGNON_O",2745
"FIGUI_O","CONVE_S",4561
"FIGUI_O","USSRO_N",12750
"FIGUI_O","PRBYT_O",1870
"FIGUI_O","BELVO_N",2985
"FIGUI_O","CHPCU_S",4151
"FIGUI_O","HTE-C_S",5912
"FIGUI_O","SCIO_O ",914
"FIGUI_O","SSULP_E",3891
"FIGUI_O","MARCO_S",4147
"FIGUI_O","BOTTE_D",10276
"FIGUI_O","TIVOL_E",979
"FIGUI_O","BUYE_S ",4741
"FIGUI_O","SROCH_E",1347
"FIGUI_O","GROUG_O",12408
"FIGUI_O","FAUCO_O",2730
"FIGUI_O","GARE_B ",1238
"FIGUI_O","NORD_E ",2200
"FIGUI_O","BROYE_O",2275
"FIGUI_O","ENJAL_S",3998
"FIGUI_O","BLIJO_E",1617
"FIGUI_O","PRY-C_N",2156
"FIGUI_O","PLANC_S",5229
"FIGUI_O","CPEAG_E",5472
"FIGUI_O","GALIC_E",1416
"FIGUI_O","GRAVX_E",7260
"FIGUI_O","VULET_S",6777
"FIGUI_O","SORGE_O",2732
"FIGUI_O","RECOR_E",1294
"FIGUI_O","PIERF_E",2354
"FIGUI_O","VEILL_S",3467
"FIGUI_O","MLINS_O",3757
"FIGUI_O","VCLB_S ",6981
"FIGUI_O","VALNT_N",3033
"FIGUI_O","PREPA_D",3794
"FIGUI_O","COCAG_E",5099
"FIGUI_O","PAUDX_O",4084
"FIGUI_O","SALA_B ",3306
"FIGUI_O","TRAB_E ",2216
"FIGUI_O","GMONT_T",5263
"FIGUI_O","GVENN_O",3845
"FIGUI_O","3CHAS_E",5682
"FIGUI_O","CRARD_E",1169
"FIGUI_O","OSCHE_S",2869
"FIGUI_O","BOST_N ",1284
"FIGUI_O","CHT_T  ",7556
"FIGUI_O","PROVS_E",811
"FIGUI_O","CPLAN_N",4435
"FIGUI_O","FEYY_D ",15746
"FIGUI_O","CHT_B  ",7556
"FIGUI_O","BOST_O ",1327
"FIGUI_O","TNEL_S ",2008
"FIGUI_O","CLERG_T",3374
"FIGUI_O","ULAC_E ",1758
"FIGUI_O","MEZ-V_N",13542
"FIGUI_O","R-14A_N",3328
"FIGUI_O","CORC_N ",11729
"FIGUI_O","CAVEN_N",6754
"FIGUI_O","CHARM_E",5005
"FIGUI_O","1-AOU_S",2973
"FIGUI_O","PZROS_E",1306
"FIGUI_O","CSROC_O",3778
"FIGUI_O","FOYER_O",3908
"FIGUI_O","VRNEY_E",2579
"FIGUI_O","FLON_I ",1516
"FIGUI_O","DRCOL_N",1856
"FIGUI_O","VLARS_N",3550
"FIGUI_O","GREY_E ",2331
"FIGUI_O","SORGE_E",2698
"FIGUI_O","MTELY_E",521
"FIGUI_O","FREYR_O",2465
"FIGUI_O","LYGAR_C",5200
"FIGUI_O","PBERT_O",3542
"FIGUI_O","VJEUN_S",909
"FIGUI_O","PONTE_S",3284
"FIGUI_O","CHFON_S",8100
"FIGUI_O","VOISD_E",4891
"FIGUI_O","LANDA_T",5747
"FIGUI_O","MARTI_S",3601
"FIGUI_O","BOVRA_D",3535
"FIGUI_O","RGRAU_N",9608
"FIGUI_O","OUCHY_O",1421
"FIGUI_O","CHOCO_N",3220
"FIGUI_O","BLECH_N",3158
"FIGUI_O","ESPER_E",2579
"FIGUI_O","CORC_S ",11647
"FIGUI_O","VMOUL_O",2231
"FIGUI_O","CASAR_S",11634
"FIGUI_O","PRAZC_S",7482
"FIGUI_O","CLOSL_N",1351
"FIGUI_O","PUBLO_O",7474
"FIGUI_O","JOLTT_O",2734
"FIGUI_O","MOUN_N ",8416
"FIGUI_O","R-VIL_E",2265
"FIGUI_O","PPEL_O ",10000
"FIGUI_O","BOISY_E",2161
"FIGUI_O","BRGES_O",2796
"FIGUI_O","COPOZ_N",4892
"FIGUI_O","TNEL_N ",2092
"FIGUI_O","MTELY_M",592
"FIGUI_O","SAUGI_E",3019
"FIGUI_O","PDETT_O",2766
"FIGUI_O","SOMAI_O",3060
"FIGUI_O","MARCO_N",4116
"FIGUI_O","DPLES_S",934
"FIGUI_O","CHENE_E",1954
"FIGUI_O","PZROS_O",1326
"FIGUI_O","RCFFN_G",3222
"FIGUI_O","BRETI_S",8485
"FIGUI_O","MOUSQ_O",2389
"FIGUI_O","DST_E  ",2767
"FIGUI_O","PJOR_N ",13098
"FIGUI_O","CHT_M  ",7657
"FIGUI_O","CHATL_N",6917
"FIGUI_O","PERON_N",5560
"FIGUI_O","FOREL_P",10880
"FIGUI_O","MALAD_E",494
"FIGUI_O","PREFY_E",2820
"FIGUI_O","VALCY_E",1816
"FIGUI_O","EPSIC_O",1275
"FIGUI_O","SALA_C ",3208
"FIGUI_O","PCHLY_P",3018
"FIGUI_O","JURA_E ",3554
"FIGUI_O","BUDR_S ",6237
"FIGUI_O","R-PIS_S",2283
"FIGUI_O","THALD_O",2117
"FIGUI_O","PAQUE_E",2869
"FIGUI_O","CH_O   ",1333
"FIGUI_O","MALEY_R",1076
"FIGUI_O","MLEYN_N",1145
"FIGUI_O","CIBLE_S",5081
"FIGUI_O","BENJC_S",1785
"FIGUI_O","LISIE_S",2721
"FIGUI_O","INDUS_E",3255
"FIGUI_O","BNETT_R",1688
"FIGUI_O","MALEY_D",1085
"FIGUI_O","CRISS_S",4424
"FIGUI_O","CUGYP_N",7122
"FIGUI_O","VMOUL_S",2114
"FIGUI_O","PJOR_S ",13079
"FIGUI_O","AUBEP_N",1680
"FIGUI_O","SOMAI_E",3067
"FIGUI_O","BRELA_S",5870
"FIGUI_O","BROYE_E",2265
"FIGUI_O","FLUM_S ",1764
"FIGUI_O","MARTH_N",6830
"FIGUI_O","PRELA_O",1305
"FIGUI_O","CROND_S",3474
"FIGUI_O","BER_B  ",17919
"FIGUI_O","EPSIC_E",1286
"FIGUI_O","CASAR_N",11588
"FIGUI_O","BUPT_A ",5220
"FIGUI_O","BOSON_D",2858
"FIGUI_O","MTSI_E ",1783
"FIGUI_O","FROIL_B",9816
"FIGUI_O","CX-OY_S",1332
"FIGUI_O","CECIL_N",933
"FIGUI_O","VINET_O",1590
"FIGUI_O","PPTAY_E",2163
"FIGUI_O","PIECE_O",3357
"FIGUI_O","COLO_O ",8078
"FIGUI_O","MPREV_S",10892
"FIGUI_O","FLON_S ",1489
"FIGUI_O","P-RIV_E",2492
"FIGUI_O","MTBLC_N",1907
"FIGUI_O","VYPO_O ",430
"FIGUI_O","MLIN_S ",7620
"FIGUI_O","ETAVZ_S",5426
"FIGUI_O","ECRO_O ",12223
"FIGUI_O","BALLE_S",6344
"FIGUI_O","EPAL_T ",5629
"FIGUI_O","PERRL_O",1831
"FIGUI_O","REYM_O ",3562
"FIGUI_O","GLYCI_E",3250
"FIGUI_O","MALVX_N",NA
"FIGUI_O","CUGY_S ",7299
"FIGUI_O","LANDA_E",5823
"FIGUI_O","BERG_E ",2020
"FIGUI_O","MGOUL_B",2531
"FIGUI_O","CHENE_O",1933
"FIGUI_O","RTTAZ_S",3471
"FIGUI_O","DEVA_A ",4331
"FIGUI_O","ECEG_E ",11969
"FIGUI_O","CERIS_E",3255
"FIGUI_O","FARA_B ",7324
"FIGUI_O","VBOIS_S",7251
"FIGUI_O","MAUVE_N",7368
"FIGUI_O","PROVS_O",809
"FIGUI_O","GROUG_S",12468
"FIGUI_O","MOTTE_N",2493
"FIGUI_O","CDESU_S",5265
"FIGUI_O","VRUFF_S",3284
"FIGUI_O","FROIV_N",9530
"FIGUI_O","CEDRE_O",545
"FIGUI_O","PRY-C_E",2035
"FIGUI_O","CONVE_N",4561
"FIGUI_O","PARC_S ",3866
"FIGUI_O","SAPEL_O",6757
"FIGUI_O","GENE_N ",7331
"FIGUI_O","LVIAU_E",4235
"FIGUI_O","VROSS_S",2831
"FIGUI_O","LONGE_E",1489
"FIGUI_O","MALL_E ",494
"FIGUI_O","PONTE_N",3254
"FIGUI_O","RTCOU_O",361
"FIGUI_O","EPNEX_R",3542
"FIGUI_O","CONCO_N",3173
"FIGUI_O","POLNY_N",5976
"FIGUI_O","STAND_N",3699
"FIGUI_O","ROVER_O",4273
"FIGUI_O","MARIN_S",6693
"FIGUI_O","ENBOI_O",3100
"FIGUI_O","GALIC_M",1454
"FIGUI_O","CONFR_E",10551
"FIGUI_O","JDILL_O",6863
"FIGUI_O","CROIS_A",4917
"FIGUI_O","LEMAN_O",2191
"FIGUI_O","FROIC_S",9726
"FIGUI_O","MARRO_E",4227
"FIGUI_O","VVERT_T",4001
"FIGUI_O","HERMI_X",2586
"FIGUI_O","CHAVC_S",2985
"FIGUI_O","CUYG_B ",8006
"FIGUI_O","BALAN_S",10318
"FIGUI_O","VERG_S ",19000
"FIGUI_O","1-MAI_N",3186
"FIGUI_O","CLAIE_O",6802
"FIGUI_O","TUIL_O ",5095
"FIGUI_O","BGARD_S",837
"FIGUI_O","GTE_B  ",1664
"FIGUI_O","BO     ",2264
"FIGUI_O","THALD_E",2218
"FIGUI_O","RGRAU_S",9661
"FIGUI_O","ROUVR_N",2309
"FIGUI_O","STCAT_S",8636
"FIGUI_O","GROUG_E",12428
"FIGUI_O","MUSEO_S",1596
"FIGUI_O","NORD_S ",2095
"FIGUI_O","FOYER_B",3764
"FIGUI_O","BORJO_O",2954
"FIGUI_O","GLYCI_B",3298
"FIGUI_O","RUSTE_E",10168
"FIGUI_O","MTSI_S ",1749
"FIGUI_O","MTFLI_S",1307
"FIGUI_O","RCFFS_E",2993
"FIGUI_O","MARIN_N",6869
"FIGUI_O","CDRTT_E",3409
"FIGUI_O","PRELA_E",1278
"FIGUI_O","ESPER_O",2484
"FIGUI_O","ZING_E ",3863
"FIGUI_O","EPFL_O ",3178
"FIGUI_O","SF_S   ",1573
"FIGUI_O","B-AIR_O",1433
"FIGUI_O","GVG_N  ",7536
"FIGUI_O","ROZAV_N",3301
"FIGUI_O","GMONT_S",5121
"FIGUI_O","VELOD_S",2558
"FIGUI_O","CLOSY_N",15876
"FIGUI_O","AUBER_E",12696
"FIGUI_O","GARE_N ",1112
"FIGUI_O","BMURA_B",4825
"FIGUI_O","RAMUZ_E",2446
"FIGUI_O","PAQUE_O",2876
"FIGUI_O","PARC_N ",3900
"FIGUI_O","GCHAM_E",5190
"FIGUI_O","FREYR_E",2478
"FIGUI_O","FLON_O ",1466
"FIGUI_O","EPNEX_O",3358
"FIGUI_O","RUSTE_O",10163
"FIGUI_O","SAUVA_S",3416
"FIGUI_O","MALF_M ",321
"FIGUI_O","CRISS_N",4454
"FIGUI_O","CLERG_N",3419
"FIGUI_O","ECEG_O ",12100
"FIGUI_O","JDILL_E",6847
"FIGUI_O","ECMET_E",1087
"FIGUI_O","PCHLY_O",3014
"FIGUI_O","CROIX_T",6432
"FIGUI_O","ESSER_N",12174
"FIGUI_O","BOST_S ",1311
"FIGUI_O","FELE_N ",4571
"FIGUI_O","HOMEJ_N",12129
"FIGUI_O","FOUGE_N",5914
"FIGUI_O","MEMIS_S",2139
"FIGUI_O","ECHER_O",6212
"FIGUI_O","MTOIE_E",238
"FIGUI_O","DOLE_O ",2136
"FIGUI_O","MALAD_O",519
"FIGUI_O","COTAG_E",690
"FIGUI_O","GRATT_S",2606
"FIGUI_O","CRARD_O",1138
"FIGUI_O","20P5_E ",2698
"FIGUI_O","ECOMM_N",1440
"FIGUI_O","FORET_N",2682
"FIGUI_O","20P3_O ",3250
"FIGUI_O","CPEAG_B",5440
"FIGUI_O","CHNAU_E",4532
"FIGUI_O","VALNT_S",3041
"FIGUI_O","COUR_N ",1047
"FIGUI_O","EPALC_E",5587
"FIGUI_O","MTPLY_E",5978
"FIGUI_O","JURA_S ",3633
"FIGUI_O","RENGE_N",4057
"FIGUI_O","RIONZ_N",3362
"FIGUI_O","MTPLY_O",5945
"FIGUI_O","SURLC_E",2896
"FIGUI_O","CHOCO_S",3246
"FIGUI_O","HTE-C_N",5923
"FIGUI_O","MEZ-S_N",13676
"FIGUI_O","MTFLI_N",1335
"FIGUI_O","BELVO_S",3016
"FIGUI_O","ROSES_S",2888
"FIGUI_O","DP     ",1629
"FIGUI_O","CNIER_O",2791
"FIGUI_O","GPONT_E",4546
"FIGUI_O","DEVIN_E",3354
"FIGUI_O","CIBLE_N",5125
"FIGUI_O","B-RIV_S",1465
"FIGUI_O","SPAUL_E",1421
"FIGUI_O","SUVI_S ",13866
"FIGUI_O","EGLX_A ",3623
"FIGUI_O","3CHAS_O",5676
"FIGUI_O","SF_O   ",1536
"FIGUI_O","VIGIE_F",1070
"FIGUI_O","SAV_E  ",8423
"FIGUI_O","CHBR_R ",2393
"FIGUI_O","MOUD_S ",19234
"FIGUI_O","VOISD_O",4889
"FIGUI_O","MARIO_E",5142
"FIGUI_O","L-CHA_S",3473
"FIGUI_O","COLMA_N",3884
"FIGUI_O","METAI_O",1977
"FIGUI_O","SAVUI_S",5531
"FIGUI_O","VLARD_E",1064
"FIGUI_O","ANCPO_E",8046
"FIGUI_O","BLIEU_E",1704
"FIGUI_O","MALL_O ",519
"FIGUI_O","CONFR_O",10550
"FIGUI_O","HUTIN_E",1901
"FIGUI_O","PAVIL_E",3233
"FIGUI_O","PREFY_O",2825
"FIGUI_O","VULLM_N",2339
"FIGUI_O","MT-OR_E",206
"FIGUI_O","VIGNE_E",3542
"FIGUI_O","CROSE_S",3792
"FIGUI_O","ROTIL_S",1682
"FIGUI_O","ECORC_O",12744
"FIGUI_O","ROZAV_S",3320
"FIGUI_O","VJEUN_N",871
"FIGUI_O","GROUG_N",12501
"FIGUI_O","MORP_O ",7669
"FIGUI_O","MLINE_R",2521
"FIGUI_O","COTES_N",3936
"FIGUI_O","BRULE_E",5523
"FIGUI_O","ORZEN_N",5042
"FIGUI_O","BELVO_M",3035
"FIGUI_O","FIGUI_M",170
"FIGUI_O","COCAG_O",5084
"FIGUI_O","ALPES_N",1680
"FIGUI_O","BETHU_O",2378
"FIGUI_O","BOISS_D",3698
"FIGUI_O","PAVEM_S",3174
"FIGUI_O","VUCH_N ",15555
"FIGUI_O","PREYV_N",5089
"FIGUI_O","VALCY_O",1827
"FIGUI_O","BETHA_S",2129
"FIGUI_O","DRUEY_S",1834
"FIGUI_O","COLO_E ",8072
"MTILL_E","FIGUI_O",3070
"MTILL_E","MTILL_E",0
"MTILL_E","ANCPO_O",5702
"MTILL_E","MATHY_S",4524
"MTILL_E","VERG_N ",17056
"MTILL_E","EPBIN_S",4204
"MTILL_E","SORBI_S",16641
"MTILL_E","INDUS_O",5551
"MTILL_E","CHTRE_E",7111
