"L2P0.001","L3P0.001","L4P0.001","L5P0.001","L6P0.001","L7P0.001","L8P0.001","L2P0.002","L3P0.002","L4P0.002","L5P0.002","L6P0.002","L7P0.002","L8P0.002","L2P0.003","L3P0.003","L4P0.003","L5P0.003","L6P0.003","L7P0.003","L8P0.003","L2P0.004","L3P0.004","L4P0.004","L5P0.004","L6P0.004","L7P0.004","L8P0.004","L2P0.005","L3P0.005","L4P0.005","L5P0.005","L6P0.005","L7P0.005","L8P0.005","L2P0.006","L3P0.006","L4P0.006","L5P0.006","L6P0.006","L7P0.006","L8P0.006","L2P0.007","L3P0.007","L4P0.007","L5P0.007","L6P0.007","L7P0.007","L8P0.007","L2P0.008","L3P0.008","L4P0.008","L5P0.008","L6P0.008","L7P0.008","L8P0.008","L2P0.009","L3P0.009","L4P0.009","L5P0.009","L6P0.009","L7P0.009","L8P0.009"
0.446743022188693,0.353359955694079,0.405361501771137,0.46292209883138,0.473513466008833,0.514050898429621,0.528356506973171,0.446743022188693,0.353128608871284,0.405116705028003,0.462609503019979,0.473353530855767,0.513817044247404,0.528426407615836,0.446743022188693,0.35289745853496,0.404824136615238,0.462305855496426,0.473201070554816,0.513640994348037,0.528497597648956,0.446743022188693,0.352664774781992,0.404530014125137,0.462002910336816,0.473051957933145,0.513479667275276,0.528571230332833,0.446743022188693,0.352432203515453,0.404232140738695,0.461699993032502,0.472907559470359,0.513317888835916,0.528645677853362,0.446743022188693,0.352199753132209,0.403938384820652,0.461397356658555,0.47276479791619,0.513167710937894,0.528720768878375,0.446743022188693,0.351967423720341,0.40364097121941,0.46107511470077,0.472622515181752,0.513024613510286,0.528798318770657,0.446743022188693,0.35173478264527,0.403345884616546,0.460746895949195,0.472481245869159,0.51287771751064,0.528876835919508,0.446743022188693,0.351501560467057,0.40304759349985,0.460418734414065,0.472340353517179,0.512717455214242,0.528955660405538
0.431288903583644,0.523145657009896,0.553146671588159,0.516984390139541,0.535300480322263,0.497720095366183,0.514865061730691,0.431288903583644,0.522977488364924,0.552860199569859,0.516798196580664,0.53506001056893,0.497538870087728,0.514983823332484,0.431288903583644,0.522809305459366,0.552578849189452,0.516612742416895,0.534820649417544,0.497357884069378,0.515104410494269,0.431288903583644,0.522641108240394,0.552297244009032,0.516425288423586,0.534581313086999,0.497177331904721,0.515227019099224,0.431288903583644,0.522472896655086,0.551993841118566,0.516237768593889,0.534342001680867,0.49699700907735,0.515357941673029,0.431288903583644,0.522304670650431,0.551657879794748,0.516050239967443,0.534102715302937,0.496816622360549,0.515494033444386,0.431288903583644,0.522136430173323,0.551319135680104,0.515862771970155,0.533863649481915,0.496639615817884,0.515631587318337,0.431288903583644,0.521968172821107,0.550978266820936,0.515675369077429,0.533627007708127,0.49646303055823,0.515770202325816,0.431288903583644,0.521804344684357,0.550634129850348,0.515488031378572,0.533389292533427,0.496286508534466,0.515908845683138
0.291196381902289,0.401553517270834,0.408889629687717,0.519956397547552,0.487474560443127,0.476408024188422,0.500445354935793,0.29107764725833,0.401411435724483,0.408703174394836,0.519714175781253,0.487270140799682,0.476365260437381,0.500535407788611,0.290958740690878,0.401269332571362,0.408516539763419,0.51947527007468,0.487068022128913,0.476323140233138,0.500613527521452,0.290839919637921,0.401127447482407,0.408329968785272,0.519238991166506,0.486867303107302,0.47628734103453,0.500680968162172,0.290721058053573,0.400986584580479,0.408143461469168,0.519003235907013,0.486667184788751,0.476254503214755,0.500748968707992,0.290602155922327,0.400845701000791,0.407957017823913,0.51876752276629,0.486467222372967,0.476220781262739,0.500817510034949,0.290483213228644,0.400704796752587,0.407770637858348,0.518538670862522,0.48626979463004,0.476187109292976,0.500887917542733,0.290364229956957,0.400563775694529,0.407584321581348,0.518313590968585,0.486074825688722,0.476153046664461,0.500959828216042,0.290245206091662,0.400422673109765,0.407398069001821,0.51808844940048,0.485880760988185,0.476122790440199,0.501034522447911
0.545384726969832,0.415470641117885,0.485107756914049,0.499401834201404,0.497171896952194,0.49079524441101,0.521095799932808,0.545185699547735,0.41532756374613,0.484923625706289,0.499140157897553,0.496933060860026,0.490638563128945,0.521112997299946,0.544986659759758,0.415184498322781,0.484745500143563,0.498879885819843,0.496679290053589,0.490480065508174,0.521148244893529,0.544787607620055,0.415041444852843,0.484567389820632,0.498620850488357,0.496430278885448,0.490321587617576,0.52118549757203,0.544588543142794,0.414898403341311,0.484389294720149,0.498354060120938,0.496184652718931,0.490162691787124,0.521221980290006,0.544389533457118,0.414755373793165,0.484211214824679,0.498087873069931,0.495939310010526,0.489997764500937,0.521262040361802,0.544190444096414,0.414612356213374,0.484033150116694,0.497829690532963,0.495698600232096,0.489831257863761,0.521322745182781,0.543991342441946,0.414469350606896,0.483855100578577,0.497556162384161,0.495460233061425,0.48966569862881,0.521384562188184,0.54379222850791,0.414326356978675,0.483677066192619,0.497248325849395,0.495214871385055,0.489515028150501,0.521448557321056
0.332487724934231,0.468396469024299,0.450330900159071,0.544744112075113,0.512880778507867,0.493511770880809,0.501224830363524,0.332317047310556,0.468152624006783,0.450094741392168,0.544419214754479,0.512693446047348,0.493425818756318,0.501303256535641,0.332146395595577,0.4679087718095,0.449858682568503,0.544095798734231,0.512507616026234,0.493342275766226,0.501383727778041,0.331975769809591,0.467664912417838,0.449622723663939,0.54377238411282,0.512339764121445,0.493258753362599,0.501456300430243,0.331805169972912,0.467421045817119,0.449386864654294,0.54344880459501,0.51217199348955,0.493175306215909,0.501520864227577,0.331634596105869,0.467177171992596,0.449150415008893,0.543124848309048,0.512004221106824,0.493093306979991,0.501587432742234,0.331464048228809,0.46693329092945,0.448913957235973,0.54280096362947,0.511836671327485,0.493014065511001,0.501676885121045,0.331293526362096,0.466689402612799,0.448677601414233,0.54247702330058,0.511670291392505,0.492935874492924,0.501771669051272,0.331123030526109,0.466445316308168,0.44844051280143,0.542153027263499,0.511503910163437,0.492858681245762,0.501868009956982
0.289887915393451,0.473223563188234,0.455024306729768,0.460736452641034,0.468129735622041,0.495489051251271,0.539541942341235,0.289887915393451,0.472914004287505,0.454838770824791,0.460539172151112,0.467899902761685,0.495365721790345,0.539601202901695,0.289887915393451,0.472604164937737,0.454653310745071,0.46034986476325,0.46767122094276,0.495250288855715,0.539661588465384,0.289887915393451,0.472294436055351,0.454467926471012,0.460161673974693,0.467443144321765,0.495136003333203,0.539723638106408,0.289887915393451,0.471984817763102,0.454282617982988,0.459975116763971,0.46721601765294,0.495016905974593,0.539788121189965,0.289887915393451,0.471675310183854,0.454097440411517,0.459795606733819,0.466986344889908,0.494901514748158,0.539858867008322,0.289887915393451,0.471365550836568,0.453912894853761,0.459619388195551,0.466756688025661,0.494799129608156,0.53992973521716,0.289887915393451,0.471054852484793,0.453728426541106,0.459441985164363,0.466527525881413,0.494694769992435,0.540001569881163,0.289887915393451,0.47074427003132,0.453543656421107,0.459262964595972,0.466297844029441,0.494593480537668,0.540083202388981
0.279072822748464,0.446764720517696,0.450126677338567,0.448777236728952,0.490942854344535,0.479649018632962,0.516376013259991,0.278334490606502,0.446748145658487,0.449880516280817,0.448448035324166,0.49071038505403,0.479524083841729,0.516292709211554,0.277596271024656,0.446731567594908,0.449633911510697,0.448119442442955,0.490478089776151,0.47938700153132,0.516212782567148,0.276858163839967,0.446714986333494,0.449387332988115,0.447794947282329,0.490245811708114,0.47923819945383,0.51618580186335,0.27612016888976,0.446698401880793,0.449140734195095,0.447473322219956,0.490011526141345,0.479097538299438,0.516195722855238,0.275382286011642,0.446681814243362,0.44889403286275,0.447151730206313,0.48977691901924,0.478980804653699,0.516213085160359,0.274644515043506,0.446665223427768,0.448647274254873,0.446830193739713,0.489542329768121,0.478868879626681,0.516238919249733,0.273906855823531,0.446648629440588,0.44840035250328,0.446510731353233,0.489311649433857,0.478757311476675,0.516267721927789,0.273169308190182,0.446633249367999,0.448153530630142,0.446194980538227,0.489083909697968,0.478646144185587,0.516306035817609
0.295129388728475,0.457725342417607,0.416120879520091,0.505060150553037,0.488936600405522,0.514578620766741,0.518841280961353,0.294972709695932,0.457340353577921,0.415923345869159,0.504814251177409,0.488729421392771,0.51437591009029,0.51889661548046,0.294816841509637,0.456954102044192,0.41572588189189,0.504569183656636,0.488527970427824,0.514172057336339,0.518952628156996,0.294660221567052,0.456608215133906,0.415539488654693,0.504324164612861,0.488327117904664,0.513959954489964,0.519008984467798,0.294504566973047,0.45626734131019,0.415356500248285,0.504077813702518,0.488121276718394,0.513747153033055,0.519064549259949,0.294350752700826,0.455926435750085,0.415172703985425,0.503830654480476,0.487915933882914,0.513531107318601,0.519127985160689,0.294196968398171,0.45558549850637,0.414988945488557,0.503583580973417,0.487710576802861,0.513306806391397,0.519210593911289,0.294043214102914,0.455244529631869,0.414805291009165,0.50332334786818,0.48750506190944,0.513078796954676,0.519294817506047,0.293889489852933,0.454903529179455,0.414621740574283,0.503044383867069,0.487303292914847,0.512841929626052,0.519386122753571
0.885640971845967,0.418677334790689,0.457359629296096,0.483344100482286,0.481298941261685,0.493898440737832,0.501314876724351,0.885640971845967,0.418496839091184,0.45714880282088,0.483095268877112,0.481123566345052,0.493829710009285,0.50139412198183,0.885640971845967,0.418316349970588,0.456939059092975,0.482848330032637,0.480953083576507,0.493761520096593,0.501473121190571,0.885640971845967,0.418135867422126,0.456729751738651,0.482601450404515,0.480783244163893,0.493693600594911,0.501553288191524,0.885640971845967,0.417955391439001,0.456522945251157,0.4823546300846,0.480614660904449,0.493626400493261,0.501638856960126,0.885640971845967,0.417774922014398,0.456315415488548,0.48210786916486,0.480455225497887,0.493559348644088,0.501722945012586,0.885640971845967,0.417594459141481,0.456113152684386,0.48186116773737,0.480314483934821,0.493488916151539,0.50179138600683,0.885640971845967,0.417414002813393,0.455911302247965,0.481614525894323,0.480173966371492,0.493431498767483,0.501858675219222,0.885640971845967,0.417233553023259,0.455708393607647,0.481367943728018,0.480034299999625,0.493374338167776,0.501928770071941
0.253149920793469,0.429817720530248,0.411782031649587,0.471736201981842,0.488118626802552,0.495719050024419,0.521938631727032,0.253149920793469,0.42942471045156,0.411606349218298,0.47149577080529,0.487816078062493,0.495551363334405,0.521953340913891,0.253149920793469,0.429031864444215,0.411436109656835,0.471256209219552,0.487513027645326,0.495385254689721,0.521968527604808,0.253149920793469,0.42863918265339,0.411267136560825,0.471018191252773,0.487210014625836,0.49521784234721,0.522050007026047,0.253149920793469,0.428246665224344,0.411098235748865,0.470780271284714,0.48690629195718,0.495050369144522,0.522139757034421,0.253149920793469,0.427850728667846,0.410929966564582,0.470542490352097,0.486602756922239,0.494884673419869,0.522223999310236,0.253149920793469,0.427452509714935,0.410763097416682,0.470304826021882,0.486299237150362,0.494739771140923,0.52231097762411,0.253149920793469,0.427066385761691,0.410596299273015,0.470067259878595,0.485994771144267,0.494615666303107,0.522398892518091,0.253149920793469,0.426663899548554,0.410429572157626,0.469830016874252,0.485689700896241,0.494491579891764,0.522504789938248
