"passengers","mean_error","sd_error","line"
12000,0.399686162949025,0.00439713797388708,6
13000,0.394497556839783,0.00430227407971507,6
14000,0.389017564108964,0.00404957964403945,6
15000,0.384372322098321,0.00381819662382887,6
16000,0.38045075532738,0.0037651620100225,6
17000,0.376677014345692,0.00379005313833913,6
18000,0.373415013247729,0.00366724952406757,6
19000,0.370142219032282,0.00361158628337786,6
20000,0.367375425337915,0.00349104570411125,6
1000,1.15622572247117,0.00863254482060927,7
2000,0.850656839951105,0.00469777619362264,7
3000,0.7229219115013,0.00624453681101618,7
4000,0.646322905704108,0.00398646119864469,7
5000,0.597682188677218,0.00537282604650086,7
6000,0.560928321972071,0.00376697842617149,7
7000,0.535291551986813,0.00460982183497559,7
8000,0.513936821705872,0.00398853423252993,7
9000,0.495908378608497,0.00380609311519368,7
10000,0.483654950538877,0.00411416838849822,7
11000,0.471447217892971,0.00382450381160005,7
12000,0.461662503836513,0.00335827655114816,7
13000,0.453242611592922,0.00368333019519358,7
14000,0.444508646010721,0.00339775238416265,7
15000,0.439521448232319,0.00342266348500993,7
16000,0.431348268192446,0.00324970361813734,7
17000,0.427471000608362,0.00320019300792232,7
18000,0.422060759355523,0.00322982130660337,7
19000,0.417956313307183,0.00320399809826692,7
20000,0.413683317853401,0.00313649657709317,7
1000,1.39472537176451,0.00515197828515925,8
2000,1.07232245222388,0.00744500746775746,8
3000,0.898615713670562,0.00709129001663196,8
4000,0.796369659763953,0.00545102924302862,8
5000,0.729497459726554,0.00609961625075293,8
6000,0.682834881713636,0.00602674790454537,8
7000,0.649678798170461,0.00489696062284323,8
8000,0.621231305934758,0.00453337839089048,8
9000,0.597954050476817,0.00489506443090893,8
10000,0.577801096137819,0.00491541110593489,8
11000,0.562626521422258,0.0045558185789286,8
12000,0.549927423088498,0.00422205485764362,8
13000,0.538045262891414,0.00443674343703736,8
14000,0.525363255596031,0.00433249503035126,8
15000,0.516810054224573,0.00402179135858872,8
16000,0.51046690290268,0.00396293328668893,8
17000,0.502827772300429,0.00401061716757378,8
18000,0.495676358952089,0.00421449014542602,8
19000,0.489876976408669,0.00405787527928048,8
20000,0.484200228316895,0.00345105137600462,8
