"L2P0","L3P0","L4P0","L5P0","L6P0","L7P0","L8P0","L2P0.1","L3P0.1","L4P0.1","L5P0.1","L6P0.1","L7P0.1","L8P0.1","L2P0.2","L3P0.2","L4P0.2","L5P0.2","L6P0.2","L7P0.2","L8P0.2","L2P0.3","L3P0.3","L4P0.3","L5P0.3","L6P0.3","L7P0.3","L8P0.3","L2P0.4","L3P0.4","L4P0.4","L5P0.4","L6P0.4","L7P0.4","L8P0.4","L2P0.5","L3P0.5","L4P0.5","L5P0.5","L6P0.5","L7P0.5","L8P0.5","L2P0.6","L3P0.6","L4P0.6","L5P0.6","L6P0.6","L7P0.6","L8P0.6","L2P0.7","L3P0.7","L4P0.7","L5P0.7","L6P0.7","L7P0.7","L8P0.7","L2P0.8","L3P0.8","L4P0.8","L5P0.8","L6P0.8","L7P0.8","L8P0.8","L2P0.9","L3P0.9","L4P0.9","L5P0.9","L6P0.9","L7P0.9","L8P0.9","L2P1","L3P1","L4P1","L5P1","L6P1","L7P1","L8P1"
0.0497133533120074,0.258501746559287,1.03243460128624,1.21042700417824,1.28077411424439,1.38377131703484,1.60915583635217,0.0497133533120074,0.230225648312258,0.331466384329922,0.471606163507544,0.661156983645106,0.868047276186976,1.11504003911943,0.0497133533120074,0.207931635508161,0.354267768256938,0.486498603004631,0.688761149258488,0.897022155712404,1.13726020366197,0.0436231012110844,0.260920886867243,0.402086988011487,0.547475250368482,0.735003132110096,0.949949703034496,1.180113672623,0.12023234065294,0.355743828476865,0.488555921267704,0.640959003140352,0.811234716648756,1.01949019020006,1.24672108092071,0.290420928008788,0.500164530103248,0.642492193954854,0.761004557964491,0.947228738409177,1.1209527622232,1.34396928106751,0.467210460282508,0.707869267323961,0.874670651393513,0.976777115168548,1.16616048322982,1.332503031467,1.55121322857938,0.64415468266755,0.940307676656799,1.14588338039176,1.25619635972857,1.45807942132527,1.62019519431964,1.82229793034913,0.82136705506329,1.18172113628982,1.43488611390989,1.55824452888834,1.77699559920499,1.92864450321327,2.10336727107308,0.998662222707447,1.42261890356815,1.74278805065009,1.87536854757828,2.11261733410008,2.24348983284778,2.38163493672841,1.176,1.6515,2.04730899046023,2.20356632097999,2.45161466152163,2.55001057456639,2.64709768586967
0.0935172557204961,0.335325654236184,0.615252502918136,0.92323715889285,1.25118883965658,1.51881771726475,1.54573765257053,0.0935172557204961,0.30975008597239,0.448337402618455,0.547757237181946,0.728065601099483,0.854396751162938,1.08389122729132,0.0935172557204961,0.301213998147396,0.447495656710912,0.565640760593308,0.739731294716321,0.884352068588198,1.10524694759194,0.0608344961260342,0.365045977177876,0.486928343473616,0.598824524489961,0.776795799487934,0.937692459940623,1.14570105241657,0.137784494700243,0.462090989892364,0.550731013203026,0.672593191565185,0.847040858471831,1.00123380562901,1.20703972785427,0.301453126098656,0.594846477893696,0.683784103303483,0.806331556167802,0.955541931058802,1.11369252250169,1.31261584707692,0.479418188682177,0.790666079125085,0.879430873820295,1.02944279730809,1.1524016985963,1.30197337588008,1.50182840606126,0.657397973045068,1.02854442958342,1.13521645611718,1.32455854313882,1.43603211022268,1.58029901075352,1.76727779541938,0.835283024923869,1.27903327007866,1.41682489397819,1.62503024022752,1.75458080776063,1.88081075271939,2.04659809807178,1.01316895917601,1.53061365506019,1.71102538986374,1.94403458594281,2.08710027641673,2.18920903235076,2.32604655513897,1.191,1.7687453262009,2.00461068490516,2.27397796472824,2.41461823105908,2.49577786160352,2.59610301308683
0.0606536263984327,0.262770298406872,0.421512794505027,1.27540737035802,1.13772369390982,1.52297520547382,1.67653424439705,0.0606536263984327,0.242300941682683,0.347993721938966,0.547860049288668,0.676076569477747,0.832894032103976,1.05863298971968,0.0606536263984327,0.220610807583339,0.377397418453936,0.556230758655534,0.696580446999266,0.859155430136078,1.08734287153853,0.0498096304472032,0.282401617967441,0.439141758525369,0.593381389479542,0.742352391753659,0.907752044547004,1.12753150336946,0.151361631374074,0.392439979405841,0.525698648323316,0.664665259776433,0.833009724063213,0.984121841244754,1.18718642262128,0.329324832470835,0.558357430377947,0.67370087712585,0.793558598209433,0.965663026254313,1.11198397970319,1.29249506287998,0.507161627709937,0.769591435430959,0.907018629033306,1.00822334337928,1.17964844409652,1.33033151125093,1.50307798717448,0.684898949456684,1.00145307415414,1.17025136690467,1.2880385477504,1.46234976782853,1.60689493955098,1.77566484886678,0.862661674329459,1.24759579080963,1.45690195381847,1.60263173427861,1.77126488388355,1.90552500923038,2.06037400660936,1.04038964683337,1.4879249495726,1.75474790544939,1.92796131628787,2.09968225796429,2.20915083560525,2.34524809774547,1.218,1.72102099960056,2.05325432707265,2.25797124556408,2.43133006784972,2.50523401566081,2.61737422710988
0.147344141342996,0.264026982290787,0.85769629924522,0.668268400878012,1.17955073242819,1.52167508854195,1.57432098081659,0.147344141342996,0.249761689799979,0.391718751198311,0.518389424374385,0.678821492475826,0.838923437093381,1.07567584290789,0.142441583111363,0.230262432223028,0.418759028821943,0.552589288032435,0.696787512123019,0.883649508024965,1.09792817107581,0.11812345381202,0.2696862469924,0.462274588604928,0.601635769679471,0.745385527303738,0.936566705166402,1.13251089204943,0.178844549804757,0.374433901127507,0.548433157625046,0.681324429967026,0.821213842703342,1.01245800910282,1.18416717990055,0.337543286081499,0.537815607207433,0.7008426248179,0.811433432876112,0.931253410637076,1.1171072273576,1.27825328122552,0.513949460435835,0.731770929295883,0.927946104208906,1.00792582661315,1.13167257896431,1.32591021346974,1.46972771813309,0.69038337926597,0.947572967834363,1.19541999225409,1.27388395788593,1.43353341362969,1.61299974066618,1.72981656960541,0.86661826861789,1.19064012369274,1.48095936230816,1.57957617306665,1.76743235149357,1.92556748487161,2.00703610282425,1.0422378653879,1.43177000936055,1.78167968160927,1.89947709404703,2.11035731794284,2.23904608053708,2.28734020936152,1.218,1.6635,2.08,2.22339412619591,2.44872112268914,2.54758211826192,2.55791782134578
0.112683682299791,0.294213687876367,0.905107459512931,1.13656824931586,1.0100872166117,1.55087710447487,1.27379922140875,0.112683682299791,0.242366025433705,0.354633442073429,0.550829317993076,0.700936274841444,0.856498923528995,1.07158428936214,0.112683682299791,0.198625444509008,0.378791301473016,0.568343088380667,0.710974179725912,0.881880421217394,1.09581564447003,0.108691668873353,0.223204612169113,0.431212136245138,0.613792890923406,0.746821890160198,0.920237079631108,1.13383560895238,0.156265832066148,0.31439394343867,0.533672208886149,0.688888995469286,0.82927245556469,0.981603933107328,1.18508015941429,0.324726474122448,0.483758609691445,0.692266588765807,0.81688943253094,0.946928442506244,1.10574537970628,1.27529696398357,0.503786574012014,0.705281292778482,0.927639230223815,1.01051750491875,1.15559892786008,1.33135761787012,1.47285505510361,0.682876763010523,0.941747695595285,1.19148635137844,1.28917243925926,1.44884191309757,1.61874450651693,1.74235716430366,0.861829520775002,1.18485073750449,1.47790025331819,1.59537024886617,1.77195431500575,1.922034061658,2.02784199145541,1.04067587263377,1.42452832231569,1.77234941937114,1.91704225802552,2.10647292088936,2.22896326769089,2.30910699303335,1.2195,1.65674997246545,2.06597172369606,2.24842631300987,2.44350293179577,2.52957918417367,2.5829753800517
0.120943072632931,0.297788176250569,0.520744303767378,0.804757750372002,0.946439326363261,1.34787451545996,1.6275124416786,0.120943072632931,0.265128129317649,0.371000135857754,0.485601307021288,0.650927887212448,0.869130123928415,1.10506580170899,0.120943072632931,0.235490777647646,0.392482801201549,0.510072133140646,0.6728224211549,0.895454180304199,1.12685632017003,0.0973514570867512,0.264122036095175,0.450890007457722,0.563417190914431,0.714511008636089,0.944319028357482,1.16981779062799,0.150055438914052,0.364413345649884,0.539193777464564,0.662891849599819,0.800698436406665,1.00457569301599,1.2347281733132,0.320835479940471,0.504582391079696,0.695027762022224,0.805296953083815,0.924442347947793,1.10155547893257,1.33401515805428,0.496056828205091,0.710938608128682,0.917190087485573,1.03558762544917,1.14201523840015,1.29718566545472,1.53414508570437,0.670455826007148,0.942485983429119,1.16703394394438,1.31809901690847,1.42390895457695,1.57444907044085,1.80641593497656,0.844560004455897,1.1884022721387,1.44100822709669,1.62665278788298,1.73207035579695,1.87406590812927,2.09213018863059,1.01833522580455,1.42889484924041,1.72868879363164,1.95600075357439,2.06133733205034,2.18262593674361,2.37406274371703,1.1925,1.65935244723042,2.01934503249287,2.29349139511634,2.39488126874139,2.48381207274762,2.64390023566195
0.110716618054922,0.292476986565807,0.492927817968345,0.773133752984027,1.54830131490789,1.20650389941296,1.37906225069831,0.110716618054922,0.271228994572751,0.361668674858641,0.475286878906105,0.687637827157046,0.832339615094951,1.09808830413272,0.110716618054922,0.252469129681208,0.380912494881029,0.496610787911292,0.708648981932936,0.863414411236624,1.12338867380482,0.0878785304919914,0.311982890846793,0.428904488053711,0.548604962308007,0.749618257567976,0.918424576463593,1.15823987883333,0.131717605064328,0.400104992354772,0.513087528190611,0.636750245477485,0.81513082222464,0.994055327677021,1.213035009184,0.305590203877587,0.557774867258614,0.669329380910115,0.778405709540767,0.927549044840112,1.11859259609656,1.3225206372194,0.480712261628026,0.755067701768903,0.906185668160313,0.991418407345111,1.14094617664259,1.33809867722772,1.53301141849141,0.655871841170756,0.98677172573489,1.17601210375154,1.27874898667367,1.43041113686628,1.62195362063907,1.79819233383133,0.831178906545164,1.23459669450927,1.45976677319904,1.57726605182644,1.74749958678673,1.92307218432199,2.07951868835683,1.00639923281237,1.48159847203778,1.76530106671556,1.90385910666448,2.08215459123588,2.22933781758643,2.35884468661626,1.182,1.71430989422806,2.06892678928449,2.23602689502262,2.42049032780982,2.52606320459684,2.62785263799233
0.0544902298884539,0.312125717872617,0.352447613049804,1.23739033212628,1.13354978177222,1.4655963327728,1.31270687405303,0.0544902298884539,0.287447657419259,0.352250296154455,0.527851178952927,0.674920593957851,0.875680570953323,1.078678766678,0.0544902298884539,0.262853120150165,0.378346251734556,0.545225854175735,0.687608347571738,0.896476826543551,1.10026246991566,0.0485279455430419,0.319134986973404,0.441051710953274,0.580336821860704,0.730197128602568,0.93764187282328,1.13239894853226,0.16351028976625,0.420778001614336,0.527302039711862,0.659033587804757,0.807278784987261,0.999396662167554,1.18326943878918,0.342884311019919,0.557810307214784,0.676276634277854,0.796283032699753,0.912618524180957,1.10315598825113,1.28599006666179,0.522078441776966,0.758701781066821,0.890248599317516,1.01494666776656,1.11055115208796,1.30316553956567,1.49374346590095,0.701219965010325,0.985636422049078,1.15641607857602,1.30162448579821,1.39291775197409,1.58503676439996,1.7582131362104,0.880101357665502,1.22541167277525,1.44576722312006,1.60171969362753,1.70457014079099,1.89229588209718,2.03661756118498,1.05890080590366,1.46508924164353,1.74726301951963,1.91922301018205,2.03956789824679,2.20308415441677,2.31299808091373,1.2375,1.695,2.04776597798987,2.25163697753042,2.37565334017813,2.50442621439562,2.57790613034055
0.141989080209372,0.265760186402055,1.16699106487102,0.8917858500061,1.1015186651489,1.51743569686329,1.59737022347308,0.141989080209372,0.235967290741498,0.359875192291614,0.519938630901144,0.644982439312675,0.851801388277924,1.04846912169847,0.141989080209372,0.223566674837652,0.372044453850721,0.549527118406688,0.656477526355366,0.884480045561588,1.07485800587423,0.141989080209372,0.279363311394916,0.420379283812599,0.602661429747649,0.707581476040503,0.936594805994153,1.1184151570478,0.173004072982974,0.383367496470926,0.505344115402824,0.684231244333801,0.798257682079569,1.00051581484574,1.1808363180214,0.34525686443689,0.546685121289235,0.630847888721244,0.829465984520364,0.920773406712229,1.10458195980018,1.28517704286214,0.526410888502835,0.759966160879822,0.841294928735351,1.05067918281652,1.13312045105951,1.31626607848597,1.49930589381513,0.706844333748954,0.998285201035829,1.1068264970406,1.3454923799289,1.41981074744813,1.60294715945762,1.77655926516278,0.887103349066231,1.24407783122467,1.39347279008817,1.65746038594369,1.73302742040229,1.91212041489032,2.06081074905573,1.06745933824141,1.48820126633616,1.69115666397577,1.98048322111241,2.06514378074827,2.22752332394051,2.34396661010855,1.248,1.7175,1.9855,2.31378055384079,2.39751114369378,2.53648695184364,2.61770601727995
0.0769415330006295,0.298562475172248,0.358824979863159,0.776673661227351,1.14635241754587,1.3858717148167,1.49858039621392,0.0769415330006295,0.255772233750887,0.343008615265531,0.504038030437342,0.664649159460664,0.860724080651589,1.09374319081297,0.0769415330006295,0.229035300523149,0.369258884234821,0.525979263326284,0.686555871038581,0.888175052693658,1.12702344228191,0.0513967715635361,0.285793923959973,0.421354723304477,0.570113900150831,0.739507363376727,0.940543487130931,1.17903500383209,0.144632206537054,0.390255131566955,0.502158146358974,0.648571287391719,0.8187294923024,1.01604096370547,1.24617218574053,0.320402492324423,0.548547260060629,0.649685940863921,0.798737141120591,0.925411780061255,1.13222863106016,1.35019662163533,0.494966253668325,0.761401194014912,0.871836792948454,1.02433941820489,1.12004589764373,1.36978934727523,1.54762033708886,0.670404016031833,0.992371253356365,1.13299784015108,1.30467623454147,1.39749684399232,1.66398827456668,1.81821034017735,0.845725464542251,1.23445203655475,1.41575410030672,1.59800732249962,1.70677865940129,1.96556031758278,2.1009718854399,1.02129939050083,1.47512119465575,1.71729126641779,1.9071725337109,2.03180527596505,2.27500601385083,2.38241403506923,1.197,1.7015,2.01539064991878,2.23993033886089,2.36260003118184,2.57630187742004,2.64936005615986
