"","code_arret_theo","libelle_arret_theo2","code_ligne_theo","direction_voy_theo","sequence_theo","montees","descentes"
"405","SAUVA_N","Lac Sauvabelin",16,"A",22,7381.3223,42312.65
"406","CASC_N ","Cascades",16,"A",23,7559.5234,37907.516
"407","LIBEL_E","Libellules",16,"A",24,1360.2642,37859.633
"408","GVENN_O","Grand Vennes",16,"A",25,0,66349.07
"409","GVENN_O","Grand Vennes",16,"R",1,70911.766,0
"410","LIBEL_O","Libellules",16,"R",2,43371.72,1019.9407
"411","CASC_S ","Cascades",16,"R",3,38404.88,3980.0833
"412","SAUVA_S","Lac Sauvabelin",16,"R",4,31436.932,12061.719
"413","CHOCO_S","Chocolatière",16,"R",5,1560.7109,276.8542
"414","SIGNA_S","Signal",16,"R",6,23254.746,4223.0933
"415","LISIE_S","Lisière",16,"R",7,20518.586,6292.908
"416","HERMI_S","Hermitage",16,"R",8,41461.42,9128.021
"417","VMOUL_S","Vieux-Moulin",16,"R",9,47084.023,20572.205
"418","GBORD_S","Grande-Borde",16,"R",10,50110.035,9249.848
"419","MEMIS_S","Mémise",16,"R",11,22490.602,15818.296
"420","TNEL_S ","Tunnel",16,"R",12,13514.035,39617.87
"421","VIRET_S","Pierre Viret",16,"R",13,5562.6743,31318.367
"422","PBESS_S","Pont Bessières",16,"R",14,9436.046,77215.89
"423","SF_O   ","St-François",16,"R",15,84402.26,73212.086
"424","B-AIR_O","Bel-Air",16,"R",16,115602.11,38277.793
"425","CH_O   ","Chauderon",16,"R",17,111175.52,47051.254
"426","TIVOL_O","Tivoli",16,"R",18,26508.137,34239.58
"427","BLVDR_O","Belvédère",16,"R",19,11819.2,51391.98
"428","MTELY_O","Montelly",16,"R",20,8970.459,81419.8
"429","COTAG_O","Cottages",16,"R",21,5477.191,62185.406
"430","PROVS_O","Provence sud",16,"R",22,4783.6055,62537.156
"431","VJEUN_N","Vallée de la Jeunesse",16,"R",23,1180.8308,29660.9
"432","PROVN_O","Provence nord",16,"R",24,0,77071.13
"433","GTE_B  ","Georgette",17,"A",1,19132.639,0
"434","GTE_N  ","Georgette",17,"A",2,148419.97,1667.1107
"435","SF_O   ","St-François",17,"A",3,404389.25,31826.488
"436","B-AIR_O","Bel-Air",17,"A",4,622584.06,47099.523
"437","CH_O   ","Chauderon",17,"A",5,410872.3,63754.61
"438","BOST_O ","Boston",17,"A",6,115572.945,38642.883
"439","RECOR_O","Recordon",17,"A",7,76842.43,140347.4
"440","PRELA_O","Prélaz",17,"A",8,115305.28,314249.16
"441","PZROS_O","Prélaz-les-Roses",17,"A",9,54066.027,132591.53
"442","GALIC_O","Galicien",17,"A",11,95692.78,237351.6
"443","PERRL_O","Perrelet",17,"A",13,107902.734,75398.88
"444","R-VIL_O","Renens-Village",17,"A",14,45933.234,152300.8
"445","SEGLI_O","Sous l'Eglise",17,"A",15,34366.973,92564.93
"446","R-HV_O ","Hôtel-de-Ville",17,"A",16,31679.24,58046.15
"447","AVNIR_O","Avenir",17,"A",17,13980.565,201629.31
"448","R-14A_O","Renens-14 Avril",17,"A",18,175567.06,284872.72
"449","JURA_N ","Jura",17,"A",20,5633.358,35049.426
"450","ZING_O ","Zinguerie",17,"A",21,11175.025,92611.18
"451","ARC-C_O","Arc-en-Ciel",17,"A",22,5786.4834,75507.266
"452","CPLAN_N","Croix-de-Plan",17,"A",24,3537.0684,139244.19
"453","BUYE_N ","Buyère",17,"A",25,2709.8704,25628.8
"454","COCAG_E","Cocagne",17,"A",26,1107.4923,86546.82
"455","RENTE_E","Rente",17,"A",27,297.2694,8944.308
"456","CPEAG_B","Croix-Péage",17,"A",28,0,69024.93
"457","CPEAG_B","Croix-Péage",17,"R",1,66955.66,0
"458","RENTE_O","Rente",17,"R",2,5371.6553,684.9202
"459","COCAG_O","Cocagne",17,"R",3,67837.42,1541.8535
"460","BUYE_S ","Buyère",17,"R",4,27019.025,2256.4126
"461","CPLAN_S","Croix-de-Plan",17,"R",5,125154.7,4005.7095
"462","ARC-C_E","Arc-en-Ciel",17,"R",7,87505.33,5940.1006
"463","ZING_E ","Zinguerie",17,"R",8,93385.19,7751.498
"464","JURA_E ","Jura",17,"R",9,33656.125,8726.158
"465","RCFFN_E","Renens-Gare nord",17,"R",11,239192.69,173884.58
"466","1-AOU_E","1er Août",17,"R",12,360001.56,21262.574
"467","R-HV_S ","Hôtel-de-Ville",17,"R",13,50225.28,14836.865
"468","SEGLI_E","Sous l'Eglise",17,"R",14,110612.766,43169.03
"469","R-VIL_E","Renens-Village",17,"R",15,159586.39,64829.062
"470","PERRL_E","Perrelet",17,"R",16,122369.46,134325.78
"471","GALIC_E","Galicien",17,"R",19,246002.47,80723.47
"472","PZROS_E","Prélaz-les-Roses",17,"R",20,135445.62,53282.742
"473","PRELA_E","Prélaz",17,"R",21,346384.88,140540.84
"474","RECOR_E","Recordon",17,"R",22,154590.16,85876.414
"475","BOST_E ","Boston",17,"R",23,26276.016,201846.64
"476","CH_E   ","Chauderon",17,"R",24,97880.17,419099.6
"477","B-AIR_C","Bel-Air",17,"R",25,78761.37,673392.9
"478","SF_P   ","St-François",17,"R",26,24290.014,404553.94
"479","GTE_E  ","Georgette",17,"R",27,1848.7225,133777.02
"480","GTE_B  ","Georgette",17,"R",28,0,26397.367
"481","FLON_O ","Lausanne-Flon",18,"A",1,1102765.9,0
"482","PFRAN_O","Port-Franc",18,"A",2,229753.25,33257.78
"483","EPSIC_O","EPSIC",18,"A",3,35764.953,107301.66
"484","ECMET_O","Ecole des Métiers",18,"A",4,62100.758,208533.7
"485","CRARD_O","Couchirard",18,"A",5,69884.984,230983.5
"486","PZROS_O","Prélaz-les-Roses",18,"A",6,32715.328,111058.516
"487","GALIC_O","Galicien",18,"A",8,105508.83,184864.56
"488","PERRL_N","Perrelet",18,"A",10,44658.71,70397.836
"489","FLORI_O","Florissant",18,"A",11,16608.377,146636.5
"490","BROYE_O","Broye",18,"A",12,9001.158,76433.195
"491","BDESS_M","Bourg-Dessus",18,"A",13,8716.252,94062.14
"492","BGNON_O","Bugnon",18,"A",14,29738.775,33723.68
"493","SURLC_O","Sur-la-Croix",18,"A",15,3658.413,41588.99
"494","BAUM_N ","Baumettes",18,"A",16,5698.3154,89345.53
"495","GENOU_O","Bois-Genoud",18,"A",18,3363.953,51680.25
"496","BRE_N  ","Bré",18,"A",19,2153.0005,66094.33
"497","CRISS_N","Crissier, centre",18,"A",20,1076.0414,69126.61
"498","TIMON_T","Crissier, Timonet",18,"A",21,0,148077.27
"499","TIMON_T","Crissier, Timonet",18,"R",1,122192.48,0
"500","TIMON_E","Crissier, Timonet",18,"R",2,19568.951,905.50867
"501","CRISS_S","Crissier, centre",18,"R",3,64315.4,1865.3003
"502","BRE_S  ","Bré",18,"R",4,68414.64,6680.548
"503","GENOU_E","Bois-Genoud",18,"R",6,53212.855,9199.55
"504","BAUM_S ","Baumettes",18,"R",7,78334.375,7201.1045
"505","SURLC_E","Sur-la-Croix",18,"R",8,33467.984,2958.8628
"506","BGNON_E","Bugnon",18,"R",9,29622.367,32125.266
"507","BDESS_D","Bourg-Dessus",18,"R",10,72725.375,8262.469
"508","BROYE_E","Broye",18,"R",11,70109.695,8682.897
"509","FLORI_E","Florissant",18,"R",12,135026.77,20860.598
"510","PERRL_E","Perrelet",18,"R",13,88783.89,39922.914
"511","GALIC_E","Galicien",18,"R",16,172535.17,79786.555
"512","PZROS_E","Prélaz-les-Roses",18,"R",17,100634.5,30670.496
"513","CRARD_E","Couchirard",18,"R",18,238117.78,63873.73
"514","ECMET_E","Ecole des Métiers",18,"R",19,234404.95,59777.98
"515","EPSIC_E","EPSIC",18,"R",20,91075.69,36141.8
"516","PFRAN_E","Port-Franc",18,"R",21,24636.34,276845.53
"517","FLON_E ","Lausanne-Flon",18,"R",22,9846.514,308879.25
"518","FLON_O ","Lausanne-Flon",18,"R",23,0,711505.56
"519","CH_B   ","Chauderon",19,"A",1,212289.52,0
"520","CH_O   ","Chauderon",19,"A",2,157230.45,2276.2217
"521","BOST_O ","Boston",19,"A",3,57993.734,6587.111
"522","RECOR_O","Recordon",19,"A",4,34674.867,41747.258
"523","PRELA_O","Prélaz",19,"A",5,54020.28,109705.14
"524","PZROS_O","Prélaz-les-Roses",19,"A",6,21936.346,44986.957
"525","GALIC_O","Galicien",19,"A",8,41830.395,79170.12
"526","PERRL_O","Perrelet",19,"A",10,49321.18,27802.73
"527","R-VIL_O","Renens-Village",19,"A",11,21896.482,53976.438
"528","SEGLI_O","Sous l'Eglise",19,"A",12,16547.54,32844.945
"529","R-HV_O ","Hôtel-de-Ville",19,"A",13,13631.192,21004.379
"530","AVNIR_O","Avenir",19,"A",14,4021.4902,84424.36
"531","R-14A_E","Renens-14 Avril",19,"A",15,0,180867.94
"532","R-14A_E","Renens-14 Avril",19,"R",1,79783.5,0
"533","RCFFN_E","Renens-Gare nord",19,"R",2,88376.59,6898.623
"534","1-AOU_E","1er Août",19,"R",3,147354.64,5708.086
"535","R-HV_S ","Hôtel-de-Ville",19,"R",4,19269.324,5449.786
"536","SEGLI_E","Sous l'Eglise",19,"R",5,42954.223,20378.63
"537","R-VIL_E","Renens-Village",19,"R",6,58790.7,31859.404
"538","PERRL_E","Perrelet",19,"R",7,41558.445,60605.215
"539","GALIC_E","Galicien",19,"R",10,92594.46,33781.863
"540","PZROS_E","Prélaz-les-Roses",19,"R",11,48585.29,21282.082
"541","PRELA_E","Prélaz",19,"R",12,132090.27,61399.137
"542","RECOR_E","Recordon",19,"R",13,52757.914,38826.445
"543","BOST_E ","Boston",19,"R",14,4379.8916,108839.96
"544","CH_N   ","Chauderon",19,"R",15,6037.947,295990.72
"545","ALE_O  ","Chauderon-Ale",19,"R",16,4608.9087,99843.86
"546","CH_B   ","Chauderon",19,"R",17,0,28278.691
"547","GARE_B ","Lausanne-Gare",21,"A",1,1014689.4,0
"548","VLARD_O","Villard",21,"A",2,35283.758,36930.355
"549","CECIL_N","Cécil",21,"A",3,115438.27,131041.21
"550","CH_N   ","Chauderon",21,"A",4,329839.78,348286.66
"551","SROCH_N","St-Roch",21,"A",5,45873.117,99453.83
"552","BLIJO_O","Beaulieu-Jomini",21,"A",6,62091.867,110365.22
"553","BLIEU_O","Beaulieu",21,"A",7,55086.664,117122.45
"554","PRBYT_O","Presbytère",21,"A",8,17694.656,124718.516
"555","BERG_O ","Bergières",21,"A",9,190379.34,187741.11
"556","BOISY_N","Boisy",21,"A",10,32831.21,115464.91
"557","BSITE_N","Beau-Site",21,"A",11,7965.9043,128446.016
"558","GRATT_N","Grattapaille",21,"A",12,14569.626,188712.27
"559","BOSON_M","Bossons",21,"A",13,5383.4585,74973.95
"560","BLECH_N","Blécherette",21,"A",14,0,264593.06
"561","BLECH_N","Blécherette",21,"R",1,233234.44,0
"562","BOSON_D","Bossons",21,"R",2,60537.734,8814.249
"563","GRATT_S","Grattapaille",21,"R",3,126358.516,14320.015
"564","BSITE_D","Beau-Site",21,"R",4,110398.66,27714.855
"565","BOISY_E","Boisy",21,"R",5,91316.35,26287.287
"566","BERG_E ","Bergières",21,"R",6,125309.984,58274.49
"567","PRBYT_E","Presbytère",21,"R",7,84417.16,21638.56
"568","BLIEU_E","Beaulieu",21,"R",8,65374.133,52273.6
"569","BLIJO_E","Beaulieu-Jomini",21,"R",9,41562.305,47103.38
"570","SROCH_S","St-Roch",21,"R",10,107318.555,80774.19
"571","PT-CH_S","Pont Chauderon",21,"R",11,264492.38,183593.53
"572","CECIL_S","Cécil",21,"R",12,94729.6,79137.53
"573","VLARD_E","Villard",21,"R",13,7972.2646,43481.723
"574","GARE_B ","Lausanne-Gare",21,"R",14,0,771293.8
"575","FLON_N ","Lausanne-Flon",22,"A",1,656178.9,0
"576","ROTIL_N","Rôtillon",22,"A",2,135884.12,13146.279
"577","BESS_M ","Bessières",22,"A",3,250892.84,62572.164
"578","NORD_O ","Place du Nord",22,"A",4,46710.09,185562.47
"579","TNEL_N ","Tunnel",22,"A",5,59804.227,37612.926
"580","MEMIS_N","Mémise",22,"A",6,56597.758,48773.766
"581","GBORD_N","Grande-Borde",22,"A",7,49594.273,117397.89
"582","VMOUL_M","Vieux-Moulin",22,"A",8,32906.95,104130.875
"583","ROUVR_N","Rouvraie",22,"A",9,36232.4,92836.33
"584","MOTTE_N","Motte",22,"A",10,17705.084,75244.42
"585","FORET_N","Forêt",22,"A",11,74329.34,213106.88
"586","BELVO_M","Bellevaux",22,"A",12,21881.38,113965.57
"587","PAVEM_N","Pavement",22,"A",13,1801.2396,37966.39
"588","PIECE_E","Piécettes",22,"A",14,1147.4514,55626.023
"589","CLOCH_B","Clochatte",22,"A",15,0,283722.94
"590","CLOCH_B","Clochatte",22,"R",1,278967.5,0
"591","PIECE_O","Piécettes",22,"R",2,38617.785,2296.158
"592","PAVEM_S","Pavement",22,"R",3,20100.707,1638.3127
"593","BELVO_D","Bellevaux",22,"R",4,104241.484,45815.477
"594","FORET_S","Forêt",22,"R",5,176480.14,34311.58
"595","MOTTE_S","Motte",22,"R",6,107040.18,32624.172
"596","VMOUL_S","Vieux-Moulin",22,"R",7,93134.516,31623.473
"597","GBORD_S","Grande-Borde",22,"R",8,103809.26,32718.016
"598","MEMIS_S","Mémise",22,"R",9,47628.406,35456.68
"599","TNEL_S ","Tunnel",22,"R",10,20496.805,107973.97
"600","NORD_S ","Place du Nord",22,"R",11,112224.41,47255.09
"601","BESS_D ","Bessières",22,"R",12,29198.217,198703.22
"602","ROTIL_S","Rôtillon",22,"R",13,3858.1663,78536.375
"603","FLON_S ","Lausanne-Flon",22,"R",14,15778.834,466232.47
"604","FLON_N ","Lausanne-Flon",22,"R",15,0,36391.848
"605","BO_T   ","DEPOT Borde",23,"A",1,4637.3184,0
"606","ROUVR_N","Rouvraie",23,"A",2,13318.635,182.26347
"607","MOTTE_N","Motte",23,"A",3,2674.5356,1019.3508
"608","FORET_N","Forêt",23,"A",4,47349.06,3682.607
"609","ENBOI_O","Entre-Bois",23,"A",5,2581.648,6791.624
"610","MAIFR_E","Maillefer",23,"A",7,0,62182.43
"611","MAIFR_E","Maillefer",23,"R",1,80141.75,0
"612","ENBOI_E","Entre-Bois",23,"R",2,8856.132,1837.3748
"613","FORET_S","Forêt",23,"R",4,1941.4907,35982.05
"614","MOTTE_S","Motte",23,"R",5,275.21838,12510.158
"615","BO_T   ","DEPOT Borde",23,"R",6,0,3531.54
"616","BNETT_B","Bourdonnette",24,"A",1,51222.047,0
"617","ULAC_E ","Sports UNIL-EPFL",24,"A",2,16748.102,2718.3591
"618","PBOU_E ","Parc Bourget",24,"A",3,13157.147,6273.207
"619","SCIO_E ","Siège du CIO",24,"A",4,33335.535,5821.7295
"620","SCBT_E ","Stade de Coubertin",24,"A",5,12613.615,4569.2085
"621","VYPO_E ","Vidy-Port",24,"A",6,6697.0293,6853.2466
"622","TVIDY_E","Théâtre de Vidy",24,"A",7,20854.28,7495.087
"623","BVE_E  ","Bellerive",24,"A",8,13695.724,16924.705
"624","PECH_E ","Pêcheurs",24,"A",9,6314.3687,5777.1846
"625","OUCHY_E","Ouchy-Olympique",24,"A",10,11139.801,102533.06
"626","PMOL_E ","Parc Musée Olympique",24,"A",11,952.15686,5282.448
"627","THLA_T ","Tour Haldimand-Lac",24,"A",12,0,21419.885
"628","THLA_T ","Tour Haldimand-Lac",24,"R",1,24594.152,0
"629","PMOL_O ","Parc Musée Olympique",24,"R",2,5154.765,378.2257
"630","OUCHY_O","Ouchy-Olympique",24,"R",3,85050.5,15258.104
"631","PECH_O ","Pêcheurs",24,"R",4,7816.5244,4331.58
"632","BVE_O  ","Bellerive",24,"R",5,19345.75,12401.659
"633","TVIDY_O","Théâtre de Vidy",24,"R",6,6041.0737,18271.729
"634","VYPO_O ","Vidy-Port",24,"R",7,5284.013,8413.849
"635","SCBT_O ","Stade de Coubertin",24,"R",8,4484.4917,9048.26
"636","SCIO_O ","Siège du CIO",24,"R",9,5226.539,25502.46
"637","PBOU_O ","Parc Bourget",24,"R",10,6149.4346,11663.795
"638","ULAC_O ","Sports UNIL-EPFL",24,"R",11,2661.7034,15899.748
"639","BNETT_B","Bourdonnette",24,"R",12,0,50639.453
"640","GLYCI_B","Glycines",25,"A",1,77340.47,0
"641","RCFFS_E","Renens-Gare sud",25,"A",5,382214.38,8484.516
"642","CENSU_E","Censuy",25,"A",6,76215.61,93359.94
"643","R-PIS_S","Renens, Piscine",25,"A",7,62904.773,59534.65
"644","DOLE_E ","Dorigny-Léman",25,"A",9,16366.786,7534.8975
"645","BNEN_E ","Bourdonnette nord",25,"A",11,146675.97,85925.47
"646","SABL_E ","Sablons",25,"A",12,93909.82,57617.492
"647","BOISV_E","Bois de Vaux",25,"A",13,151016.2,68332.516
"648","MALF_M ","Maladière-Figuiers",25,"A",14,38117.293,53779.055
"649","FIGUI_M","Figuiers",25,"A",15,20487.93,36145.223
"650","BATEL_E","Batelière",25,"A",16,69897.93,66836.18
"651","RTCOU_E","Riant-Cour",25,"A",17,56896.887,67236.11
"652","CEDRE_E","Cèdres",25,"A",18,64410.85,51464.906
"653","BGARD_E","Beauregard",25,"A",19,50384.848,58079.133
"654","DLICE_E","Délices",25,"A",20,162590.19,328893.2
"655","ELYSE_E","Elysée",25,"A",21,34260.406,71866.875
"656","MUSEO_O","Musée Olympique",25,"A",22,8825.303,49334.383
"657","MTSI_E ","Montchoisi",25,"A",23,44776.95,105969.68
"658","METAI_E","Métairie",25,"A",25,12989.367,17625.004
"659","PPTAY_E","Pierraz-Portay",25,"A",26,11707.579,42991.1
"660","RAMUZ_E","C. F. Ramuz",25,"A",27,18884.467,51866.484
"661","JOLTT_E","Joliette",25,"A",28,4977.906,37868.89
"662","PLY-G_2","Pully, gare",25,"A",31,0,77678.82
"663","PLY-G_2","Pully, gare",25,"R",1,169924.56,0
"664","PREAU_O","Préau",25,"R",2,21722.838,941.0354
"665","JOLTT_O","Joliette",25,"R",3,38961.93,4590.1504
"666","RAMUZ_O","C. F. Ramuz",25,"R",4,58793.555,15904.48
"667","PPTAY_O","Pierraz-Portay",25,"R",5,50468.53,11633.505
"668","METAI_O","Métairie",25,"R",6,27799.105,10122.568
"669","MTSI_S ","Montchoisi",25,"R",8,104637.59,33336.914
"670","MUSEO_S","Musée Olympique",25,"R",9,65029,7370.8604
"671","ELYSE_O","Elysée",25,"R",10,51887.367,30761.477
"672","DLICE_O","Délices",25,"R",11,243487.31,196254
"673","BGARD_S","Beauregard",25,"R",12,67804.31,41551.305
"674","CEDRE_O","Cèdres",25,"R",13,59122.62,54474.44
"675","RTCOU_O","Riant-Cour",25,"R",14,67219.26,43700.367
"676","BATEL_O","Batelière",25,"R",15,56670.28,64338.95
"677","FIGUI_D","Figuiers",25,"R",16,41667.53,27388.09
"678","MALF_D ","Maladière-Figuiers",25,"R",17,64889.953,32410.889
"679","BOISV_O","Bois de Vaux",25,"R",18,71345.734,136003.48
"680","SABL_O ","Sablons",25,"R",19,40298.117,68914.09
"681","BNEN_O ","Bourdonnette nord",25,"R",20,84074.75,169693.44
"682","DOLE_O ","Dorigny-Léman",25,"R",22,4791.6143,31885.586
"683","R-PIS_N","Renens, Piscine",25,"R",24,23389.123,76051.95
"684","CENSU_O","Censuy",25,"R",25,74881.016,63568.85
"685","RCFFS_O","Renens-Gare sud",25,"R",26,14141.227,311283.38
"686","GLYCI_B","Glycines",25,"R",28,0,71086.76
"687","SPAUL_A","St-Paul",29,"A",1,18719.8,0
"688","BOST_S ","Boston",29,"A",2,923.39966,1653.251
"689","CH_E   ","Chauderon",29,"A",3,771.5995,3245.102
"690","B-AIR_C","Bel-Air",29,"A",4,448.84955,8345.401
"691","SF_P   ","St-François",29,"A",5,0,7619.9014
"692","VENOS_E","Venoge sud",31,"A",1,71980.25,0
"693","LVIAU_E","Laviau",31,"A",2,19421.729,695.875
"694","CHTRE_E","Chantres",31,"A",3,14194.764,865.9517
"695","SSULP_E","St-Sulpice VD, centre",31,"A",4,34344.688,3915.0042
"696","BOCHT_N","Bochet",31,"A",5,28673.377,4822.27
"697","RUSEL_E","Russel",31,"A",6,33338.477,6600.4863
"698","PAQUE_E","Pâqueret",31,"A",7,22904.387,9953.615
"699","ARGAN_N","Argand",31,"A",9,20028.568,22493.523
"700","SORGE_E","UNIL-Sorge",31,"A",10,13756.422,62785.117
"701","MOULN_O","Mouline",31,"A",12,1027.6802,7256.427
"702","BRGES_O","Berges",31,"A",13,62835.008,16445.016
"703","CHAVP_B","Chavannes-R., Plaine",31,"A",14,53413.64,10842.758
"704","CHAVC_N","Chavannes-R., Cèdres",31,"A",15,340.67682,154.89104
"705","CONCO_N","Concorde",31,"A",16,4862.4062,15269.416
"706","PLANT_O","Planta",31,"A",17,19129.11,43369.79
"707","GLYCI_E","Glycines",31,"A",20,1481.964,20005.844
"708","RCFFS_E","Renens-Gare sud",31,"A",22,2435.2869,155164
"709","RCFFS_B","Renens-Gare sud",31,"A",23,0,23528.488
"710","RCFFS_B","Renens-Gare sud",31,"R",1,128182.54,0
"711","RCFFS_O","Renens-Gare sud",31,"R",2,98335.734,1429.5107
"712","GLYCI_O","Glycines",31,"R",4,19631.623,2782.8228
"713","PLANT_E","Planta",31,"R",7,33719.152,17143.383
"714","CONCO_E","Concorde",31,"R",8,14980.807,5477.927
"715","CHAVC_S","Chavannes-R., Cèdres",31,"R",9,1054.7021,415.1503
"716","CHAVP_D","Chavannes-R., Plaine",31,"R",10,16521.66,63414.9
"717","BRGES_E","Berges",31,"R",11,10370.819,26828.988
"718","MOULN_E","Mouline",31,"R",12,7859.5645,42046.766
"719","SORGE_O","UNIL-Sorge",31,"R",14,46820.46,22182.375
"720","ARGAN_S","Argand",31,"R",15,21428.459,33798.11
"721","PAQUE_O","Pâqueret",31,"R",17,6983.911,20348.318
"722","RUSEL_O","Russel",31,"R",18,5215.6455,32596.75
"723","BOCHT_S","Bochet",31,"R",19,3455.9233,25579.902
"724","SSULP_O","St-Sulpice VD, centre",31,"R",20,3177.6099,33875.95
"725","CHTRE_O","Chantres",31,"R",21,1001.8202,12793.566
"726","LVIAU_O","Laviau",31,"R",22,491.35114,19566.297
"727","VENOS_O","Venoge sud",31,"R",23,627.04083,50071.617
"728","VENOS_E","Venoge sud",31,"R",24,0,9506.676
"729","GALIC_M","Galicien",32,"A",1,108857.234,0
"730","MLEYO_O","Malley-Ouest",32,"A",5,91444.33,4383.115
"731","LONGE_O","Longemalle",32,"A",6,19550.262,17358.406
"732","LAC_O  ","Rue du Lac",32,"A",7,25466.895,40174.727
"733","CHENE_O","Chêne",32,"A",8,28291.996,22946.99
"734","CDRY_S ","Caudray",32,"A",9,40928.816,30937.965
"735","CENSU_O","Censuy",32,"A",10,39171.36,24484.285
"736","PREFY_O","Préfaully",32,"A",12,18381.135,40266.89
"737","PLANT_O","Planta",32,"A",14,22130.322,15587.18
"738","GLYCI_E","Glycines",32,"A",17,6307.173,11941.713
"739","RCFFS_E","Renens-Gare sud",32,"A",19,90295.49,65496.16
"740","1-AOU_O","1er Août",32,"A",20,7422.896,39060.438
"741","RCFFN_N","Renens-Gare nord",32,"A",21,109781.68,25084.438
"742","R-14A_N","Renens-14 Avril",32,"A",23,33131.7,19239.27
"743","NOUTE_N","Noutes",32,"A",24,14981.143,67687.31
"744","SCIE_N ","Scierie",32,"A",25,4462.18,31836.69
"745","BRE_N  ","Bré",32,"A",26,1769.1842,29183.033
"746","CRISS_N","Crissier, centre",32,"A",27,3305.9404,44986.625
"747","TIMON_O","Crissier, Timonet",32,"A",28,8277.515,38432.61
"748","CPEAG_M","Croix-Péage",32,"A",29,1746.2893,12246.756
"749","COLIC_N","Villars-Ste-Croix, Colice",32,"A",31,492.47656,5895.5674
"750","SANSY_O","Villars-Ste-Croix, Sansy",32,"A",32,2191.7302,9920.411
"751","VSTCX_O","Villars-Ste-Croix, Village",32,"A",33,1644.625,13063.74
"752","FARA_B ","Mex VD, Faraz",32,"A",36,0,41453.086
"753","FARA_B ","Mex VD, Faraz",32,"R",1,38846.176,0
"754","ENCOU_S","Villars-Ste-Croix, En Coulaye",32,"R",4,24438.816,1058.6038
"755","CPEAG_E","Croix-Péage",32,"R",5,8899.148,1442.7881
"756","TIMON_E","Crissier, Timonet",32,"R",7,31235.906,5536.2134
"757","CRISS_S","Crissier, centre",32,"R",8,39243.977,4254.1357
"758","BRE_S  ","Bré",32,"R",9,27916.307,2847.9858
"759","SCIE_S ","Scierie",32,"R",10,25466.186,2900.121
"760","NOUTE_S","Noutes",32,"R",11,47198.453,11241.023
"761","R-14A_S","Renens-14 Avril",32,"R",13,13712.852,46226.195
"762","RCFFN_E","Renens-Gare nord",32,"R",14,33217.562,84211.76
"763","1-AOU_S","1er Août",32,"R",15,7942.289,6971.0205
"764","RCFFS_O","Renens-Gare sud",32,"R",16,65302.02,49497.98
"765","GLYCI_O","Glycines",32,"R",18,6723.5176,7029.8076
"766","PLANT_E","Planta",32,"R",21,15546.064,20765.793
"767","CONCO_E","Concorde",32,"R",22,7464.4795,8825.384
"768","PREFY_E","Préfaully",32,"R",23,41039.14,22964.795
"769","CENSU_E","Censuy",32,"R",25,24936.168,23764.445
"770","CDRY_N ","Caudray",32,"R",26,25794.34,28715.992
"771","CHENE_E","Chêne",32,"R",27,21796.201,18591.945
"772","LAC_E  ","Rue du Lac",32,"R",28,38079.938,28868.955
"773","LONGE_E","Longemalle",32,"R",29,14896.074,22634.988
"774","MLEYN_N","Malley-Nord",32,"R",32,7713.025,103116.266
"775","GALIC_N","Galicien",32,"R",35,738.27246,41714.21
"776","GALIC_M","Galicien",32,"R",36,0,39538.152
"777","VENON_N","Venoge nord",33,"A",1,58885.15,0
"778","CHPCU_N","Champs-Courbes",33,"A",3,31470.125,2838.204
"779","MTNY_N ","Montaney",33,"A",4,20800.96,1590.4022
"780","RENGE_N","Renges",33,"A",5,10718.426,1544.8021
"781","ENJAL_N","En Enjalin",33,"A",6,19911.217,2618.2563
"782","PERET_E","Perrettes",33,"A",7,16425.402,1505.252
"783","VLARS_N","Villars",33,"A",8,58602.35,6635.1387
"784","PONTE_N","Pontet",33,"A",9,16922.445,27548.52
"785","VEILL_N","Veilloud",33,"A",10,24044.605,15928.599
"786","STAND_N","Stand",33,"A",11,30343.875,6788.941
"787","PSPOR_N","Place de Sport",33,"A",12,36385.92,8990.731
"788","CROSE_N","Croset",33,"A",13,83501.36,19233.863
"789","PARC_N ","Parc",33,"A",14,49290.188,9312.634
"790","SUCHF_N","Suchet-Forêt",33,"A",15,36814.65,28983.98
"791","EPNEX_E","Epenex",33,"A",16,11597.929,16168.248
"792","RCFFS_Y","Renens-Gare sud",33,"A",19,6908.7334,123540.64
"793","RCFFS_E","Renens-Gare sud",33,"A",20,191993.06,108746.91
"794","CENSU_E","Censuy",33,"A",21,44714.94,47425.086
"795","CDRY_N ","Caudray",33,"A",22,41031.12,43962.066
"796","CHENE_E","Chêne",33,"A",23,29613.867,32176.371
"797","LAC_E  ","Rue du Lac",33,"A",24,50303.914,47991.844
"798","LONGE_E","Longemalle",33,"A",25,21360.758,29242.123
"799","MLEYN_N","Malley-Nord",33,"A",28,67920.47,102248.44
"800","GALIC_N","Galicien",33,"A",31,81468.32,64094.344
"801","FLUM_N ","Flumeaux",33,"A",32,31418.986,17561.861
"802","GVIGN_N","Grand Vigne",33,"A",33,24187.42,32537.77
"803","PRY-C_N","Prilly, Centre",33,"A",34,76079.95,131948.94
"804","CHASS_N","Prilly-Chasseur",33,"A",35,3466.3533,62888.65
"805","CDRAI_S","Coudraie",33,"A",36,1202.0007,74094.14
"806","MGOUL_B","Mont-Goulin",33,"A",37,0,109237.766
"807","MGOUL_B","Mont-Goulin",33,"R",1,84084.445,0
