"","code_ligne_theo","direction_voy_theo","code_arret_theo","libelle_arret_theo2","sequence_theo","montees","descentes","geom_arret","lon","lat","code_arret_suiv_theo","mean_travel_time","mean_waiting_time","id"
"767",32,"A","R-14A_N","Renens-14 Avril",23,33131.715,19239.252,"c(6.57971286773682, 46.5407524108887)",6.57971286773682,46.5407524108887,"NOUTE_N",65.3044405302679,18.2089089,"32_A_R-14A_N"
"768",32,"A","NOUTE_N","Noutes",24,14981.135,67687.34,"c(6.57946920394897, 46.543815612793)",6.57946920394897,46.543815612793,"SCIE_N",55.6074723033421,27.736442,"32_A_NOUTE_N"
"769",32,"A","SCIE_N","Scierie",25,4462.175,31836.691,"c(6.57925701141357, 46.5473213195801)",6.57925701141357,46.5473213195801,"BRE_N",67.1061135167854,21.6591573,"32_A_SCIE_N"
"770",32,"A","BRE_N","Bré",26,1769.1833,29183.043,"c(6.57925891876221, 46.5504913330078)",6.57925891876221,46.5504913330078,"CRISS_N",72.7946029082774,23.470643,"32_A_BRE_N"
"771",32,"A","CRISS_N","Crissier, centre",27,3305.9404,44986.67,"c(6.57701683044434, 46.5536956787109)",6.57701683044434,46.5536956787109,"TIMON_O",62.2001187256777,24.6581842,"32_A_CRISS_N"
"773",32,"A","TIMON_O","Crissier, Timonet",28,8277.512,38432.605,"c(6.57431697845459, 46.555362701416)",6.57431697845459,46.555362701416,"CPEAG_M",115.037428213083,30.081525,"32_A_TIMON_O"
"774",32,"A","CPEAG_M","Croix-Péage",29,1746.2893,12246.752,"c(6.5659441947937, 46.5610580444336)",6.5659441947937,46.5610580444336,"COLIC_N",33.3619984160507,28.5476269,"32_A_CPEAG_M"
"775",32,"A","COLIC_N","Villars-Ste-Croix, Colice",31,492.47638,5895.5684,"c(6.56636095046997, 46.5627174377441)",6.56636095046997,46.5627174377441,"SANSY_O",89.3223996832101,12.1317318,"32_A_COLIC_N"
"776",32,"A","SANSY_O","Villars-Ste-Croix, Sansy",32,2191.729,9920.405,"c(6.56517601013184, 46.5682563781738)",6.56517601013184,46.5682563781738,"VSTCX_O",63.3945510917607,29.1224261,"32_A_SANSY_O"
"777",32,"A","VSTCX_O","Villars-Ste-Croix, Village",33,1644.6249,13063.743,"c(6.56160497665405, 46.5680313110352)",6.56160497665405,46.5680313110352,"ENCOU_S",67.3635607321131,31.4283924,"32_A_VSTCX_O"
"779",32,"A","FARA_B","Mex VD, Faraz",36,0,41453.086,"c(6.55062580108643, 46.566219329834)",6.55062580108643,46.566219329834,NA,NA,17.0334324,"32_A_FARA_B"
"780",32,"R","FARA_B","Mex VD, Faraz",1,38846.18,0,"c(6.55062580108643, 46.566219329834)",6.55062580108643,46.566219329834,"ENCOU_S",224.805309734513,471.4598142,"32_R_FARA_B"
"781",32,"R","ENCOU_S","Villars-Ste-Croix, En Coulaye",4,24438.826,1058.6038,"c(6.55916309356689, 46.5657920837402)",6.55916309356689,46.5657920837402,"CPEAG_E",73.3139405082409,230.3987271,"32_R_ENCOU_S"
"782",32,"R","CPEAG_E","Croix-Péage",5,8899.145,1442.7885,"c(6.56479215621948, 46.561336517334)",6.56479215621948,46.561336517334,"TIMON_E",150.31028601417,31.9007157,"32_R_CPEAG_E"
"783",32,"R","TIMON_E","Crissier, Timonet",7,31235.875,5536.214,"c(6.57451486587524, 46.5552024841309)",6.57451486587524,46.5552024841309,"CRISS_S",64.7028529084846,27.4931684,"32_R_TIMON_E"
"784",32,"R","CRISS_S","Crissier, centre",8,39243.957,4254.139,"c(6.57726907730103, 46.553409576416)",6.57726907730103,46.553409576416,"BRE_S",88.1683723084047,23.8938033,"32_R_CRISS_S"
"785",32,"R","BRE_S","Bré",9,27916.32,2847.9854,"c(6.57858896255493, 46.55078125)",6.57858896255493,46.55078125,"SCIE_S",63.8327385642119,24.5429034,"32_R_BRE_S"
"786",32,"R","SCIE_S","Scierie",10,25466.188,2900.1218,"c(6.5793309211731, 46.5467567443848)",6.5793309211731,46.5467567443848,"NOUTE_S",70.537673297167,23.4097882,"32_R_SCIE_S"
"787",32,"R","NOUTE_S","Noutes",11,47198.46,11241.018,"c(6.57965517044067, 46.542781829834)",6.57965517044067,46.542781829834,"R-14A_S",99.2078289504197,32.5441183,"32_R_NOUTE_S"
"788",32,"R","R-14A_S","Renens-14 Avril",13,13712.867,46226.17,"c(6.57934999465942, 46.5390396118164)",6.57934999465942,46.5390396118164,"RCFFN_E",50.9133277685031,27.58091,"32_R_R-14A_S"
"789",32,"R","RCFFN_E","Renens-Gare nord",14,33217.562,84211.76,"c(6.57944297790527, 46.5380935668945)",6.57944297790527,46.5380935668945,"1-AOU_S",96.0946948618067,39.3184938,"32_R_RCFFN_E"
"790",32,"R","1-AOU_S","1er Août",15,7942.286,6971.0215,"c(6.5818510055542, 46.5366477966309)",6.5818510055542,46.5366477966309,"RCFFS_O",81.2225050676472,34.6683361,"32_R_1-AOU_S"
"791",32,"R","RCFFS_O","Renens-Gare sud",16,65301.98,49497.992,"c(6.57936191558838, 46.5365905761719)",6.57936191558838,46.5365905761719,"GLYCI_O",74.0378854625551,44.4725404,"32_R_RCFFS_O"
"792",32,"R","GLYCI_O","Glycines",18,6723.5156,7029.8105,"c(6.57542181015015, 46.5359878540039)",6.57542181015015,46.5359878540039,"PLANT_E",70.7505681554659,18.3495015,"32_R_GLYCI_O"
"793",32,"R","PLANT_E","Planta",21,15546.061,20765.793,"c(6.57321500778198, 46.533763885498)",6.57321500778198,46.533763885498,"CONCO_E",35.5972711267606,54.8388757,"32_R_PLANT_E"
"794",32,"R","CONCO_E","Concorde",22,7464.469,8825.387,"c(6.57405614852905, 46.532585144043)",6.57405614852905,46.532585144043,"PREFY_E",115.12556241013,26.5814261,"32_R_CONCO_E"
"795",32,"R","PREFY_E","Préfaully",23,41039.117,22964.805,"c(6.579176902771, 46.5334854125977)",6.579176902771,46.5334854125977,"CENSU_E",74.5580295018091,31.0051023,"32_R_PREFY_E"
"796",32,"R","CENSU_E","Censuy",25,24936.148,23764.434,"c(6.58399295806885, 46.532283782959)",6.58399295806885,46.532283782959,"CDRY_N",44.2426238634255,19.0377586,"32_R_CENSU_E"
"797",32,"R","CDRY_N","Caudray",26,25794.34,28715.98,"c(6.58506202697754, 46.5314788818359)",6.58506202697754,46.5314788818359,"CHENE_E",103.063178402449,30.1231676,"32_R_CDRY_N"
"798",32,"R","CHENE_E","Chêne",27,21796.213,18591.95,"c(6.58996105194092, 46.5291061401367)",6.58996105194092,46.5291061401367,"LAC_E",46.9008256795621,22.9653493,"32_R_CHENE_E"
"799",32,"R","LAC_E","Rue du Lac",28,38079.92,28868.957,"c(6.59179782867432, 46.5275001525879)",6.59179782867432,46.5275001525879,"LONGE_E",60.7173963508055,28.7254384,"32_R_LAC_E"
"800",32,"R","LONGE_E","Longemalle",29,14896.066,22635.004,"c(6.59670400619507, 46.5254783630371)",6.59670400619507,46.5254783630371,"MLEYN_N",112.838443341528,23.7736199,"32_R_LONGE_E"
"801",32,"R","MLEYN_N","Malley-Nord",32,7713.0244,103116.31,"c(6.60259008407593, 46.5249633789062)",6.60259008407593,46.5249633789062,"GALIC_N",81.0910146273508,28.3182893,"32_R_MLEYN_N"
"802",32,"R","GALIC_N","Galicien",35,738.2726,41714.207,"c(6.6019721031189, 46.5278625488281)",6.6019721031189,46.5278625488281,"GALIC_M",40.3798610005836,22.2483863,"32_R_GALIC_N"
"803",32,"R","GALIC_M","Galicien",36,0,39538.14,"c(6.60216999053955, 46.5277137756348)",6.60216999053955,46.5277137756348,NA,NA,10.301077,"32_R_GALIC_M"
"804",33,"A","VENON_N","Venoge nord",1,58885.156,0,"c(6.5458550453186, 46.513988494873)",6.5458550453186,46.513988494873,"CHPCU_N",60.0025794124672,576.2262826,"33_A_VENON_N"
"805",33,"A","CHPCU_N","Champs-Courbes",3,31470.133,2838.2043,"c(6.55047702789307, 46.5166053771973)",6.55047702789307,46.5166053771973,"MTNY_N",31.2110920034394,21.2317172,"33_A_CHPCU_N"
"806",33,"A","MTNY_N","Montaney",4,20800.97,1590.4021,"c(6.55198907852173, 46.5181732177734)",6.55198907852173,46.5181732177734,"RENGE_N",63.8817152953536,20.0925767,"33_A_MTNY_N"
"807",33,"A","RENGE_N","Renges",5,10718.428,1544.8016,"c(6.5552921295166, 46.5225791931152)",6.5552921295166,46.5225791931152,"ENJAL_N",51.9508549049575,18.6044124,"33_A_RENGE_N"
"808",33,"A","ENJAL_N","En Enjalin",6,19911.219,2618.2563,"c(6.55718803405762, 46.5245742797852)",6.55718803405762,46.5245742797852,"PERET_E",36.9145013374092,20.707804,"33_A_ENJAL_N"
"809",33,"A","PERET_E","Perrettes",7,16425.398,1505.252,"c(6.55854082107544, 46.5263633728027)",6.55854082107544,46.5263633728027,"VLARS_N",74.2720542580121,21.5814387,"33_A_PERET_E"
"810",33,"A","VLARS_N","Villars",8,58602.35,6635.1357,"c(6.56105995178223, 46.529354095459)",6.56105995178223,46.529354095459,"PONTE_N",107.747922437673,37.7786693,"33_A_VLARS_N"
"811",33,"A","PONTE_N","Pontet",9,16922.451,27548.516,"c(6.56616497039795, 46.5296096801758)",6.56616497039795,46.5296096801758,"VEILL_N",48.6737676729079,27.9112618,"33_A_PONTE_N"
"812",33,"A","VEILL_N","Veilloud",10,24044.61,15928.6,"c(6.56467819213867, 46.5312728881836)",6.56467819213867,46.5312728881836,"STAND_N",60.0068790904314,24.2420233,"33_A_VEILL_N"
"813",33,"A","STAND_N","Stand",11,30343.86,6788.9395,"c(6.56254196166992, 46.5327644348145)",6.56254196166992,46.5327644348145,"PSPOR_N",57.5786959636972,27.7809201,"33_A_STAND_N"
"814",33,"A","PSPOR_N","Place de Sport",12,36385.93,8990.73,"c(6.56406688690186, 46.5352058410645)",6.56406688690186,46.5352058410645,"CROSE_N",49.6392643897779,29.0752329,"33_A_PSPOR_N"
"815",33,"A","CROSE_N","Croset",13,83501.375,19233.86,"c(6.56673717498779, 46.5345878601074)",6.56673717498779,46.5345878601074,"PARC_N",79.3794141539638,36.6927633,"33_A_CROSE_N"
"816",33,"A","PARC_N","Parc",14,49290.188,9312.631,"c(6.56826591491699, 46.5367584228516)",6.56826591491699,46.5367584228516,"SUCHF_N",79.4206777878687,29.1714054,"33_A_PARC_N"
"817",33,"A","SUCHF_N","Suchet-Forêt",15,36814.664,28983.973,"c(6.57024908065796, 46.5399131774902)",6.57024908065796,46.5399131774902,"EPNEX_E",70.8474187380497,32.4214904,"33_A_SUCHF_N"
"818",33,"A","EPNEX_E","Epenex",16,11597.931,16168.258,"c(6.5753960609436, 46.5384254455566)",6.5753960609436,46.5384254455566,"RCFFS_Y",62.5364244741874,25.9793499,"33_A_EPNEX_E"
"819",33,"A","RCFFS_Y","Renens-Gare sud",19,6908.732,123540.64,"c(6.57798385620117, 46.537166595459)",6.57798385620117,46.537166595459,"RCFFS_E",90.7099684904039,41.7465583,"33_A_RCFFS_Y"
"820",33,"A","RCFFS_E","Renens-Gare sud",20,191993.05,108746.87,"c(6.57969284057617, 46.5363159179688)",6.57969284057617,46.5363159179688,"CENSU_E",114.435484641475,45.5743817,"33_A_RCFFS_E"
"821",33,"A","CENSU_E","Censuy",21,44714.918,47425.082,"c(6.58399295806885, 46.532283782959)",6.58399295806885,46.532283782959,"CDRY_N",47.8345993980221,27.6389433,"33_A_CENSU_E"
"822",33,"A","CDRY_N","Caudray",22,41031.133,43962.055,"c(6.58506202697754, 46.5314788818359)",6.58506202697754,46.5314788818359,"CHENE_E",106.202923473775,33.1042951,"33_A_CDRY_N"
"823",33,"A","CHENE_E","Chêne",23,29613.877,32176.38,"c(6.58996105194092, 46.5291061401367)",6.58996105194092,46.5291061401367,"LAC_E",50.0854590618133,26.0587561,"33_A_CHENE_E"
"824",33,"A","LAC_E","Rue du Lac",24,50303.918,47991.85,"c(6.59179782867432, 46.5275001525879)",6.59179782867432,46.5275001525879,"LONGE_E",63.4643267023718,31.2440527,"33_A_LAC_E"
"825",33,"A","LONGE_E","Longemalle",25,21360.762,29242.121,"c(6.59670400619507, 46.5254783630371)",6.59670400619507,46.5254783630371,"MLEYN_N",116.333811093593,26.302171,"33_A_LONGE_E"
"826",33,"A","MLEYN_N","Malley-Nord",28,67920.47,102248.45,"c(6.60259008407593, 46.5249633789062)",6.60259008407593,46.5249633789062,"GALIC_N",108.821595795509,33.0835125,"33_A_MLEYN_N"
"827",33,"A","GALIC_N","Galicien",31,81468.35,64094.38,"c(6.6019721031189, 46.5278625488281)",6.6019721031189,46.5278625488281,"FLUM_N",102.81985258926,54.4264692,"33_A_GALIC_N"
"828",33,"A","FLUM_N","Flumeaux",32,31418.98,17561.867,"c(6.60134077072144, 46.5307121276855)",6.60134077072144,46.5307121276855,"GVIGN_N",42.1192265352032,27.7775917,"33_A_FLUM_N"
"829",33,"A","GVIGN_N","Grand Vigne",33,24187.436,32537.758,"c(6.60364723205566, 46.5316352844238)",6.60364723205566,46.5316352844238,"PRY-C_N",118.949963950973,29.8623462,"33_A_GVIGN_N"
"830",33,"A","PRY-C_N","Prilly, Centre",34,76079.92,131948.88,"c(6.60611486434937, 46.5356140136719)",6.60611486434937,46.5356140136719,"CHASS_N",72.9235650418229,39.3089642,"33_A_PRY-C_N"
"831",33,"A","CHASS_N","Prilly-Chasseur",35,3466.3525,62888.656,"c(6.60697603225708, 46.5397644042969)",6.60697603225708,46.5397644042969,"CDRAI_S",80.2751758120844,39.4491876,"33_A_CHASS_N"
"832",33,"A","CDRAI_S","Coudraie",36,1202.0012,74094.13,"c(6.609375, 46.5406112670898)",6.609375,46.5406112670898,"MGOUL_B",45.2009840098401,35.0739128,"33_A_CDRAI_S"
"833",33,"A","MGOUL_B","Mont-Goulin",37,0,109237.8,"c(6.61089515686035, 46.538444519043)",6.61089515686035,46.538444519043,NA,NA,12.2679459,"33_A_MGOUL_B"
"834",33,"R","MGOUL_B","Mont-Goulin",1,84084.45,0,"c(6.61089515686035, 46.538444519043)",6.61089515686035,46.538444519043,"CDRAI_O",72.9516201507814,603.3972371,"33_R_MGOUL_B"
"835",33,"R","CDRAI_O","Coudraie",2,49609.21,947.29504,"c(6.60991716384888, 46.5401458740234)",6.60991716384888,46.5401458740234,"CHASS_S",135.14059540576,30.7056768,"33_R_CDRAI_O"
"836",33,"R","CHASS_S","Prilly-Chasseur",3,49399.29,3292.0342,"c(6.60638284683228, 46.5384941101074)",6.60638284683228,46.5384941101074,"PRY-C_S",63.1875182127246,26.9685785,"33_R_CHASS_S"
"837",33,"R","PRY-C_S","Prilly, Centre",4,97137.47,24758.855,"c(6.60609006881714, 46.5355567932129)",6.60609006881714,46.5355567932129,"GVIGN_S",102.274516441006,39.1986887,"33_R_PRY-C_S"
"838",33,"R","GVIGN_S","Grand Vigne",5,26224.35,17530.664,"c(6.60394620895386, 46.5317115783691)",6.60394620895386,46.5317115783691,"FLUM_S",54.1436239663427,26.7831238,"33_R_GVIGN_S"
"839",33,"R","FLUM_S","Flumeaux",6,14568.984,23525.344,"c(6.60076189041138, 46.5302658081055)",6.60076189041138,46.5302658081055,"GALIC_M",150.462582078022,31.3740026,"33_R_FLUM_S"
"840",33,"R","GALIC_M","Galicien",7,73345.62,58274.656,"c(6.60216999053955, 46.5277137756348)",6.60216999053955,46.5277137756348,"MLEYO_O",147.351427053653,71.8664059,"33_R_GALIC_M"
"841",33,"R","MLEYO_O","Malley-Ouest",11,94908.66,59668.17,"c(6.60123491287231, 46.5241355895996)",6.60123491287231,46.5241355895996,"LONGE_O",58.3392408730925,32.7333269,"33_R_MLEYO_O"
"842",33,"R","LONGE_O","Longemalle",12,19084.686,21069.514,"c(6.59645414352417, 46.5256271362305)",6.59645414352417,46.5256271362305,"LAC_O",55.6953309835353,24.7059108,"33_R_LONGE_O"
"843",33,"R","LAC_O","Rue du Lac",13,30332.96,48686.5,"c(6.59266185760498, 46.5272560119629)",6.59266185760498,46.5272560119629,"CHENE_O",54.7748913568324,31.1389117,"33_R_LAC_O"
"844",33,"R","CHENE_O","Chêne",14,35750.35,29009.072,"c(6.59021091461182, 46.528938293457)",6.59021091461182,46.528938293457,"CDRY_S",118.117255034529,28.3754225,"33_R_CHENE_O"
"845",33,"R","CDRY_S","Caudray",15,46176.516,40825.695,"c(6.58624315261841, 46.5318222045898)",6.58624315261841,46.5318222045898,"CENSU_O",66.1131929689009,29.3715652,"33_R_CDRY_S"
"846",33,"R","CENSU_O","Censuy",16,51582.5,43348.605,"c(6.58404493331909, 46.5323371887207)",6.58404493331909,46.5323371887207,"RCFFS_O",152.412056111438,32.6364207,"33_R_CENSU_O"
"847",33,"R","RCFFS_O","Renens-Gare sud",17,233014.62,175064.8,"c(6.57936191558838, 46.5365905761719)",6.57936191558838,46.5365905761719,"EPNEX_O",97.7694500821494,57.5866686,"33_R_RCFFS_O"
"848",33,"R","EPNEX_O","Epenex",21,15913.678,13391.326,"c(6.574951171875, 46.5385627746582)",6.574951171875,46.5385627746582,"SUCHF_S",66.2479702300406,27.7488161,"33_R_EPNEX_O"
"849",33,"R","SUCHF_S","Suchet-Forêt",22,27667.736,40700.03,"c(6.57099199295044, 46.5399017333984)",6.57099199295044,46.5399017333984,"PARC_S",92.5039621182837,33.7348251,"33_R_SUCHF_S"
"850",33,"R","PARC_S","Parc",23,7695.2495,41511.906,"c(6.56824398040771, 46.5365142822266)",6.56824398040771,46.5365142822266,"CROSE_S",76.3758995411736,27.7181581,"33_R_PARC_S"
"851",33,"R","CROSE_S","Croset",24,23747.475,77934.82,"c(6.56579399108887, 46.5348587036133)",6.56579399108887,46.5348587036133,"PSPOR_S",38.0110606646059,34.729389,"33_R_CROSE_S"
"852",33,"R","PSPOR_S","Place de Sport",25,8621.031,31747.367,"c(6.56368684768677, 46.535327911377)",6.56368684768677,46.535327911377,"STAND_S",54.5914799072643,28.3526855,"33_R_PSPOR_S"
"853",33,"R","STAND_S","Stand",26,9956.059,24913.031,"c(6.56242704391479, 46.532657623291)",6.56242704391479,46.532657623291,"VEILL_S",53.1969184698609,25.3727782,"33_R_STAND_S"
"854",33,"R","VEILL_S","Veilloud",27,15395.582,23211.336,"c(6.56435203552246, 46.5312843322754)",6.56435203552246,46.5312843322754,"PONTE_S",48.7194744976816,23.4934795,"33_R_VEILL_S"
"855",33,"R","PONTE_S","Pontet",28,27665.5,14746.134,"c(6.56597709655762, 46.5299491882324)",6.56597709655762,46.5299491882324,"VLARS_S",105.839468599034,26.5631762,"33_R_PONTE_S"
"856",33,"R","VLARS_S","Villars",29,6479.375,84260.21,"c(6.56089019775391, 46.5293617248535)",6.56089019775391,46.5293617248535,"PERET_O",63.4595652173913,40.3488889,"33_R_VLARS_S"
"857",33,"R","PERET_O","Perrettes",30,1497.4204,19242.03,"c(6.55830907821655, 46.5261573791504)",6.55830907821655,46.5261573791504,"ENJAL_S",37.9948306681482,24.8431401,"33_R_PERET_O"
"858",33,"R","ENJAL_S","En Enjalin",31,2385.6753,19457.098,"c(6.55685806274414, 46.5240325927734)",6.55685806274414,46.5240325927734,"RENGE_S",45.7129262873152,19.9780666,"33_R_ENJAL_S"
"859",33,"R","RENGE_S","Renges",32,1474.3969,9486.101,"c(6.55444383621216, 46.5226097106934)",6.55444383621216,46.5226097106934,"MTNY_S",56.9652556296511,27.2966863,"33_R_RENGE_S"
"860",33,"R","MTNY_S","Montaney",33,852.5187,22103.354,"c(6.55251598358154, 46.5186195373535)",6.55251598358154,46.5186195373535,"CHPCU_S",44.1212736145335,21.0311201,"33_R_MTNY_S"
"861",33,"R","CHPCU_S","Champs-Courbes",34,1167.0139,33467.656,"c(6.55003786087036, 46.516357421875)",6.55003786087036,46.516357421875,"VENON_S",58.5079963279702,19.7205392,"33_R_CHPCU_S"
"862",33,"R","VENON_S","Venoge nord",36,381.64972,35374.652,"c(6.54556894302368, 46.5139198303223)",6.54556894302368,46.5139198303223,"VENON_N",173.713546160483,48.3943084,"33_R_VENON_S"
"863",33,"R","VENON_N","Venoge nord",37,0,18572.104,"c(6.5458550453186, 46.513988494873)",6.5458550453186,46.513988494873,NA,NA,9.8821499,"33_R_VENON_N"
"864",36,"A","RCFFN_G","Renens-Gare nord",1,122960.42,0,"c(6.57955980300903, 46.5381240844727)",6.57955980300903,46.5381240844727,"JURA_N",118.599504662005,64.8883936,"36_A_RCFFN_G"
"865",36,"A","JURA_N","Jura",2,2528.331,5863.8164,"c(6.57337188720703, 46.5419158935547)",6.57337188720703,46.5419158935547,"ZING_N",59.012303436226,17.083042,"36_A_JURA_N"
"866",36,"A","ZING_N","Zinguerie",3,5998.735,17457.004,"c(6.57108116149902, 46.5441207885742)",6.57108116149902,46.5441207885742,"MARCO_N",65.1877821464977,29.8443506,"36_A_ZING_N"
"867",36,"A","MARCO_N","Marcolet",4,5135.4336,30089.744,"c(6.57492113113403, 46.5469398498535)",6.57492113113403,46.5469398498535,"MONGE_O",50.7356706430026,32.4977428,"36_A_MARCO_N"
"868",36,"A","MONGE_O","Mongevon",5,1502.8997,20760.723,"c(6.57333087921143, 46.5485038757324)",6.57333087921143,46.5485038757324,"FELE_N",52.1948960991615,19.633474,"36_A_MONGE_O"
"869",36,"A","FELE_N","Feleire",6,533.0356,4933.8804,"c(6.56973314285278, 46.550910949707)",6.56973314285278,46.550910949707,"MMM_C",87.3088567062077,28.0806416,"36_A_FELE_N"
"870",36,"A","MMM_C","Closalet",7,0,59553.656,"c(6.56952095031738, 46.5535469055176)",6.56952095031738,46.5535469055176,NA,NA,12.9717633,"36_A_MMM_C"
"871",36,"R","MMM_C","Closalet",1,62297.062,0,"c(6.56952095031738, 46.5535469055176)",6.56952095031738,46.5535469055176,"FELE_S",109.115316511731,229.0251915,"36_R_MMM_C"
"872",36,"R","FELE_S","Feleire",2,2831.8174,505.26813,"c(6.57004117965698, 46.5503845214844)",6.57004117965698,46.5503845214844,"MONGE_E",47.5529221257177,13.8662387,"36_R_FELE_S"
"873",36,"R","MONGE_E","Mongevon",4,20521.79,1551.8839,"c(6.57370090484619, 46.548225402832)",6.57370090484619,46.548225402832,"MARCO_S",49.4993012136815,21.610923,"36_R_MONGE_E"
"874",36,"R","MARCO_S","Marcolet",5,30528.762,5896.2285,"c(6.57450723648071, 46.5467185974121)",6.57450723648071,46.5467185974121,"ZING_E",98.3205147058824,27.5377712,"36_R_MARCO_S"
"875",36,"R","ZING_E","Zinguerie",6,16155.835,7273.7285,"c(6.5709490776062, 46.5434188842773)",6.5709490776062,46.5434188842773,"JURA_S",37.2665543386689,26.8699265,"36_R_ZING_E"
"876",36,"R","JURA_S","Jura",7,1670.3328,1604.0887,"c(6.57338619232178, 46.5410537719727)",6.57338619232178,46.5410537719727,"RCFFN_G",164.707171146878,12.0347094,"36_R_JURA_S"
"877",38,"A","RCFFN_E","Renens-Gare nord",1,59874.777,35.199997,"c(6.57944297790527, 46.5380935668945)",6.57944297790527,46.5380935668945,"1-AOU_E",101.419384380565,35.8096352,"38_A_RCFFN_E"
"878",38,"A","1-AOU_E","1er Août",2,51651.54,14101.094,"c(6.58207178115845, 46.5367126464844)",6.58207178115845,46.5367126464844,"AVNIR_O",93.5074793935077,56.3694734,"38_A_1-AOU_E"
"879",38,"A","AVNIR_O","Avenir",3,27105.88,4412.8457,"c(6.58346700668335, 46.5383338928223)",6.58346700668335,46.5383338928223,"R-14A_N",98.4549709982701,31.5134833,"38_A_AVNIR_O"
"880",38,"A","R-14A_N","Renens-14 Avril",6,13780.9,1545.4021,"c(6.57971286773682, 46.5407524108887)",6.57971286773682,46.5407524108887,"INDUS_E",53.3249211356467,18.41503,"38_A_R-14A_N"
"881",38,"A","INDUS_E","Industrie",8,7489.1357,3158.4062,"c(6.58119821548462, 46.5408592224121)",6.58119821548462,46.5408592224121,"1-MAI_N",47.9578181448125,19.4752722,"38_A_INDUS_E"
"882",38,"A","1-MAI_N","1er Mai",9,6032.944,7107.242,"c(6.58345508575439, 46.5407447814941)",6.58345508575439,46.5407447814941,"SAUGI_E",54.5218541698468,21.3477332,"38_A_1-MAI_N"
"883",38,"A","SAUGI_E","Saugiaz",10,10753.236,16522.404,"c(6.58647584915161, 46.5401611328125)",6.58647584915161,46.5401611328125,"BORJO_E",67.0589671839227,26.9998474,"38_A_SAUGI_E"
"884",38,"A","BORJO_E","Borjod",11,16490.002,28725.559,"c(6.58900022506714, 46.5396957397461)",6.58900022506714,46.5396957397461,"FLIEU_E",64.4257279576461,28.4082422,"38_A_BORJO_E"
"885",38,"A","FLIEU_E","Follieu",12,1297.4014,20785.9,"c(6.5929388999939, 46.5395736694336)",6.5929388999939,46.5395736694336,"BDESS_N",55.218013339443,25.2416005,"38_A_FLIEU_E"
"886",38,"A","BDESS_N","Bourg-Dessus",13,2237.607,56229.75,"c(6.59458780288696, 46.5382804870605)",6.59458780288696,46.5382804870605,"PRY_D",82.8681290586491,32.7843796,"38_A_BDESS_N"
"887",38,"A","PRY_D","Prilly, Eglise",15,0,77815.21,"c(6.59877490997314, 46.5390205383301)",6.59877490997314,46.5390205383301,NA,NA,14.7807435,"38_A_PRY_D"
"888",38,"R","PRY_D","Prilly, Eglise",1,80915.03,0,"c(6.59877490997314, 46.5390205383301)",6.59877490997314,46.5390205383301,"BDESS_S",94.9188267046901,1055.6352624,"38_R_PRY_D"
"889",38,"R","BDESS_S","Bourg-Dessus",3,44208.344,3684.9028,"c(6.5945611000061, 46.5383682250977)",6.5945611000061,46.5383682250977,"FLIEU_O",52.0506161523577,37.1578653,"38_R_BDESS_S"
"890",38,"R","FLIEU_O","Follieu",4,14004.804,2508.4058,"c(6.59292411804199, 46.5397071838379)",6.59292411804199,46.5397071838379,"BORJO_O",77.2570730714431,21.3379163,"38_R_FLIEU_O"
"891",38,"R","BORJO_O","Borjod",5,18822.258,12872.24,"c(6.58832597732544, 46.5394401550293)",6.58832597732544,46.5394401550293,"SAUGI_O",45.328652114181,29.4217891,"38_R_BORJO_O"
"892",38,"R","SAUGI_O","Saugiaz",6,10593.826,7280.2334,"c(6.58655595779419, 46.5400352478027)",6.58655595779419,46.5400352478027,"1-MAI_S",55.6877003714824,25.1928968,"38_R_SAUGI_O"
"893",38,"R","1-MAI_S","1er Mai",7,6185.792,7008.038,"c(6.58344221115112, 46.5407791137695)",6.58344221115112,46.5407791137695,"INDUS_O",63.0289567430025,21.2928604,"38_R_1-MAI_S"
"894",38,"R","INDUS_O","Industrie",9,5423.5938,10204.531,"c(6.58061695098877, 46.5413513183594)",6.58061695098877,46.5413513183594,"R-14A_S",98.3792542096963,21.8026463,"38_R_INDUS_O"
"895",38,"R","R-14A_S","Renens-14 Avril",11,5818.791,25505.824,"c(6.57934999465942, 46.5390396118164)",6.57934999465942,46.5390396118164,"RCFFN_E",30.9591307003257,27.3712164,"38_R_R-14A_S"
"896",38,"R","RCFFN_E","Renens-Gare nord",12,0,83182.75,"c(6.57944297790527, 46.5380935668945)",6.57944297790527,46.5380935668945,NA,NA,8.5806189,"38_R_RCFFN_E"
"897",41,"A","MONTO_E","Montolieu",1,87849.53,0,"c(6.64404296875, 46.5431518554688)",6.64404296875,46.5431518554688,"CIGAL_E",69.1196880750022,243.2881482,"41_A_MONTO_E"
"898",41,"A","CIGAL_E","Cigale",2,213090.97,10817.105,"c(6.64728689193726, 46.543327331543)",6.64728689193726,46.543327331543,"ABEIL_S",93.6223969168108,37.4055025,"41_A_CIGAL_E"
"899",41,"A","ABEIL_S","Abeilles",3,113273.69,13558.771,"c(6.64776515960693, 46.5409660339355)",6.64776515960693,46.5409660339355,"BOISS_D",68.7808798090608,24.7040095,"41_A_ABEIL_S"
"900",41,"A","BOISS_D","Boissonnet",4,139126.16,24400.896,"c(6.64636421203613, 46.5386810302734)",6.64636421203613,46.5386810302734,"PBERT_S",39.7057986247974,29.773851,"41_A_BOISS_D"
