code_ligne_theo,direction_voy_theo,code_arret_theo,libelle_arret_theo2,sequence_theo,montees,descentes,geom_arret,lon,lat,code_arret_suiv_theo,mean_travel_time,mean_waiting_time
8,R,THALD_E,Tour Haldimand,28,13305.527,42940.69,"c(6.64338302612305, 46.506462097168)",6.64338302612305,46.506462097168,BNIER_E,37.28975964884107,23.7780782
8,R,BNIER_E,Bourdonnière,29,2079.4167,17240.64,"c(6.64716196060181, 46.506462097168)",6.64716196060181,46.506462097168,VRNEY_E,26.93739628499545,14.5583748
8,R,VRNEY_E,Verney,30,3421.3955,30723.977,"c(6.64946889877319, 46.5063972473145)",6.64946889877319,46.5063972473145,CNIER_E,52.71953002472155,18.5014988
8,R,CNIER_E,Châtaignier,31,4718.329,36487.914,"c(6.65461492538452, 46.5064239501953)",6.65461492538452,46.5064239501953,SOMAI_E,38.34772558188968,20.5936628
8,R,SOMAI_E,Somais,32,11760.013,64935.875,"c(6.65763378143311, 46.5066871643066)",6.65763378143311,46.5066871643066,PPORT_E,45.10157017986663,23.1393878
8,R,PPORT_E,"Pully, port",33,2185.582,33775.13,"c(6.66172504425049, 46.5066719055176)",6.66172504425049,46.5066719055176,VIGNE_E,39.51926347114465,18.1746593
8,R,VIGNE_E,Vignes,34,1196.4877,57031.36,"c(6.6653790473938, 46.5071640014648)",6.6653790473938,46.5071640014648,VERRI_E,80.32538122310186,22.6214794
8,R,VERRI_E,Verrière,36,3431.9536,60634.516,"c(6.67076778411865, 46.5057144165039)",6.67076778411865,46.5057144165039,VERRI_O,45.59127174086485,50.5852505
8,R,VERRI_O,Verrière,37,0,59493.254,"c(6.67029285430908, 46.5060920715332)",6.67029285430908,46.5060920715332,NA,NA,10.5757672
9,A,LUTRY_B,"Lutry, Corniche",1,132968.39,0,"c(6.69414377212524, 46.5007972717285)",6.69414377212524,46.5007972717285,VOISD_O,148.54986407854238,408.0077537
9,A,VOISD_O,Voisinand,2,230093.11,13430.682,"c(6.6862587928772, 46.5038146972656)",6.6862587928772,46.5038146972656,GPONT_O,82.35087561742255,57.4258273
9,A,GPONT_O,Grand-Pont,3,108156.17,8785.6875,"c(6.67958211898804, 46.5043258666992)",6.67958211898804,46.5043258666992,MARRO_O,60.33546619968119,29.7469915
9,A,MARRO_O,Marronnier,5,74445.914,10857.93,"c(6.67532587051392, 46.5058097839355)",6.67532587051392,46.5058097839355,PAUDX_O,44.10100579228593,29.8946589
9,A,PAUDX_O,"Paudex, Village",6,80115.734,17895.1,"c(6.67316484451294, 46.5066146850586)",6.67316484451294,46.5066146850586,MLINS_O,78.38731983296664,30.2752234
9,A,MLINS_O,Moulins,8,127868.67,12916.777,"c(6.6691460609436, 46.5089073181152)",6.6691460609436,46.5089073181152,REYM_O,65.78969275180701,31.9818149
9,A,REYM_O,Reymondin,9,60641.547,18576.482,"c(6.66493892669678, 46.5096969604492)",6.66493892669678,46.5096969604492,CLERG_O,75.71477801646975,27.9779802
9,A,CLERG_O,"Pully, Clergère",10,221630.88,101167.45,"c(6.66149997711182, 46.5114631652832)",6.66149997711182,46.5114631652832,MTILL_O,68.80880247024076,40.4481516
9,A,MTILL_O,Montillier,11,66339.24,26457.4,"c(6.6569128036499, 46.5123596191406)",6.6569128036499,46.5123596191406,PDETT_O,75.31296652214724,26.3599302
9,A,PDETT_O,Perraudettaz,12,275723.5,58464.094,"c(6.65421485900879, 46.5142135620117)",6.65421485900879,46.5142135620117,ESPER_O,72.97963563205543,48.4574264
9,A,ESPER_O,Bonne-Espérance,14,113610.13,36319.64,"c(6.65019989013672, 46.5152473449707)",6.65019989013672,46.5152473449707,LEMAN_O,65.60123398833076,33.1181625
9,A,LEMAN_O,Avenue du Léman,15,48268.03,31206.73,"c(6.64553880691528, 46.5158081054688)",6.64553880691528,46.5158081054688,EGLAN_O,83.06595568672167,28.7327253
9,A,EGLAN_O,Eglantine,16,113729.05,38702.246,"c(6.64102983474731, 46.5167388916016)",6.64102983474731,46.5167388916016,GTE_O,97.1803366522302,36.1978000
9,A,GTE_O,Georgette,17,65106.875,195331.94,"c(6.63751792907715, 46.5180702209473)",6.63751792907715,46.5180702209473,SF_O,135.69031408353237,37.7488949
9,A,SF_O,St-François,18,311922.38,643208.1,"c(6.63294792175293, 46.5195503234863)",6.63294792175293,46.5195503234863,B-AIR_O,150.69798249614524,80.4491654
9,A,B-AIR_O,Bel-Air,19,454277.88,276371.6,"c(6.62830305099487, 46.5225219726562)",6.62830305099487,46.5225219726562,CH_O,91.58700136804846,47.5974548
9,A,CH_O,Chauderon,20,344754.9,195834.25,"c(6.6256799697876, 46.5235748291016)",6.6256799697876,46.5235748291016,BOST_N,78.83196947407134,76.7261949
9,A,BOST_N,Boston,21,156676.66,77218.74,"c(6.62309408187866, 46.5239677429199)",6.62309408187866,46.5239677429199,SPAUL_O,102.75595621377978,35.3693683
9,A,SPAUL_O,St-Paul,22,57351.727,301486.7,"c(6.61738300323486, 46.5275344848633)",6.61738300323486,46.5275344848633,MTETN_O,116.64454005798169,40.5730844
9,A,MTETN_O,Montétan,23,64340.375,271917.6,"c(6.61321306228638, 46.5300521850586)",6.61321306228638,46.5300521850586,VALCY_O,56.348566431957295,39.1763610
9,A,VALCY_O,Valency,24,14194.5625,134724.9,"c(6.61128997802734, 46.5313949584961)",6.61128997802734,46.5313949584961,HUTIN_O,46.03044388706077,29.4876663
9,A,HUTIN_O,Huttins,26,9452.071,135316.72,"c(6.6086950302124, 46.5331573486328)",6.6086950302124,46.5331573486328,PRY-C_O,67.37600681180099,29.1012265
9,A,PRY-C_O,"Prilly, Centre",27,66065.28,287885.34,"c(6.60549402236938, 46.5344390869141)",6.60549402236938,46.5344390869141,PEREA_O,68.78905997879305,45.9230451
9,A,PEREA_O,Perréaz,28,2808.9038,69274.516,"c(6.60278511047363, 46.5368194580078)",6.60278511047363,46.5368194580078,PRY_B,56.95084726224784,24.4096169
9,A,PRY_B,"Prilly, Eglise",29,0,233771.98,"c(6.59882593154907, 46.5390472412109)",6.59882593154907,46.5390472412109,NA,NA,13.9919078
9,R,PRY_B,"Prilly, Eglise",1,234702.31,0,"c(6.59882593154907, 46.5390472412109)",6.59882593154907,46.5390472412109,PEREA_E,81.9918268677334,332.0757558
9,R,PEREA_E,Perréaz,2,67518.99,3575.082,"c(6.60202407836914, 46.5371208190918)",6.60202407836914,46.5371208190918,PRY-C_E,79.55868609442258,33.6092092
9,R,PRY-C_E,"Prilly, Centre",3,216598.97,52632.992,"c(6.60502099990845, 46.5346870422363)",6.60502099990845,46.5346870422363,HUTIN_E,72.56642986872657,44.7655318
9,R,HUTIN_E,Huttins,4,223527.94,16681.98,"c(6.60845899581909, 46.5331916809082)",6.60845899581909,46.5331916809082,VALCY_E,61.7604957005564,35.3367129
9,R,VALCY_E,Valency,6,146425.1,24356.717,"c(6.61139488220215, 46.5312881469727)",6.61139488220215,46.5312881469727,MTETN_E,86.91201011378003,31.2726123
9,R,MTETN_E,Montétan,7,296898.53,79249.13,"c(6.61411190032959, 46.5292015075684)",6.61411190032959,46.5292015075684,SPAUL_E,148.47060985414035,67.9439375
9,R,SPAUL_E,St-Paul,8,99162.53,44776.156,"c(6.62117719650269, 46.5248832702637)",6.62117719650269,46.5248832702637,BOST_S,49.81688296772712,37.8422419
9,R,BOST_S,Boston,9,37944.418,109307.93,"c(6.62274122238159, 46.5240631103516)",6.62274122238159,46.5240631103516,CH_E,117.43609342830774,44.9755599
9,R,BOST_S,Boston,9,37944.418,109307.93,"c(6.62274122238159, 46.5240631103516)",6.62274122238159,46.5240631103516,PT-CH_S,70.13869731800766,44.9755599
9,R,CH_E,Chauderon,10,224198.47,234875.66,"c(6.6259069442749, 46.5232696533203)",6.6259069442749,46.5232696533203,B-AIR_C,104.96822683067631,42.8472379
9,R,B-AIR_C,Bel-Air,11,388447.3,449972.2,"c(6.6296272277832, 46.5219650268555)",6.6296272277832,46.5219650268555,SF_P,148.19732730536535,61.4703362
9,R,SF_P,St-François,12,560905.25,320699.88,"c(6.63352298736572, 46.5193939208984)",6.63352298736572,46.5193939208984,GTE_E,125.7418204372771,70.7908162
9,R,GTE_E,Georgette,13,305112.12,92493.87,"c(6.63850116729736, 46.5176658630371)",6.63850116729736,46.5176658630371,EGLAN_E,87.65880250223414,48.1055664
9,R,GTE_E,Georgette,13,305112.12,92493.87,"c(6.63850116729736, 46.5176658630371)",6.63850116729736,46.5176658630371,GTE_N,148.83692307692309,48.1055664
9,R,EGLAN_E,Eglantine,14,38089.48,127445,"c(6.64264297485352, 46.5160217285156)",6.64264297485352,46.5160217285156,LEMAN_E,39.48689883172873,28.6009830
9,R,LEMAN_E,Avenue du Léman,15,18849.168,73888,"c(6.64520311355591, 46.5156326293945)",6.64520311355591,46.5156326293945,ESPER_E,86.20230968548964,25.3091563
9,R,ESPER_E,Bonne-Espérance,16,33867.21,228452.38,"c(6.6513819694519, 46.5145683288574)",6.6513819694519,46.5145683288574,PDETT_E,67.39143348444584,37.6332648
9,R,PDETT_E,Perraudettaz,18,51115.965,218511.53,"c(6.65440320968628, 46.5138359069824)",6.65440320968628,46.5138359069824,MTILL_D,74.65785353196439,39.4621809
9,R,MTILL_D,Montillier,19,11895.669,105452.86,"c(6.65863418579102, 46.5123252868652)",6.65863418579102,46.5123252868652,CLERG_E,62.4016327443525,28.8465530
9,R,CLERG_E,"Pully, Clergère",20,103745.51,207991.1,"c(6.66169881820679, 46.5112152099609)",6.66169881820679,46.5112152099609,REYM_E,74.81815334362486,44.3891076
9,R,REYM_E,Reymondin,21,13054.689,55641.938,"c(6.66633081436157, 46.5089683532715)",6.66633081436157,46.5089683532715,MLINS_E,69.26184650609441,26.0754637
9,R,MLINS_E,Moulins,22,11181.904,123366.266,"c(6.6704740524292, 46.5080451965332)",6.6704740524292,46.5080451965332,PAUDX_E,44.135609580892094,30.3426340
9,R,PAUDX_E,"Paudex, Village",24,16154.705,57467.637,"c(6.67278623580933, 46.5066909790039)",6.67278623580933,46.5066909790039,MARRO_E,42.75499483679792,24.9908187
9,R,MARRO_E,Marronnier,25,7992.429,77518.266,"c(6.67539310455322, 46.5057029724121)",6.67539310455322,46.5057029724121,GPONT_E,70.66404776869894,27.6641225
9,R,GPONT_E,Grand-Pont,27,6027.4033,115377.625,"c(6.68116188049316, 46.5040664672852)",6.68116188049316,46.5040664672852,VOISD_E,81.24623984196111,31.3865044
9,R,VOISD_E,Voisinand,28,8369.199,157932.28,"c(6.6864972114563, 46.5035820007324)",6.6864972114563,46.5035820007324,RIVE_E,57.3306815883503,33.4665065
9,R,RIVE_E,Rive,29,2670.5627,49108.625,"c(6.69019079208374, 46.5011787414551)",6.69019079208374,46.5011787414551,LUTRY_B,82.91084521613962,19.8127598
9,R,LUTRY_B,"Lutry, Corniche",30,0,104020.22,"c(6.69414377212524, 46.5007972717285)",6.69414377212524,46.5007972717285,NA,NA,12.8397958
12,A,FAVER_E,Faverges,1,266433.22,2.0003884,"c(6.64599800109863, 46.5138320922852)",6.64599800109863,46.5138320922852,CAP_E,84.29001357378321,40.9535209
12,A,CAP_E,Chemin du Cap,2,104976.42,30875.22,"c(6.64924383163452, 46.5146713256836)",6.64924383163452,46.5146713256836,ESPER_O,66.43359783239791,32.6196626
12,A,ESPER_O,Bonne-Espérance,3,44406.65,15661.641,"c(6.65019989013672, 46.5152473449707)",6.65019989013672,46.5152473449707,LEMAN_O,55.94762513064685,26.2333269
12,A,LEMAN_O,Avenue du Léman,4,18178.34,8268.115,"c(6.64553880691528, 46.5158081054688)",6.64553880691528,46.5158081054688,EGLAN_O,72.9641543761855,20.1868540
12,A,EGLAN_O,Eglantine,5,36614.703,18482.506,"c(6.64102983474731, 46.5167388916016)",6.64102983474731,46.5167388916016,GTE_O,85.96417922007512,27.5706267
12,A,GTE_O,Georgette,6,14784.801,90484.125,"c(6.63751792907715, 46.5180702209473)",6.63751792907715,46.5180702209473,SF_B,84.7757056451613,31.0070093
12,A,SF_B,St-François,7,4737.785,283360.4,"c(6.63390016555786, 46.5194931030273)",6.63390016555786,46.5194931030273,MBNON_B,111.80393602981135,41.8943083
12,A,MBNON_B,Montbenon,8,0,122850.36,"c(6.62998580932617, 46.5197906494141)",6.62998580932617,46.5197906494141,NA,NA,14.3675957
12,R,MBNON_B,Montbenon,1,114743.64,0,"c(6.62998580932617, 46.5197906494141)",6.62998580932617,46.5197906494141,SF_P,120.7329895708138,523.5377783
12,R,SF_P,St-François,2,143779.75,9398.555,"c(6.63352298736572, 46.5193939208984)",6.63352298736572,46.5193939208984,GTE_E,116.0587142470101,57.3687435
12,R,GTE_E,Georgette,3,94838.336,8673.586,"c(6.63850116729736, 46.5176658630371)",6.63850116729736,46.5176658630371,EGLAN_E,79.04187792700391,45.0742733
12,R,EGLAN_E,Eglantine,4,4957.3574,28123.703,"c(6.64264297485352, 46.5160217285156)",6.64264297485352,46.5160217285156,LEMAN_E,31.708054340674227,20.1432055
12,R,LEMAN_E,Avenue du Léman,5,1477.6514,18387.32,"c(6.64520311355591, 46.5156326293945)",6.64520311355591,46.5156326293945,ESPER_S,89.2088176042151,18.3846809
12,R,ESPER_S,Bonne-Espérance,6,14692.831,65846.16,"c(6.64820623397827, 46.5152587890625)",6.64820623397827,46.5152587890625,TRAB_E,73.45106250969444,34.4171703
12,R,TRAB_E,Trabandan,7,18589.916,37819.035,"c(6.64452791213989, 46.5145492553711)",6.64452791213989,46.5145492553711,FAVER_E,48.83934527965247,32.2047852
12,R,FAVER_E,Faverges,8,0,144978.47,"c(6.64599800109863, 46.5138320922852)",6.64599800109863,46.5138320922852,NA,NA,9.9940268
13,A,MBNON_B,Montbenon,1,58971.305,0,"c(6.62998580932617, 46.5197906494141)",6.62998580932617,46.5197906494141,SF_P,119.60714004875364,660.1511445
13,A,SF_P,St-François,2,84149.69,6935.1924,"c(6.63352298736572, 46.5193939208984)",6.63352298736572,46.5193939208984,BENJC_N,81.21587513760025,66.2053157
13,A,BENJC_N,Benj. Constant,3,13983.393,12670.988,"c(6.63726806640625, 46.5191307067871)",6.63726806640625,46.5191307067871,MREPO_E,99.4785562799466,33.1357918
13,A,MREPO_E,Mon Repos,4,2484.004,14591.296,"c(6.64119577407837, 46.518726348877)",6.64119577407837,46.518726348877,CHAND_E,70.83999214299745,23.1539942
13,A,CHAND_E,Chandolin,5,4411.5967,65695.39,"c(6.64476013183594, 46.5173950195312)",6.64476013183594,46.5173950195312,MOUSQ_E,38.61714083621503,30.0055785
13,A,MOUSQ_E,Mousquines,6,2173.7869,32768.305,"c(6.64673709869385, 46.5168151855469)",6.64673709869385,46.5168151855469,FREYR_E,30.46872790131217,23.1101462
13,A,FREYR_E,Floreyres,7,600.4829,8517.183,"c(6.64867305755615, 46.5171699523926)",6.64867305755615,46.5171699523926,VDEIL_B,36.17642663310654,14.8028993
13,A,VDEIL_B,Verdeil,8,0,25595.877,"c(6.64967393875122, 46.5182304382324)",6.64967393875122,46.5182304382324,NA,NA,13.4930586
13,R,VDEIL_B,Verdeil,1,16752.541,0,"c(6.64967393875122, 46.5182304382324)",6.64967393875122,46.5182304382324,FREYR_O,43.70286297765385,49.0244726
13,R,FREYR_O,Floreyres,2,4065.6328,59.8,"c(6.64849185943604, 46.5170860290527)",6.64849185943604,46.5170860290527,MOUSQ_O,25.424622030237582,13.2095982
13,R,MOUSQ_O,Mousquines,3,17761.557,101.60002,"c(6.64729595184326, 46.5168724060059)",6.64729595184326,46.5168724060059,CHAND_O,63.78904378558806,24.8686825
13,R,CHAND_O,Chandolin,4,54811.344,899.5995,"c(6.64451122283936, 46.5175437927246)",6.64451122283936,46.5175437927246,MREPO_O,70.70307100219918,28.0359317
13,R,MREPO_O,Mon Repos,5,5353.7915,1558.803,"c(6.64084100723267, 46.5189666748047)",6.64084100723267,46.5189666748047,BENJC_S,78.76431042616764,24.2381008
13,R,BENJC_S,Benj. Constant,6,3271.69,13653.906,"c(6.63763999938965, 46.5194664001465)",6.63763999938965,46.5194664001465,SF_B,89.88573900051115,38.1300519
13,R,SF_B,St-François,7,1494.6022,55014.227,"c(6.63390016555786, 46.5194931030273)",6.63390016555786,46.5194931030273,MBNON_B,105.59403796172325,38.1174458
13,R,MBNON_B,Montbenon,8,0,32223.258,"c(6.62998580932617, 46.5197906494141)",6.62998580932617,46.5197906494141,NA,NA,14.8635111
16,A,PROVN_O,Provence nord,1,108015.59,0,"c(6.60607004165649, 46.5241317749023)",6.60607004165649,46.5241317749023,VJEUN_S,63.9308241252302,502.0304691
16,A,VJEUN_S,Vallée de la Jeunesse,2,31059.9,1806.5532,"c(6.60763502120972, 46.5232353210449)",6.60763502120972,46.5232353210449,PROVS_E,60.34513308276444,25.4752532
16,A,PROVS_E,Provence sud,3,60916.484,12475.738,"c(6.60824394226074, 46.5217666625977)",6.60824394226074,46.5217666625977,COTAG_E,46.98266804708769,36.0581039
16,A,COTAG_E,Cottages,4,63497.53,11417.875,"c(6.61014080047607, 46.5213012695312)",6.61014080047607,46.5213012695312,MTELY_E,55.35863814124683,32.5710342
16,A,MTELY_E,Montelly,5,83109.38,10530.487,"c(6.61263704299927, 46.520824432373)",6.61263704299927,46.520824432373,BLVDR_E,138.9521013597033,46.4009662
16,A,BLVDR_E,Belvédère,6,52306.047,11994.768,"c(6.61693811416626, 46.5208473205566)",6.61693811416626,46.5208473205566,TIVOL_E,71.7183093149944,29.9551530
16,A,TIVOL_E,Tivoli,7,24087.275,53547.594,"c(6.62107801437378, 46.5211372375488)",6.62107801437378,46.5211372375488,CH_E,214.7807894031622,33.9520921
16,A,TIVOL_E,Tivoli,7,24087.275,53547.594,"c(6.62107801437378, 46.5211372375488)",6.62107801437378,46.5211372375488,CH_N,386.94117647058823,33.9520921
16,A,CH_E,Chauderon,8,89164.43,113838.84,"c(6.6259069442749, 46.5232696533203)",6.6259069442749,46.5232696533203,B-AIR_C,98.81104294478529,40.3680564
16,A,B-AIR_C,Bel-Air,9,110166.19,101279.164,"c(6.6296272277832, 46.5219650268555)",6.6296272277832,46.5219650268555,SF_P,142.65502450980392,56.2741948
16,A,SF_P,St-François,10,116198.41,93148.17,"c(6.63352298736572, 46.5193939208984)",6.63352298736572,46.5193939208984,BENJC_N,78.56341584726633,67.5058140
16,A,BENJC_N,Benj. Constant,11,19465.04,41735.984,"c(6.63726806640625, 46.5191307067871)",6.63726806640625,46.5191307067871,BESS_N,103.56787762906308,35.2205303
16,A,BENJC_N,Benj. Constant,11,19465.04,41735.984,"c(6.63726806640625, 46.5191307067871)",6.63726806640625,46.5191307067871,PBESS_N,111.008682953783,35.2205303
16,A,PBESS_N,Pont Bessières,12,64846.953,31473.648,"c(6.6360330581665, 46.5215339660645)",6.6360330581665,46.5215339660645,VIRET_N,53.81650758445879,39.2374788
16,A,VIRET_N,Pierre Viret,13,18735.422,6434.644,"c(6.63400411605835, 46.5230102539062)",6.63400411605835,46.5230102539062,TNEL_U,63.11495386071456,24.7780506
16,A,TNEL_U,Tunnel,14,34695.137,7499.408,"c(6.63465690612793, 46.5246734619141)",6.63465690612793,46.5246734619141,BARRE_N,50.02449311252128,36.0814061
16,A,BARRE_N,Barre,15,22511.682,50649.23,"c(6.63606214523315, 46.5257453918457)",6.63606214523315,46.5257453918457,VULLM_N,58.205587586580506,34.7142083
16,A,VULLM_N,Vulliemin,16,3814.8481,25036.434,"c(6.63389492034912, 46.5277061462402)",6.63389492034912,46.5277061462402,PCHAT_N,57.59371727748691,23.1870526
16,A,PCHAT_N,Petit Château,17,1963.7429,16073.325,"c(6.63565301895142, 46.5277938842773)",6.63565301895142,46.5277938842773,HERMI_N,64.56407865081215,21.3048672
16,A,HERMI_N,Hermitage,18,14936.935,89193.375,"c(6.63626098632812, 46.529857635498)",6.63626098632812,46.529857635498,LISIE_N,67.81764474202441,47.6505280
16,A,LISIE_N,Lisière,19,4613.95,46303.46,"c(6.63773393630981, 46.5324859619141)",6.63773393630981,46.5324859619141,SIGNA_N,43.36297583320171,26.6345412
16,A,SIGNA_N,Signal,20,4951.3867,33969,"c(6.640625, 46.5326766967773)",6.640625,46.5326766967773,CHOCO_N,39.84524561680619,20.4388327
16,A,CHOCO_N,Chocolatière,21,215.53815,2275.3125,"c(6.64109516143799, 46.5361709594727)",6.64109516143799,46.5361709594727,SAUVA_N,62.042014873878706,12.2678882
16,A,SAUVA_N,Lac Sauvabelin,22,7381.3223,42312.633,"c(6.63911104202271, 46.5381088256836)",6.63911104202271,46.5381088256836,CASC_N,127.5351713574574,31.0669325
16,A,CASC_N,Cascades,23,7559.5225,37907.53,"c(6.64116477966309, 46.5402526855469)",6.64116477966309,46.5402526855469,LIBEL_E,63.40320728720147,27.2459123
16,A,LIBEL_E,Libellules,24,1360.2638,37859.64,"c(6.64426279067993, 46.5405921936035)",6.64426279067993,46.5405921936035,GVENN_O,43.153310104529616,22.8539115
16,A,GVENN_O,Grand Vennes,25,0,66349.09,"c(6.64608192443848, 46.5401191711426)",6.64608192443848,46.5401191711426,NA,NA,12.1391048
16,R,GVENN_O,Grand Vennes,1,70911.75,0,"c(6.64608192443848, 46.5401191711426)",6.64608192443848,46.5401191711426,LIBEL_O,64.94273663411484,552.3771713
16,R,LIBEL_O,Libellules,2,43371.723,1019.9408,"c(6.64401292800903, 46.5407867431641)",6.64401292800903,46.5407867431641,CASC_S,67.78430031536152,23.9792530
16,R,CASC_S,Cascades,3,38404.87,3980.0835,"c(6.64088106155396, 46.5400657653809)",6.64088106155396,46.5400657653809,SAUVA_S,119.75521091338642,25.4225464
16,R,SAUVA_S,Lac Sauvabelin,4,31436.918,12061.723,"c(6.63904619216919, 46.5380973815918)",6.63904619216919,46.5380973815918,CHOCO_S,43.16972208106946,28.5537858
16,R,CHOCO_S,Chocolatière,5,1560.7108,276.8542,"c(6.64084386825562, 46.5363845825195)",6.64084386825562,46.5363845825195,SIGNA_S,53.068067754077795,14.6768166
16,R,SIGNA_S,Signal,6,23254.754,4223.093,"c(6.64040517807007, 46.532600402832)",6.64040517807007,46.532600402832,LISIE_S,44.493786993845795,23.0685775
16,R,LISIE_S,Lisière,7,20518.59,6292.9106,"c(6.63731813430786, 46.5324172973633)",6.63731813430786,46.5324172973633,HERMI_S,82.44479260506834,23.7007957
16,R,HERMI_S,Hermitage,8,41461.43,9128.027,"c(6.63610887527466, 46.5304412841797)",6.63610887527466,46.5304412841797,VMOUL_S,170.6796569650514,29.8092515
16,R,VMOUL_S,Vieux-Moulin,9,47084.023,20572.205,"c(6.62944221496582, 46.5326156616211)",6.62944221496582,46.5326156616211,GBORD_S,67.10617789921069,40.7179828
16,R,GBORD_S,Grande-Borde,10,50110.06,9249.85,"c(6.63188409805298, 46.5296821594238)",6.63188409805298,46.5296821594238,MEMIS_S,52.948735501045824,35.9527171
16,R,MEMIS_S,Mémise,11,22490.605,15818.285,"c(6.63331699371338, 46.5271186828613)",6.63331699371338,46.5271186828613,TNEL_S,50.42971520073201,26.8528618
16,R,TNEL_S,Tunnel,12,13514.033,39617.867,"c(6.63404178619385, 46.5257377624512)",6.63404178619385,46.5257377624512,NORD_E,150.588122605364,61.5598383
16,R,TNEL_S,Tunnel,12,13514.033,39617.867,"c(6.63404178619385, 46.5257377624512)",6.63404178619385,46.5257377624512,VIRET_S,107.42600031505988,61.5598383
16,R,VIRET_S,Pierre Viret,13,5562.675,31318.363,"c(6.63395023345947, 46.5231285095215)",6.63395023345947,46.5231285095215,PBESS_S,76.23293850015689,25.0075221
16,R,PBESS_S,Pont Bessières,14,9436.045,77215.94,"c(6.63671922683716, 46.5209465026855)",6.63671922683716,46.5209465026855,SF_O,185.8087168948001,44.6340210
16,R,SF_O,St-François,15,84402.266,73212.09,"c(6.63294792175293, 46.5195503234863)",6.63294792175293,46.5195503234863,B-AIR_O,136.36950324959142,78.9823527
16,R,SF_O,St-François,15,84402.266,73212.09,"c(6.63294792175293, 46.5195503234863)",6.63294792175293,46.5195503234863,SF_P,158,78.9823527
16,R,B-AIR_O,Bel-Air,16,115602.13,38277.812,"c(6.62830305099487, 46.5225219726562)",6.62830305099487,46.5225219726562,CH_O,78.97127222982216,41.7292387
16,R,CH_O,Chauderon,17,111175.5,47051.273,"c(6.6256799697876, 46.5235748291016)",6.6256799697876,46.5235748291016,TIVOL_O,125.1646458445246,79.7009076
16,R,TIVOL_O,Tivoli,18,26508.133,34239.58,"c(6.62215805053711, 46.5211982727051)",6.62215805053711,46.5211982727051,BLVDR_O,63.568616163941975,24.4544548
16,R,BLVDR_O,Belvédère,19,11819.197,51391.97,"c(6.61745691299438, 46.5209503173828)",6.61745691299438,46.5209503173828,MTELY_O,118.13739004607594,30.1603730
16,R,MTELY_O,Montelly,20,8970.464,81419.86,"c(6.61242914199829, 46.5208320617676)",6.61242914199829,46.5208320617676,COTAG_O,49.988992992078,33.7213739
16,R,COTAG_O,Cottages,21,5477.19,62185.383,"c(6.61002206802368, 46.5213737487793)",6.61002206802368,46.5213737487793,PROVS_O,42.306619412369955,32.5367535
16,R,PROVS_O,Provence sud,22,4783.6064,62537.137,"c(6.60828304290771, 46.5217742919922)",6.60828304290771,46.5217742919922,VJEUN_N,49.893928421694554,31.7303838
16,R,VJEUN_N,Vallée de la Jeunesse,23,1180.8309,29660.918,"c(6.60773706436157, 46.5233612060547)",6.60773706436157,46.5233612060547,PROVN_O,42.11808738160709,23.1231467
16,R,PROVN_O,Provence nord,24,0,77071.14,"c(6.60607004165649, 46.5241317749023)",6.60607004165649,46.5241317749023,NA,NA,9.5466315
17,A,GTE_B,Georgette,1,19132.625,0,"c(6.63804721832275, 46.5166816711426)",6.63804721832275,46.5166816711426,GTE_N,101.14565383878995,374.6203598
17,A,GTE_N,Georgette,2,148419.97,1667.1108,"c(6.63794422149658, 46.517463684082)",6.63794422149658,46.517463684082,SF_O,166.074316730829,56.9554375
17,A,SF_O,St-François,3,404389,31826.506,"c(6.63294792175293, 46.5195503234863)",6.63294792175293,46.5195503234863,B-AIR_O,151.5822163714696,73.3849023
17,A,B-AIR_O,Bel-Air,4,622583.9,47099.56,"c(6.62830305099487, 46.5225219726562)",6.62830305099487,46.5225219726562,CH_O,80.34918738049713,45.8758258
17,A,CH_O,Chauderon,5,410872.3,63754.64,"c(6.6256799697876, 46.5235748291016)",6.6256799697876,46.5235748291016,BOST_O,92.04237916437472,80.8044933
17,A,BOST_O,Boston,6,115572.97,38642.89,"c(6.62232685089111, 46.5238647460938)",6.62232685089111,46.5238647460938,RECOR_O,74.2335383805261,30.8433023
17,A,RECOR_O,Recordon,7,76842.43,140347.31,"c(6.61763095855713, 46.5257911682129)",6.61763095855713,46.5257911682129,PRELA_O,92.7634236217458,40.2551042
17,A,PRELA_O,Prélaz,8,115305.31,314249.44,"c(6.61253881454468, 46.5263938903809)",6.61253881454468,46.5263938903809,PZROS_O,111.84748993352552,37.6440706
17,A,PZROS_O,Prélaz-les-Roses,9,54066.098,132591.39,"c(6.60630893707275, 46.527229309082)",6.60630893707275,46.527229309082,GALIC_O,74.27136467453369,35.7496428
17,A,GALIC_O,Galicien,11,95692.78,237351.52,"c(6.60339689254761, 46.5284423828125)",6.60339689254761,46.5284423828125,PERRL_O,105.82194790766572,39.5393748
17,A,PERRL_O,Perrelet,13,107902.73,75398.84,"c(6.59820890426636, 46.5301284790039)",6.59820890426636,46.5301284790039,R-VIL_O,74.94220884463996,45.8509869
17,A,R-VIL_O,Renens-Village,14,45933.24,152300.88,"c(6.59247493743896, 46.532543182373)",6.59247493743896,46.532543182373,SEGLI_O,76.94236691597008,31.2884464
17,A,SEGLI_O,Sous l'Eglise,15,34366.95,92564.91,"c(6.58824682235718, 46.5353546142578)",6.58824682235718,46.5353546142578,R-HV_O,47.7761390998333,29.8805891
