"stop_names","label","line_nbr","direction","passengers_in","passengers_out","travel_time","stopping_time","flow_l_in","flow_l_out","sigma_in","transferts_in","transferts_in%","diff_in","err_in%","sigma_out","transferts_out","transferts_out%","diff_out","err_out%"
"S9_R_CH_E","Chauderon",9,"R",224198.47,234875.66,104.968226830676,42.8472379,224325.26004,234748.86996,154188.386,70190.114,31.289,53.24,0.024,234829.569,0.769,0,81.468,0.035
"S9_R_B-AIR_C","Bel-Air",9,"R",388447.3,449972.2,148.197327305365,61.4703362,388574.09004,449845.40996,388574.09,0,0,0,0,324286.886,125325.2,27.86,-233.324,-0.052
"S9_R_SF_P","St-François",9,"R",560905.25,320699.88,125.741820437277,70.7908162,561032.04004,320573.08996,503560.623,57521.109,10.253,49.692,0.009,243112.626,77496.291,24.174,35.827,0.011
"S9_R_GTE_E","Georgette",9,"R",305112.12,92493.87,87.6588025022341,48.1055664,305238.91004,92367.07996,213008.298,92565.708,30.326,335.096,0.11,89697.308,2692.912,2.915,23.14,0.025
"S9_R_EGLAN_E","Eglantine",9,"R",38089.48,127445,39.4868988317287,28.600983,38216.27004,127318.20996,38216.27,0,0,0,0,127362.405,0,0,44.195,0.035
"S9_R_LEMAN_E","Avenue du Léman",9,"R",18849.168,73888,86.2023096854896,25.3091563,18975.95804,73761.20996,18975.958,0,0,0,0,73786.814,0,0,25.604,0.035
"S9_R_ESPER_E","Bonne-Espérance",9,"R",33867.21,228452.38,67.3914334844458,37.6332648,33994.00004,228325.58996,33698.118,294.868,0.867,-1.014,-0.003,228404.847,0,0,79.257,0.035
"S9_R_PDETT_E","Perraudettaz",9,"R",51115.965,218511.53,74.6578535319644,39.4621809,51242.75504,218384.73996,51242.755,0.001,0,0.001,0,197374.013,21089.13,9.657,78.403,0.036
"S9_R_MTILL_D","Montillier",9,"R",11895.669,105452.86,62.4016327443525,28.846553,12022.45904,105326.06996,12022.459,0,0,0,0,103115.992,2245.694,2.132,35.616,0.034
"S9_R_CLERG_E","Pully, Clergère",9,"R",103745.51,207991.1,74.8181533436249,44.3891076,103872.30004,207864.30996,101343.646,2528.936,2.435,0.282,0,137550.798,70439.903,33.887,126.391,0.061
"S9_R_REYM_E","Reymondin",9,"R",13054.689,55641.938,69.2618465060944,26.0754637,13181.47904,55515.14796,13181.479,0,0,0,0,55534.418,0,0,19.27,0.035
"S9_R_MLINS_E","Moulins",9,"R",11181.904,123366.266,44.1356095808921,30.342634,11308.69404,123239.47596,11308.694,0,0,0,0,123282.255,0,0,42.779,0.035
"S9_R_PAUDX_E","Paudex, Village",9,"R",16154.705,57467.637,42.7549948367979,24.9908187,16281.49504,57340.84696,16281.495,0,0,0,0,57360.751,0,0,19.904,0.035
"S9_R_MARRO_E","Marronnier",9,"R",7992.429,77518.266,70.6640477686989,27.6641225,8119.21904,77391.47596,8119.219,0,0,0,0,77418.34,0,0,26.864,0.035
"S9_R_GPONT_E","Grand-Pont",9,"R",6027.4033,115377.625,81.2462398419611,31.3865044,6154.19334,115250.83496,6154.193,0,0,0,0,115290.841,0,0,40.006,0.035
"S9_R_VOISD_E","Voisinand",9,"R",8369.199,157932.28,57.3306815883503,33.4665065,8495.98904,157805.48996,8495.846,0.143,0.002,0,0,157383.53,476.679,0.302,54.719,0.035
"S9_R_RIVE_E","Rive",9,"R",2670.5627,49108.625,82.9108452161396,19.8127598,2797.35274,48981.83496,2797.353,0,0,0,0,48998.838,0,0,17.003,0.035
"S9_R_LUTRY_B","Lutry, Corniche",9,"R",0,104020.22,NA,12.8397958,0,103893.42996,0,0,NA,0,NA,103929.494,0,0,36.064,0.035
"S12_A_FAVER_E","Faverges",12,"A",266433.22,2.0003884,84.2900135737832,40.9535209,272136.966313457,2.0003884,272136.966,0,0,0,0,2.001,0,0,0.001,0.05
"S12_A_CAP_E","Chemin du Cap",12,"A",104976.42,30875.22,66.4335978323979,32.6196626,110680.166313457,25171.4736865429,110680.166,0,0,0,0,25180.211,0,0,8.737,0.035
"S12_A_ESPER_O","Bonne-Espérance",12,"A",44406.65,15661.641,55.9476251306468,26.2333269,50110.3963134571,9957.89468654285,50110.396,0,0,0,0,5154.687,4778.317,47.985,-24.891,-0.25
"S12_A_LEMAN_O","Avenue du Léman",12,"A",18178.34,8268.115,72.9641543761855,20.186854,23882.0863134571,2564.36868654285,23882.086,0,0,0,0,2565.259,0,0,0.89,0.035
"S12_A_EGLAN_O","Eglantine",12,"A",36614.703,18482.506,85.9641792200751,27.5706267,42318.4493134571,12778.7596865429,42318.449,0,0,0,0,12783.195,0,0,4.435,0.035
"S12_A_GTE_O","Georgette",12,"A",14784.801,90484.125,84.7757056451613,31.0070093,20488.5473134571,84780.3786865429,6146.564,14398.147,70.274,56.164,0.274,57157.022,27574.455,32.525,-48.902,-0.058
"S12_A_SF_B","St-François",12,"A",4737.785,283360.4,111.803936029811,41.8943083,10441.5313134571,277656.653686543,3132.459,7327.033,70.172,17.961,0.172,277753.034,0,0,96.38,0.035
"S12_A_MBNON_B","Montbenon",12,"A",0,122850.36,NA,14.3675957,0,117146.613686543,0,0,NA,0,NA,115878.101,1308.025,1.117,39.512,0.034
"S12_R_MBNON_B","Montbenon",12,"R",114743.64,0,120.732989570814,523.5377783,109039.879085714,0,98753.056,10284.103,9.432,-2.72,-0.002,0,0,NA,0,NA
"S12_R_SF_P","St-François",12,"R",143779.75,9398.555,116.05871424701,57.3687435,138075.989085714,15102.3159142857,47919.798,90061.132,65.226,-95.059,-0.069,14289.872,801.513,5.307,-10.931,-0.072
"S12_R_GTE_E","Georgette",12,"R",94838.336,8673.586,79.0418779270039,45.0742733,89134.5750857143,14377.3469142857,26740.373,62600.143,70.231,205.941,0.231,14382.338,0,0,4.991,0.035
"S12_R_EGLAN_E","Eglantine",12,"R",4957.3574,28123.703,31.7080543406742,20.1432055,0,34573.8674285714,0,0,NA,0,NA,34585.869,0,0,12.002,0.035
"S12_R_LEMAN_E","Avenue du Léman",12,"R",1477.6514,18387.32,89.2088176042151,18.3846809,0,28317.1904285714,0,0,NA,0,NA,28327.02,0,0,9.83,0.035
"S12_R_ESPER_S","Bonne-Espérance",12,"R",14692.831,65846.16,73.4510625096944,34.4171703,8989.07008571429,71549.9209142857,8989.07,0,0,0,0,71574.757,0,0,24.836,0.035
"S12_R_TRAB_E","Trabandan",12,"R",18589.916,37819.035,48.8393452796525,32.2047852,12886.1550857143,43522.7959142857,12886.155,0,0,0,0,43537.904,0,0,15.108,0.035
"S12_R_FAVER_E","Faverges",12,"R",0,144978.47,NA,9.9940268,0,150682.230914286,0,0,NA,0,NA,150734.536,0,0,52.305,0.035
"S13_A_MBNON_B","Montbenon",13,"A",58971.305,0,119.607140048754,660.1511445,58971.3030642857,0,57662.58,1308.025,2.218,-0.698,-0.001,0,0,NA,0,NA
"S13_A_SF_P","St-François",13,"A",84149.69,6935.1924,81.2158751376002,66.2053157,84149.6880642857,6935.19433571429,25244.906,58954.626,70.059,49.844,0.059,6547.39,381.793,5.505,-6.011,-0.087
"S13_A_BENJC_N","Benj. Constant",13,"A",13983.393,12670.988,99.4785562799466,33.1357918,13983.3910642857,12670.9899357143,13983.391,0,0,0,0,11797.67,877.38,6.924,4.06,0.032
"S13_A_MREPO_E","Mon Repos",13,"A",2484.004,14591.296,70.8399921429974,23.1539942,2484.00206428571,14591.2979357143,2484.002,0,0,0,0,14596.363,0,0,5.065,0.035
"S13_A_CHAND_E","Chandolin",13,"A",4411.5967,65695.39,38.617140836215,30.0055785,4411.59476428571,65695.3919357143,4411.595,0,0,0,0,65718.196,0,0,22.804,0.035
"S13_A_MOUSQ_E","Mousquines",13,"A",2173.7869,32768.305,30.4687279013122,23.1101462,2173.78496428571,32768.3069357143,2173.785,0,0,0,0,32779.682,0,0,11.375,0.035
"S13_A_FREYR_E","Floreyres",13,"A",600.4829,8517.183,36.1764266331065,14.8028993,600.480964285714,8517.18493571429,600.481,0,0,0,0,8520.141,0,0,2.956,0.035
"S13_A_VDEIL_B","Verdeil",13,"A",0,25595.877,NA,13.4930586,0,25595.8789357143,0,0,NA,0,NA,25604.764,0,0,8.885,0.035
"S13_R_VDEIL_B","Verdeil",13,"R",16752.541,0,43.7028629776539,49.0244726,16752.5435014286,0,16752.544,0,0,0,0,0,0,NA,0,NA
"S13_R_FREYR_O","Floreyres",13,"R",4065.6328,59.8,25.4246220302376,13.2095982,4065.63530142857,59.7974985714286,4065.635,0,0,0,0,59.818,0,0,0.021,0.035
"S13_R_MOUSQ_O","Mousquines",13,"R",17761.557,101.60002,63.7890437855881,24.8686825,17761.5595014286,101.597518571429,17761.56,0,0,0,0,101.633,0,0,0.035,0.034
"S13_R_CHAND_O","Chandolin",13,"R",54811.344,899.5995,70.7030710021992,28.0359317,54811.3465014286,899.596998571429,54811.347,0,0,0,0,899.909,0,0,0.312,0.035
"S13_R_MREPO_O","Mon Repos",13,"R",5353.7915,1558.803,78.7643104261676,24.2381008,5353.79400142857,1558.80049857143,5353.794,0,0,0,0,1559.342,0,0,0.542,0.035
"S13_R_BENJC_S","Benj. Constant",13,"R",3271.69,13653.906,89.8857390005112,38.1300519,3271.69250142857,13653.9034985714,2565.213,705.601,21.567,-0.879,-0.027,10213.239,3417.699,25.031,-22.965,-0.168
"S13_R_SF_B","St-François",13,"R",1494.6022,55014.227,105.594037961723,38.1174458,1494.60470142857,55014.2244985714,1494.605,0,0,0,0,47703.47,7327.033,13.318,16.279,0.03
"S13_R_MBNON_B","Montbenon",13,"R",0,32223.258,NA,14.8635111,0,32223.2554985714,0,0,NA,0,NA,21944.047,10284.103,31.915,4.895,0.015
"S16_A_PROVN_O","Provence nord",16,"A",108015.59,0,63.9308241252302,502.0304691,108005.984234375,0,108005.984,0,0,0,0,0,0,NA,0,NA
"S16_A_VJEUN_S","Vallée de la Jeunesse",16,"A",31059.9,1806.5532,60.3451330827644,25.4752532,31050.294234375,1816.158965625,31050.294,0,0,0,0,1816.789,0,0,0.63,0.035
"S16_A_PROVS_E","Provence sud",16,"A",60916.484,12475.738,46.9826680470877,36.0581039,60906.878234375,12485.343765625,60906.878,0,0,0,0,12489.678,0,0,4.334,0.035
"S16_A_COTAG_E","Cottages",16,"A",63497.53,11417.875,55.3586381412468,32.5710342,63487.924234375,11427.480765625,63487.924,0,0,0,0,11431.447,0,0,3.966,0.035
"S16_A_MTELY_E","Montelly",16,"A",83109.38,10530.487,138.952101359703,46.4009662,83099.774234375,10540.092765625,83099.774,0,0,0,0,10543.751,0,0,3.658,0.035
"S16_A_BLVDR_E","Belvédère",16,"A",52306.047,11994.768,71.7183093149944,29.955153,52296.441234375,12004.373765625,52296.441,0,0,0,0,12008.541,0,0,4.167,0.035
"S16_A_TIVOL_E","Tivoli",16,"A",24087.275,53547.594,214.780789403162,33.9520921,24077.669234375,53557.199765625,24077.669,0,0,0,0,53575.791,0,0,18.591,0.035
"S16_A_CH_E","Chauderon",16,"A",89164.43,113838.84,98.8110429447853,40.3680564,89154.824234375,113848.445765625,26746.447,62593.569,70.208,185.192,0.208,43725.762,70191.083,61.653,68.399,0.06
"S16_A_B-AIR_C","Bel-Air",16,"A",110166.19,101279.164,142.655024509804,56.2741948,110156.584234375,101288.769765625,110156.584,0,0,0,0,75910.273,25294.551,24.973,-83.946,-0.083
"S16_A_SF_P","St-François",16,"A",116198.41,93148.17,78.5634158472663,67.505814,116188.804234375,93157.775765625,34856.641,81359.228,70.023,27.065,0.023,55285.241,37824.119,40.602,-48.416,-0.052
"S16_A_BENJC_N","Benj. Constant",16,"A",19465.04,41735.984,103.567877629063,35.2205303,19455.434234375,41745.589765625,15133.812,4295.08,22.077,-26.542,-0.136,41053.356,705.601,1.69,13.367,0.032
"S16_A_PBESS_N","Pont Bessières",16,"A",64846.953,31473.648,53.8165075844588,39.2374788,64837.347234375,31483.253765625,56054.323,8699.601,13.418,-83.423,-0.129,27466.505,3988.457,12.669,-28.292,-0.09
"S16_A_VIRET_N","Pierre Viret",16,"A",18735.422,6434.644,63.1149538607146,24.7780506,18725.816234375,6444.249765625,18725.816,0,0,0,0,6446.487,0,0,2.237,0.035
"S16_A_TNEL_U","Tunnel",16,"A",34695.137,7499.408,50.0244931125213,36.0814061,34685.531234375,7509.013765625,34685.531,0,0,0,0,7511.62,0,0,2.606,0.035
"S16_A_BARRE_N","Barre",16,"A",22511.682,50649.23,58.2055875865805,34.7142083,22502.076234375,50658.835765625,22502.076,0,0,0,0,50676.421,0,0,17.585,0.035
"S16_A_VULLM_N","Vulliemin",16,"A",3814.8481,25036.434,57.5937172774869,23.1870526,3805.242334375,25046.039765625,3805.242,0,0,0,0,25054.734,0,0,8.694,0.035
"S16_A_PCHAT_N","Petit Château",16,"A",1963.7429,16073.325,64.5640786508121,21.3048672,1954.137134375,16082.930765625,1954.137,0,0,0,0,16088.513,0,0,5.582,0.035
"S16_A_HERMI_N","Hermitage",16,"A",14936.935,89193.375,67.8176447420244,47.650528,14927.329234375,89202.980765625,14927.329,0,0,0,0,89233.945,0,0,30.964,0.035
"S16_A_LISIE_N","Lisière",16,"A",4613.95,46303.46,43.3629758332017,26.6345412,4604.344234375,46313.065765625,4604.344,0,0,0,0,46329.142,0,0,16.076,0.035
"S16_A_SIGNA_N","Signal",16,"A",4951.3867,33969,39.8452456168062,20.4388327,4941.780934375,33978.605765625,4941.781,0,0,0,0,33990.4,0,0,11.794,0.035
"S16_A_CHOCO_N","Chocolatière",16,"A",215.53815,2275.3125,62.0420148738787,12.2678882,205.932384375,2284.918265625,205.932,0,0,0,0,2285.711,0,0,0.793,0.035
"S16_A_SAUVA_N","Lac Sauvabelin",16,"A",7381.3223,42312.633,127.535171357457,31.0669325,7371.716534375,42322.238765625,7371.717,0,0,0,0,42336.93,0,0,14.691,0.035
"S16_A_CASC_N","Cascades",16,"A",7559.5225,37907.53,63.4032072872015,27.2459123,7549.916734375,37917.135765625,7549.917,0,0,0,0,37930.298,0,0,13.162,0.035
"S16_A_LIBEL_E","Libellules",16,"A",1360.2638,37859.64,43.1533101045296,22.8539115,1350.658034375,37869.245765625,1350.658,0,0,0,0,37882.391,0,0,13.145,0.035
"S16_A_GVENN_O","Grand Vennes",16,"A",0,66349.09,NA,12.1391048,0,66358.695765625,0,0,NA,0,NA,24410.777,41956.361,63.227,8.442,0.013
"S16_R_GVENN_O","Grand Vennes",16,"R",70911.75,0,64.9427366341148,552.3771713,70885.3326304348,0,70876.365,9.001,0.013,0.033,0,0,0,NA,0,NA
"S16_R_LIBEL_O","Libellules",16,"R",43371.723,1019.9408,67.7843003153615,23.979253,43345.3056304348,1046.35816956522,43345.306,0,0,0,0,1046.721,0,0,0.363,0.035
"S16_R_CASC_S","Cascades",16,"R",38404.87,3980.0835,119.755210913386,25.4225464,38378.4526304348,4006.50086956522,38378.453,0,0,0,0,4007.892,0,0,1.391,0.035
"S16_R_SAUVA_S","Lac Sauvabelin",16,"R",31436.918,12061.723,43.1697220810695,28.5537858,31410.5006304348,12088.1403695652,31410.501,0,0,0,0,12092.336,0,0,4.196,0.035
"S16_R_CHOCO_S","Chocolatière",16,"R",1560.7108,276.8542,53.0680677540778,14.6768166,1534.29343043478,303.271569565217,1534.293,0,0,0,0,303.377,0,0,0.105,0.035
"S16_R_SIGNA_S","Signal",16,"R",23254.754,4223.093,44.4937869938458,23.0685775,23228.3366304348,4249.51036956522,23228.337,0,0,0,0,4250.985,0,0,1.475,0.035
"S16_R_LISIE_S","Lisière",16,"R",20518.59,6292.9106,82.4447926050683,23.7007957,20492.1726304348,6319.32796956522,20492.173,0,0,0,0,6321.522,0,0,2.194,0.035
"S16_R_HERMI_S","Hermitage",16,"R",41461.43,9128.027,170.679656965051,29.8092515,41435.0126304348,9154.44436956522,41435.013,0,0,0,0,9157.622,0,0,3.178,0.035
"S16_R_VMOUL_S","Vieux-Moulin",16,"R",47084.023,20572.205,67.1061778992107,40.7179828,47057.6056304348,20598.6223695652,45911.279,1145.241,2.434,-1.086,-0.002,6181.732,37630.625,182.685,23213.735,112.696
"S16_R_GBORD_S","Grande-Borde",16,"R",50110.06,9249.85,52.9487355010458,35.9527171,50083.6426304348,9276.26736956522,50083.643,0,0,0,0,9279.487,0,0,3.22,0.035
"S16_R_MEMIS_S","Mémise",16,"R",22490.605,15818.285,50.429715200732,26.8528618,22464.1876304348,15844.7023695652,22464.188,0,0,0,0,10909.692,4943.357,31.199,8.347,0.053
"S16_R_TNEL_S","Tunnel",16,"R",13514.033,39617.867,150.588122605364,61.5598383,13487.6156304348,39644.2843695652,13487.615,0.001,0,0,0,39658.046,0,0,13.762,0.035
"S16_R_VIRET_S","Pierre Viret",16,"R",5562.675,31318.363,76.2329385001569,25.0075221,5536.25763043478,31344.7803695652,5536.258,0,0,0,0,31355.661,0,0,10.881,0.035
"S16_R_PBESS_S","Pont Bessières",16,"R",9436.045,77215.94,185.8087168948,44.634021,9409.62763043478,77242.3573695652,2822.888,13189.739,140.173,6602.999,70.173,63776.872,13487.616,17.461,22.131,0.029
"S16_R_SF_O","St-François",16,"R",84402.266,73212.09,136.369503249591,78.9823527,84375.8486304348,73238.5073695652,25312.755,60219.493,71.371,1156.399,1.371,44618.768,28967.603,39.552,347.864,0.475
"S16_R_B-AIR_O","Bel-Air",16,"R",115602.13,38277.812,78.9712722298222,41.7292387,115575.712630435,38304.2293695652,58990.06,55736.839,48.225,-848.814,-0.734,38317.526,0,0,13.297,0.035
"S16_R_CH_O","Chauderon",16,"R",111175.5,47051.273,125.164645844525,79.7009076,111149.082630435,47077.6903695652,60439.045,49705.351,44.72,-1004.687,-0.904,47094.001,0.032,0,16.343,0.035
"S16_R_TIVOL_O","Tivoli",16,"R",26508.133,34239.58,63.568616163942,24.4544548,26481.7156304348,34265.9973695652,19169.706,7304.336,27.583,-7.674,-0.029,10283.368,31079.996,90.702,7097.367,20.713
"S16_R_BLVDR_O","Belvédère",16,"R",11819.197,51391.97,118.137390046076,30.160373,11792.7796304348,51418.3873695652,11792.78,0,0,0,0,51436.236,0,0,17.849,0.035
"S16_R_MTELY_O","Montelly",16,"R",8970.464,81419.86,49.988992992078,33.7213739,8944.04663043478,81446.2773695652,8944.047,0,0,0,0,81474.549,0,0,28.272,0.035
"S16_R_COTAG_O","Cottages",16,"R",5477.19,62185.383,42.30661941237,32.5367535,5450.77263043478,62211.8003695652,5450.773,0,0,0,0,62233.395,0,0,21.595,0.035
"S16_R_PROVS_O","Provence sud",16,"R",4783.6064,62537.137,49.8939284216946,31.7303838,4757.18903043478,62563.5543695652,4757.189,0,0,0,0,62585.272,0,0,21.718,0.035
"S16_R_VJEUN_N","Vallée de la Jeunesse",16,"R",1180.8309,29660.918,42.1180873816071,23.1231467,1154.41353043478,29687.3353695652,346.324,23361.878,2023.701,22553.788,1953.701,28051.376,1655.454,5.576,19.495,0.066
"S16_R_PROVN_O","Provence nord",16,"R",0,77071.14,NA,9.5466315,0,77097.5573695652,0,0,NA,0,NA,77124.32,0,0,26.763,0.035
"S17_A_GTE_B","Georgette",17,"A",19132.625,0,101.14565383879,374.6203598,17009.710933913,0,17009.711,0,0,0,0,0,0,NA,0,NA
"S17_A_GTE_N","Georgette",17,"A",148419.97,1667.1108,166.074316730829,56.9554375,146297.055933913,3790.02486608696,132833.09,13424.963,9.177,-39.003,-0.027,3791.34,0,0,1.315,0.035
"S17_A_SF_O","St-François",17,"A",404389,31826.506,151.58221637147,73.3849023,402266.085933913,33949.420066087,174136.459,228718.088,56.857,588.461,0.146,24605.04,9346.979,27.532,2.599,0.008
"S17_A_B-AIR_O","Bel-Air",17,"A",622583.9,47099.56,80.3491873804971,45.8758258,620460.985933913,49222.474066087,585492.225,34920.425,5.628,-48.336,-0.008,49239.56,0,0,17.086,0.035
"S17_A_CH_O","Chauderon",17,"A",410872.3,63754.64,92.0423791643747,80.8044933,408749.385933913,65877.554066087,342135.618,66591.414,16.292,-22.354,-0.005,65900.422,0,0,22.868,0.035
"S17_A_BOST_O","Boston",17,"A",115572.97,38642.89,74.2335383805261,30.8433023,113450.055933913,40765.804066087,42115.076,71175.578,62.737,-159.402,-0.141,40779.955,0,0,14.151,0.035
"S17_A_RECOR_O","Recordon",17,"A",76842.43,140347.31,92.7634236217458,40.2551042,74719.515933913,142470.224066087,74719.516,0,0,0,0,142519.679,0,0,49.455,0.035
"S17_A_PRELA_O","Prélaz",17,"A",115305.31,314249.44,111.847489933526,37.6440706,113182.395933913,316372.354066087,113182.396,0,0,0,0,316482.174,0,0,109.82,0.035
"S17_A_PZROS_O","Prélaz-les-Roses",17,"A",54066.098,132591.39,74.2713646745337,35.7496428,51943.183933913,134714.304066087,29286.952,22785.371,43.866,129.139,0.249,103683.961,30814.509,22.874,-215.834,-0.16
"S17_A_GALIC_O","Galicien",17,"A",95692.78,237351.52,105.821947907666,39.5393748,93569.865933913,239474.434066087,93569.866,0,0,0,0,239557.561,0,0,83.127,0.035
"S17_A_PERRL_O","Perrelet",17,"A",107902.73,75398.84,74.94220884464,45.8509869,105779.815933913,77521.754066087,103616.287,2184.724,2.065,21.195,0.02,66431.364,11028.196,14.226,-62.194,-0.08
"S17_A_R-VIL_O","Renens-Village",17,"A",45933.24,152300.88,76.9423669159701,31.2884464,43810.325933913,154423.794066087,43810.326,0,0,0,0,154477.398,0,0,53.604,0.035
"S17_A_SEGLI_O","Sous l'Eglise",17,"A",34366.95,92564.91,47.7761390998333,29.8805891,32244.035933913,94687.824066087,32244.036,0,0,0,0,94720.692,0,0,32.868,0.035
"S17_A_R-HV_O","Hôtel-de-Ville",17,"A",31679.258,58046.06,57.5817975551028,30.2564595,29556.343933913,60168.974066087,29556.344,0,0,0,0,60189.86,0,0,20.886,0.035
"S17_A_AVNIR_O","Avenir",17,"A",13980.561,201629.34,62.0833229852229,35.5073856,11857.646933913,203752.254066087,11857.646,0.001,0,0,0,181191.059,22629.296,11.106,68.101,0.033
"S17_A_R-14A_O","Renens-14 Avril",17,"A",175567.05,284872.4,109.949785077856,53.5053347,173444.135933913,286995.314066087,173444.136,0,0,0,0,286903.14,180.478,0.063,88.304,0.031
"S17_A_JURA_N","Jura",17,"A",5633.3584,35049.406,62.5263966758687,23.0989496,3510.44433391304,37172.320066087,3321.981,188.079,5.358,-0.384,-0.011,37185.223,0,0,12.903,0.035
"S17_A_ZING_O","Zinguerie",17,"A",11175.027,92611.18,48.6865323315118,30.9215072,9052.11293391304,94734.094066087,9051.845,0.273,0.003,0.005,0,89146.706,5618.941,5.931,31.553,0.033
"S17_A_ARC-C_O","Arc-en-Ciel",17,"A",5786.484,75507.19,80.3173306772908,37.2696095,3663.56993391304,77630.104066087,3663.57,0,0,0,0,77657.051,0,0,26.947,0.035
"S17_A_CPLAN_N","Croix-de-Plan",17,"A",3537.0688,139244.17,89.1975846649007,32.7855151,1414.15473391304,141367.084066087,1414.155,0,0,0,0,141416.156,0,0,49.072,0.035
"S17_A_BUYE_N","Buyère",17,"A",2709.87,25628.803,68.2283760683761,21.7764961,586.955933913044,27751.717066087,586.956,0,0,0,0,27761.35,0,0,9.633,0.035
"S17_A_COCAG_E","Cocagne",17,"A",1107.4922,86546.92,32.181579921944,28.0541026,0,89685.2559321739,0,0,NA,0,NA,89716.388,0,0,31.132,0.035
"S17_A_RENTE_E","Rente",17,"A",297.26944,8944.309,56.8617957997321,12.0979403,0,12892.8676921739,0,0,NA,0,NA,12897.343,0,0,4.475,0.035
"S17_A_CPEAG_B","Croix-Péage",17,"A",0,69024.92,NA,10.009888,0,71147.834066087,0,0,NA,0,NA,70841.811,323.403,0.455,17.38,0.024
"S17_R_CPEAG_B","Croix-Péage",17,"R",66955.7,0,87.8260450069525,496.2513266,67876.4137797826,0,67632.042,249.039,0.367,4.667,0.007,0,0,NA,0,NA
"S17_R_RENTE_O","Rente",17,"R",5371.6553,684.92017,41.1417139614075,10.894577,6528.16268956522,0,6528.163,0,0,0,0,0,0,NA,0,NA
"S17_R_COCAG_O","Cocagne",17,"R",67837.47,1541.8535,86.5596879432624,28.0276674,68758.1837797826,621.139720217392,68758.184,0,0,0,0,621.355,0,0,0.215,0.035
"S17_R_BUYE_S","Buyère",17,"R",27019.023,2256.413,104.865121688319,54.0439716,27939.7367797826,1335.69922021739,27939.737,0,0,0,0,1336.163,0,0,0.464,0.035
"S17_R_CPLAN_S","Croix-de-Plan",17,"R",125154.69,4005.708,84.3910000283374,37.2103307,126075.403779783,3084.99422021739,126075.404,0,0,0,0,3086.065,0,0,1.071,0.035
"S17_R_ARC-C_E","Arc-en-Ciel",17,"R",87505.31,5940.0977,58.9896842940543,30.1544107,88426.0237797826,5019.38392021739,88426.024,0,0,0,0,5021.126,0,0,1.742,0.035
"S17_R_ZING_E","Zinguerie",17,"R",93385.17,7751.499,54.6421810349714,32.0962138,94305.8837797826,6830.78522021739,94295.069,11.027,0.012,0.212,0,6796.391,36.904,0.54,2.51,0.037
"S17_R_JURA_E","Jura",17,"R",33656.133,8726.161,161.710656016315,24.2752083,34576.8467797826,7805.44722021739,34576.847,0,0,0,0,7808.157,0,0,2.71,0.035
"S17_R_RCFFN_E","Renens-Gare nord",17,"R",239192.53,173884.64,99.7533102652826,47.4355449,240113.243779783,172963.926220217,230700.825,9417.363,3.922,4.944,0.002,126794.288,45565.453,26.344,-604.185,-0.349
"S17_R_1-AOU_E","1er Août",17,"R",360001.53,21262.576,50.9586708203531,50.9418685,360922.243779783,20341.8622202174,355945.644,4976.718,1.379,0.118,0,20348.921,0.002,0,7.061,0.035
"S17_R_R-HV_S","Hôtel-de-Ville",17,"R",50225.297,14836.851,51.1895154774821,25.4368755,51146.0107797826,13916.1372202174,51146.011,0,0,0,0,13920.968,0,0,4.831,0.035
"S17_R_SEGLI_E","Sous l'Eglise",17,"R",110612.734,43169.016,68.6121049837261,32.3339258,111533.447779783,42248.3022202174,111533.448,0,0,0,0,42262.968,0,0,14.666,0.035
"S17_R_R-VIL_E","Renens-Village",17,"R",159586.34,64829.035,109.372320048003,34.3887953,160507.053779783,63908.3212202174,160507.054,0,0,0,0,63930.505,0,0,22.184,0.035
"S17_R_PERRL_E","Perrelet",17,"R",122369.27,134325.75,114.426013264554,59.1976645,123289.983779783,133405.036220217,120419.075,2901.04,2.353,30.131,0.024,133447.703,3.618,0.003,46.285,0.035
"S17_R_GALIC_E","Galicien",17,"R",246002.48,80723.44,57.2584166568639,40.397815,246923.193779783,79802.7262202174,246923.194,0,0,0,0,79830.427,0,0,27.701,0.035
"S17_R_PZROS_E","Prélaz-les-Roses",17,"R",135445.52,53282.688,103.047619047619,44.4886249,136366.233779783,52361.9742202174,119166.732,17287.647,12.677,88.145,0.065,40157.014,12112.577,23.132,-92.383,-0.176
"S17_R_PRELA_E","Prélaz",17,"R",346384.8,140540.88,93.2939370320508,61.0254351,347305.513779783,139620.166220217,347305.514,0,0,0,0,139668.631,0,0,48.465,0.035
"S17_R_RECOR_E","Recordon",17,"R",154590.03,85876.41,70.3118721784963,34.4047332,155510.743779783,84955.6962202174,155510.744,0,0,0,0,84985.186,0,0,29.49,0.035
"S17_R_BOST_E","Boston",17,"R",26276.033,201846.66,114.853640100156,51.2728025,27196.7467797826,200925.946220217,26635.276,561.267,2.064,-0.204,-0.001,147425.315,53609.155,26.681,108.524,0.054
"S17_R_CH_E","Chauderon",17,"R",97880.13,419099.25,100.441531114053,42.2989323,98800.8437797826,418178.536220217,98800.844,0,0,0,0,347749.387,70555.482,16.872,126.333,0.03
"S17_R_B-AIR_C","Bel-Air",17,"R",78761.27,673392.44,131.336966544509,57.7387933,79681.9837797826,672471.726220217,79681.984,0,0,0,0,507793.883,164831.891,24.511,154.048,0.023
