"stop_names","label","line_nbr","direction","passengers_in","passengers_out","travel_time","stopping_time","flow_l_in","flow_l_out","sigma_in","transferts_in","transferts_in%","diff_in","err_in%","sigma_out","transferts_out","transferts_out%","diff_out","err_out%"
"S25_A_RCFFS_E","Renens-Gare sud",25,"A",382214.06,8484.512,117.685573142975,42.1901669,379772.537793182,10926.0342068182,251676.935,128280.594,33.778,184.991,0.049,10893.848,36.188,0.331,4.002,0.037
"S25_A_CENSU_E","Censuy",25,"A",76215.63,93359.91,59.0452311989242,31.4194341,73774.1077931818,95801.4322068182,33597.933,40166.89,54.446,-9.285,-0.013,90207.789,5624.619,5.871,30.976,0.032
"S25_A_R-PIS_S","Renens, Piscine",25,"A",62904.727,59534.734,52.9416298135361,31.4183304,60463.2047931818,61976.2562068182,60463.205,0,0,0,0,61997.769,0,0,21.513,0.035
"S25_A_DOLE_E","Dorigny-Léman",25,"A",16366.782,7534.8896,110.950751403223,19.8048724,13925.2597931818,9976.41180681818,13925.26,0,0,0,0,9979.875,0,0,3.463,0.035
"S25_A_BNEN_E","Bourdonnette nord",25,"A",146675.78,85925.47,134.903705722071,41.7866584,144234.257793182,88366.9922068182,144234.258,0,0,0,0,88397.666,0,0,30.674,0.035
"S25_A_SABL_E","Sablons",25,"A",93909.82,57617.492,84.4924565822617,32.0694043,91468.2977931818,60059.0142068182,91468.298,0,0,0,0,60079.862,0,0,20.848,0.035
"S25_A_BOISV_E","Bois de Vaux",25,"A",151016.25,68332.41,164.260869565217,37.8084317,148574.727793182,70773.9322068182,148574.728,0,0,0,0,70798.499,0,0,24.567,0.035
"S25_A_MALF_M","Maladière-Figuiers",25,"A",38117.285,53779.05,42.8907966668436,32.473391,35675.7627931818,56220.5722068182,35675.763,0,0,0,0,56240.088,0,0,19.516,0.035
"S25_A_FIGUI_M","Figuiers",25,"A",20487.91,36145.176,63.0111819807318,28.5484051,18046.3877931818,38586.6982068182,18046.388,0,0,0,0,38600.092,0,0,13.394,0.035
"S25_A_BATEL_E","Batelière",25,"A",69897.94,66836.2,57.754710937917,29.6722265,67456.4177931818,69277.7222068182,67456.418,0,0,0,0,57297.092,11923.634,17.211,-56.996,-0.082
"S25_A_RTCOU_E","Riant-Cour",25,"A",56896.863,67236.055,54.924811829392,30.2791865,54455.3407931818,69677.5772068182,54455.341,0,0,0,0,69701.764,0,0,24.187,0.035
"S25_A_CEDRE_E","Cèdres",25,"A",64410.863,51464.895,80.5524404571185,41.333102,61969.3407931818,53906.4172068182,61969.341,0,0,0,0,53925.129,0,0,18.712,0.035
"S25_A_BGARD_E","Beauregard",25,"A",50384.82,58079.22,92.5768142254499,33.66664,47943.2977931818,60520.7422068182,39790.247,8204.805,17.114,51.754,0.108,60541.75,0,0,21.008,0.035
"S25_A_DLICE_E","Délices",25,"A",162590.17,328893.06,76.5978374048859,48.8936028,160148.647793182,331334.582206818,105901.096,54419.281,33.98,171.729,0.107,309489.948,21985.961,6.636,141.327,0.043
"S25_A_ELYSE_E","Elysée",25,"A",34260.38,71866.91,66.9886002616333,26.5645708,31818.8577931818,74308.4322068182,31818.858,0,0,0,0,74334.226,0,0,25.794,0.035
"S25_A_MUSEO_O","Musée Olympique",25,"A",8825.306,49334.387,66.4267214909353,26.930854,6383.78379318182,51775.9092068182,6383.784,0,0,0,0,29409.682,22308.75,43.087,-57.477,-0.111
"S25_A_MTSI_E","Montchoisi",25,"A",44776.945,105969.69,43.3638016794138,37.7855979,42335.4227931818,108411.212206818,42335.423,0,0,0,0,107218.352,1223.65,1.129,30.79,0.028
"S25_A_METAI_E","Métairie",25,"A",12989.371,17625,34.5293126504413,16.3566882,10547.8487931818,20066.5222068182,10547.849,0,0,0,0,20073.488,0,0,6.966,0.035
"S25_A_PPTAY_E","Pierraz-Portay",25,"A",11707.586,42991.082,55.4861872542989,22.0365606,9266.06379318182,45432.6042068182,9266.064,0,0,0,0,45448.375,0,0,15.771,0.035
"S25_A_RAMUZ_E","C. F. Ramuz",25,"A",18884.465,51866.477,59.7953360254593,23.2282245,16442.9427931818,54307.9992068182,16442.943,0,0,0,0,54326.851,0,0,18.852,0.035
"S25_A_JOLTT_E","Joliette",25,"A",4977.9097,37868.836,48.1607123756552,20.3281363,2536.38749318182,40310.3582068182,2536.387,0,0,0,0,40323.931,0.409,0.001,13.982,0.035
"S25_A_PLY-G_2","Pully, gare",25,"A",0,77678.87,NA,8.4701381,0,80120.3922068182,0,0,NA,0,NA,80148.204,0,0,27.812,0.035
"S25_R_PLY-G_2","Pully, gare",25,"R",169924.48,0,24.3613948761833,294.2883422,169930.111754348,0,169006.976,923.317,0.543,0.181,0,0,0,NA,0,NA
"S25_R_PREAU_O","Préau",25,"R",21722.836,941.0353,37.8422333342247,12.5303257,21728.4677543478,935.403545652174,20686.097,1052.611,4.844,10.24,0.047,935.728,0,0,0.324,0.035
"S25_R_JOLTT_O","Joliette",25,"R",38961.89,4590.1504,59.9539959345244,19.9476429,38967.5217543478,4584.51864565217,38967.522,0,0,0,0,4586.11,0,0,1.591,0.035
"S25_R_RAMUZ_O","C. F. Ramuz",25,"R",58793.543,15904.483,54.9665382763601,21.4677972,58799.1747543478,15898.8512456522,58799.175,0,0,0,0,15904.37,0,0,5.519,0.035
"S25_R_PPTAY_O","Pierraz-Portay",25,"R",50468.52,11633.506,36.7145875682037,22.6001712,50474.1517543478,11627.8742456522,50474.152,0,0,0,0,11631.911,0,0,4.037,0.035
"S25_R_METAI_O","Métairie",25,"R",27799.09,10122.561,78.7711187671928,18.1321012,27804.7217543478,10116.9292456522,27804.722,0,0,0,0,10120.441,0,0,3.512,0.035
"S25_R_MTSI_S","Montchoisi",25,"R",104637.62,33336.953,61.5805133409898,38.2235665,104643.251754348,33331.3212456522,89541.053,15247.895,14.571,145.696,0.139,33310.185,31.636,0.095,10.5,0.032
"S25_R_MUSEO_S","Musée Olympique",25,"R",65028.945,7370.8623,39.6387041636621,30.0457253,65034.5767543478,7365.23054565217,33265.41,31807.207,48.908,38.04,0.058,7367.787,0,0,2.556,0.035
"S25_R_ELYSE_O","Elysée",25,"R",51887.406,30761.422,83.9784524190964,24.6163502,51893.0377543478,30755.7902456522,51893.038,0,0,0,0,30766.466,0,0,10.676,0.035
"S25_R_DLICE_O","Délices",25,"R",243487.25,196254,85.5797329773031,46.1672541,243492.881754348,196248.368245652,215424.686,28179.723,11.573,111.527,0.046,182553.372,13695.038,6.978,0.042,0
"S25_R_BGARD_S","Beauregard",25,"R",67804.28,41551.316,70.499225840897,29.1386115,67809.9117543478,41545.6842456522,67809.912,0,0,0,0,27564.436,13937.846,33.548,-43.402,-0.104
"S25_R_CEDRE_O","Cèdres",25,"R",59122.676,54474.457,52.8794415227315,28.9978377,59128.3077543478,54468.8252456522,59128.308,0,0,0,0,54487.733,0,0,18.908,0.035
"S25_R_RTCOU_O","Riant-Cour",25,"R",67219.25,43700.395,57.7700541896906,29.4861048,67224.8817543478,43694.7632456522,67224.882,0,0,0,0,43709.931,0,0,15.168,0.035
"S25_R_BATEL_O","Batelière",25,"R",56670.28,64338.95,61.9800864876408,29.6628227,56675.9117543478,64333.3182456522,54476.253,2235.074,3.944,35.415,0.062,64355.65,0,0,22.332,0.035
"S25_R_FIGUI_D","Figuiers",25,"R",41667.535,27388.074,53.8773382153944,28.3038885,41673.1667543478,27382.4422456522,41673.167,0,0,0,0,27391.947,0,0,9.505,0.035
"S25_R_MALF_D","Maladière-Figuiers",25,"R",64889.92,32410.877,99.9393754315152,30.4426225,64895.5517543478,32405.2452456522,64895.552,0,0,0,0,32416.494,0,0,11.249,0.035
"S25_R_BOISV_O","Bois de Vaux",25,"R",71345.87,136003.42,58.9203373200032,35.4934224,71351.5017543478,135997.788245652,71351.502,0,0,0,0,136044.996,0,0,47.208,0.035
"S25_R_SABL_O","Sablons",25,"R",40298.13,68914.16,150.548284372263,23.6693893,40303.7617543478,68908.5282456522,40303.762,0,0,0,0,68932.448,0,0,23.92,0.035
"S25_R_BNEN_O","Bourdonnette nord",25,"R",84074.78,169693.36,54.847181649605,40.3734759,84080.4117543478,169687.728245652,84080.412,0,0,0,0,169746.63,0,0,58.902,0.035
"S25_R_DOLE_O","Dorigny-Léman",25,"R",4791.6143,31885.578,79.3073250025399,19.6345416,4797.24605434783,31879.9462456522,4797.246,0,0,0,0,31891.012,0,0,11.066,0.035
"S25_R_R-PIS_N","Renens, Piscine",25,"R",23389.121,76051.94,55.1065278130556,28.8166463,23394.7527543478,76046.3082456522,23394.753,0,0,0,0,76072.706,0,0,26.398,0.035
"S25_R_CENSU_O","Censuy",25,"R",74881.086,63568.93,135.58871718007,29.8681991,74886.7177543478,63563.2982456522,56123.913,18770.018,25.065,7.213,0.01,48872.618,14707.819,23.139,17.139,0.027
"S25_R_RCFFS_O","Renens-Gare sud",25,"R",14141.242,311283.3,54.1789250536439,43.1325977,14146.8737543478,311277.668245652,14035.083,115.769,0.818,3.978,0.028,206427.254,104920.7,33.706,70.286,0.023
"S25_R_GLYCI_B","Glycines",25,"R",0,71086.695,NA,9.7201468,0,71081.0632456522,0,0,NA,0,NA,71105.737,0,0,24.674,0.035
"S29_A_SPAUL_A","St-Paul",29,"A",18719.803,0,123.486658932715,643.1727941,18719.802885,0,18719.803,0,0,0,0,0,0,NA,0,NA
"S29_A_BOST_S","Boston",29,"A",923.3999,1653.2512,108.414200038692,31.2656613,923.399785,1653.251315,627.437,296.056,32.062,0.093,0.01,506.285,1146.802,69.366,-0.164,-0.01
"S29_A_CH_E","Chauderon",29,"A",771.59937,3245.1013,89.7253002712127,28.6463533,771.599255,3245.101415,771.599,0,0,0,0,1974.163,1271.069,39.169,0.131,0.004
"S29_A_B-AIR_C","Bel-Air",29,"A",448.84955,8345.399,122.888436166085,51.5153041,448.849435,8345.399115,448.849,0,0,0,0,4345.618,3997.645,47.902,-2.136,-0.026
"S29_A_SF_P","St-François",29,"A",0,7619.8994,NA,9.3420644,0,7619.899515,0,0,NA,0,NA,6333.892,1288.277,16.907,2.269,0.03
"S31_A_VENOS_E","Venoge sud",31,"A",71980.21,0,51.4081482390477,291.0174556,71980.2094929412,0,71980.209,0,0,0,0,0,0,NA,0,NA
"S31_A_LVIAU_E","Laviau",31,"A",19421.734,695.87494,36.238282208589,18.0026179,19421.7334929412,695.875447058824,19421.733,0,0,0,0,696.117,0,0,0.242,0.035
"S31_A_CHTRE_E","Chantres",31,"A",14194.762,865.9519,71.2560821032833,19.9514928,14194.7614929412,865.952407058824,14194.761,0,0,0,0,866.253,0,0,0.301,0.035
"S31_A_SSULP_E","St-Sulpice VD, centre",31,"A",34344.695,3915.0044,79.9270326615705,32.2057489,34344.6944929412,3915.00490705882,34344.694,0,0,0,0,3916.364,0,0,1.359,0.035
"S31_A_BOCHT_N","Bochet",31,"A",28673.398,4822.27,84.5128142244022,22.3625475,28673.3974929412,4822.27050705882,28673.397,0,0,0,0,4823.944,0,0,1.673,0.035
"S31_A_RUSEL_E","Russel",31,"A",33338.48,6600.493,82.5615648761344,26.1530758,33338.4794929412,6600.49350705882,33338.479,0,0,0,0,6602.785,0,0,2.291,0.035
"S31_A_PAQUE_E","Pâqueret",31,"A",22904.398,9953.612,110.28182745258,26.4390892,22904.3974929412,9953.61250705882,22904.397,0,0,0,0,9957.068,0,0,3.455,0.035
"S31_A_ARGAN_N","Argand",31,"A",20028.57,22493.514,60.1522040250957,26.2543341,20028.5694929412,22493.5145070588,20028.569,0,0,0,0,22501.322,0,0,7.807,0.035
"S31_A_SORGE_E","UNIL-Sorge",31,"A",13756.428,62785.14,122.955350959384,29.3913061,13756.4274929412,62785.1405070588,4126.928,11407.709,82.926,1778.21,12.926,18842.08,44692.132,71.183,749.071,1.193
"S31_A_MOULN_O","Mouline",31,"A",1027.6798,7256.427,74.0833469121721,14.3166986,1027.67929294118,7256.42750705882,1027.679,0,0,0,0,7258.946,0,0,2.518,0.035
"S31_A_BRGES_O","Berges",31,"A",62834.984,16445.033,72.5199934848115,27.8626772,62834.9834929412,16445.0335070588,62834.983,0,0,0,0,16450.742,0,0,5.708,0.035
"S31_A_CHAVP_B","Chavannes-R., Plaine",31,"A",53413.61,10842.766,33.3318584070796,30.039987,53413.6094929412,10842.7665070588,53413.609,0,0,0,0,10846.53,0,0,3.763,0.035
"S31_A_CHAVC_N","Chavannes-R., Cèdres",31,"A",340.67682,154.89104,48.2884955752212,17.4150442,340.676312941176,154.891547058824,340.676,0,0,0,0,154.945,0,0,0.053,0.034
"S31_A_CONCO_N","Concorde",31,"A",4862.4043,15269.414,48.2725014254297,28.8554963,4862.40379294118,15269.4145070588,4862.404,0,0,0,0,4582.414,11407.696,74.709,720.695,4.72
"S31_A_PLANT_O","Planta",31,"A",19129.115,43369.766,63.8773723222286,20.0981917,19129.1144929412,43369.7665070588,19086.396,41.483,0.217,-1.235,-0.006,43384.821,0,0,15.054,0.035
"S31_A_GLYCI_E","Glycines",31,"A",1481.9635,20005.836,106.141326925427,26.1823735,1481.96299294118,20005.8365070588,1481.963,0,0,0,0,20012.781,0,0,6.944,0.035
"S31_A_RCFFS_E","Renens-Gare sud",31,"A",2435.2861,155163.88,53.8496976314463,38.374048,2435.28559294118,155163.880507059,2435.286,0,0,0,0,143801.363,11610.442,7.483,247.924,0.16
"S31_A_RCFFS_B","Renens-Gare sud",31,"A",0,23528.504,NA,13.5590879,0,23528.5045070588,0,0,NA,0,NA,23536.672,0,0,8.167,0.035
"S31_R_RCFFS_B","Renens-Gare sud",31,"R",128182.59,0,47.6383436853002,735.1752321,128182.591521111,0,128182.592,0,0,0,0,0,0,NA,0,NA
"S31_R_RCFFS_O","Renens-Gare sud",31,"R",98335.69,1429.5104,80.1999511321062,40.9101449,98335.6915211111,1429.50887888889,29500.707,68977.105,70.145,142.12,0.145,1430.005,0,0,0.496,0.035
"S31_R_GLYCI_O","Glycines",31,"R",19631.625,2782.8232,74.4941147721256,19.7666558,19631.6265211111,2782.82167888889,19631.627,0,0,0,0,2783.788,0,0,0.966,0.035
"S31_R_PLANT_E","Planta",31,"R",33719.15,17143.38,34.1445096122515,18.1703661,33719.1515211111,17143.3784788889,22198.656,11530.717,34.196,10.221,0.03,17149.329,0,0,5.951,0.035
"S31_R_CONCO_E","Concorde",31,"R",14980.815,5477.9272,65.0026548672566,28.2633187,14980.8165211111,5477.92567888889,6519.041,8566.565,57.184,104.789,0.699,5479.827,0,0,1.901,0.035
"S31_R_CHAVC_S","Chavannes-R., Cèdres",31,"R",1054.7019,415.1503,33.9637168141593,20.8,1054.70342111111,415.148778888889,1054.703,0,0,0,0,415.293,0,0,0.144,0.035
"S31_R_CHAVP_D","Chavannes-R., Plaine",31,"R",16521.648,63414.9,79.7860141000041,32.0519306,16521.6495211111,63414.8984788889,16521.65,0,0,0,0,63436.911,0,0,22.013,0.035
"S31_R_BRGES_E","Berges",31,"R",10370.829,26828.979,52.9335017520985,22.7947757,10370.8305211111,26828.9774788889,10370.831,0,0,0,0,26838.29,0,0,9.313,0.035
"S31_R_MOULN_E","Mouline",31,"R",7859.562,42046.758,137.725916870416,23.5745661,7859.56352111111,42046.7564788889,7859.564,0,0,0,0,42061.352,0,0,14.596,0.035
"S31_R_SORGE_O","UNIL-Sorge",31,"R",46820.47,22182.36,60.8090304686544,32.7961695,46820.4715211111,22182.3584788889,46819.897,0.591,0.001,0.016,0,6657.018,15644.571,70.527,119.231,0.538
"S31_R_ARGAN_S","Argand",31,"R",21428.457,33798.094,99.4908667402231,21.639597,21428.4585211111,33798.0924788889,21428.459,0,0,0,0,33809.825,0,0,11.733,0.035
"S31_R_PAQUE_O","Pâqueret",31,"R",6983.912,20348.314,81.5191411042945,23.9127947,6983.91352111111,20348.3124788889,6983.914,0,0,0,0,20355.376,0,0,7.064,0.035
"S31_R_RUSEL_O","Russel",31,"R",5215.6475,32596.73,81.1779404547685,26.3415951,5215.64902111111,32596.7284788889,5215.649,0,0,0,0,32608.044,0,0,11.316,0.035
"S31_R_BOCHT_S","Bochet",31,"R",3455.9236,25579.918,79.7100085893084,22.6982251,3455.92512111111,25579.9164788889,3455.925,0,0,0,0,25588.796,0,0,8.88,0.035
"S31_R_SSULP_O","St-Sulpice VD, centre",31,"R",3177.61,33875.953,60.1888843481814,23.7415436,3177.61152111111,33875.9514788889,3177.612,0,0,0,0,33887.711,0,0,11.76,0.035
"S31_R_CHTRE_O","Chantres",31,"R",1001.8206,12793.5625,42.946664485255,17.1872088,1001.82212111111,12793.5609788889,1001.822,0,0,0,0,12798.002,0,0,4.441,0.035
"S31_R_LVIAU_O","Laviau",31,"R",491.35114,19566.293,43.97390806478,16.6705387,491.352661111111,19566.2914788889,491.353,0,0,0,0,19573.083,0,0,6.792,0.035
"S31_R_VENOS_O","Venoge sud",31,"R",627.0411,50071.574,176.608412872709,35.1874693,627.042621111111,50071.5724788889,627.043,0,0,0,0,50088.953,0,0,17.381,0.035
"S31_R_VENOS_E","Venoge sud",31,"R",0,9506.672,NA,10.6925416,0,9506.67047888889,0,0,NA,0,NA,9509.97,0,0,3.3,0.035
"S32_A_GALIC_M","Galicien",32,"A",108857.266,0,140.346956763778,498.1396533,108240.633583043,0,106802.963,1439.185,1.33,1.514,0.001,0,0,NA,0,NA
"S32_A_MLEYO_O","Malley-Ouest",32,"A",91444.375,4383.1133,56.4989102712729,27.7096864,90827.7425830435,4999.74571695652,90827.743,0,0,0,0,5001.481,0,0,1.735,0.035
"S32_A_LONGE_O","Longemalle",32,"A",19550.264,17358.42,53.6471733988777,23.1569209,18933.6315830435,17975.0524169565,18933.632,0,0,0,0,5394.388,16516.635,91.886,3935.971,21.897
"S32_A_LAC_O","Rue du Lac",32,"A",25466.898,40174.67,52.8249721810089,29.4195613,24850.2655830435,40791.3024169565,24850.266,0,0,0,0,40805.462,0,0,14.16,0.035
"S32_A_CHENE_O","Chêne",32,"A",28292,22946.992,116.198127201928,26.635803,27675.3675830435,23563.6244169565,27675.368,0,0,0,0,23571.804,0,0,8.18,0.035
"S32_A_CDRY_S","Caudray",32,"A",40928.8,30937.996,63.5018077315287,28.5826534,40312.1675830435,31554.6284169565,40312.168,0,0,0,0,31565.582,0,0,10.954,0.035
"S32_A_CENSU_O","Censuy",32,"A",39171.406,24484.285,88.7186022801001,30.1434134,38554.7735830435,25100.9174169565,38554.762,0.012,0,0,0,7532.889,27942.396,111.32,10374.368,41.331
"S32_A_PREFY_O","Préfaully",32,"A",18381.156,40266.92,90.7059496567506,73.2613773,17764.5235830435,40883.5524169565,17764.524,0,0,0,0,40897.744,0,0,14.192,0.035
"S32_A_PLANT_O","Planta",32,"A",22130.34,15587.185,57.4179761739211,23.1236674,21513.7075830435,16203.8174169565,21513.708,0,0,0,0,4862.833,11572.2,71.417,231.216,1.427
"S32_A_GLYCI_E","Glycines",32,"A",6307.171,11941.702,113.079953650058,26.7837111,5690.53858304348,12558.3344169565,5690.539,0,0,0,0,12562.694,0,0,4.36,0.035
"S32_A_RCFFS_E","Renens-Gare sud",32,"A",90295.48,65496.18,121.361053168312,45.4597914,89678.8475830435,66112.8124169565,26903.654,67153.108,74.882,4377.914,4.882,66135.715,0.048,0,22.951,0.035
"S32_A_1-AOU_O","1er Août",32,"A",7422.8916,39060.44,62.1709782104775,32.6317619,6806.25918304348,39677.0724169565,6806.259,0,0,0,0,26513.296,13172.242,33.199,8.466,0.021
"S32_A_RCFFN_N","Renens-Gare nord",32,"A",109781.76,25084.438,93.1791044776119,45.9134446,109165.127583043,25701.0704169565,62584.483,45914.272,42.059,-666.373,-0.61,25695.188,15.039,0.059,9.157,0.036
"S32_A_R-14A_N","Renens-14 Avril",32,"A",33131.715,19239.252,65.3044405302679,18.2089089,32515.0825830435,19855.8844169565,26225.661,6307.765,19.4,18.343,0.056,10985.275,8875.922,44.702,5.313,0.027
"S32_A_NOUTE_N","Noutes",32,"A",14981.135,67687.34,55.6074723033421,27.736442,14364.5025830435,68303.9724169565,14364.503,0,0,0,0,68327.682,0,0,23.71,0.035
"S32_A_SCIE_N","Scierie",32,"A",4462.175,31836.691,67.1061135167854,21.6591573,3845.54258304348,32453.3234169565,3845.543,0,0,0,0,32464.589,0,0,11.266,0.035
"S32_A_BRE_N","Bré",32,"A",1769.1833,29183.043,72.7946029082774,23.470643,1152.55088304348,29799.6754169565,614.638,532.401,46.193,-5.512,-0.478,29810.002,0.017,0,10.344,0.035
"S32_A_CRISS_N","Crissier, centre",32,"A",3305.9404,44986.67,62.2001187256777,24.6581842,2689.30798304348,45603.3024169565,2687.026,2.266,0.084,-0.016,-0.001,45619.132,0,0,15.83,0.035
"S32_A_TIMON_O","Crissier, Timonet",32,"A",8277.512,38432.605,115.037428213083,30.081525,7660.87958304348,39049.2374169565,2298.264,7217.802,94.216,1855.186,24.216,38845.583,216.971,0.556,13.317,0.034
"S32_A_CPEAG_M","Croix-Péage",32,"A",1746.2893,12246.752,33.3619984160507,28.5476269,1129.65688304348,12863.3844169565,799.06,323.395,28.628,-7.202,-0.638,12867.842,0.008,0,4.466,0.035
"S32_A_COLIC_N","Villars-Ste-Croix, Colice",32,"A",492.47638,5895.5684,89.3223996832101,12.1317318,0,6636.35685391304,0,0,NA,0,NA,6638.66,0,0,2.303,0.035
"S32_A_SANSY_O","Villars-Ste-Croix, Sansy",32,"A",2191.729,9920.405,63.3945510917607,29.1224261,1575.09658304348,10537.0374169565,1575.097,0,0,0,0,10540.695,0,0,3.658,0.035
"S32_A_VSTCX_O","Villars-Ste-Croix, Village",32,"A",1644.6249,13063.743,67.3635607321131,31.4283924,1027.99248304348,13680.3754169565,1027.992,0,0,0,0,13685.124,0,0,4.749,0.035
"S32_A_FARA_B","Mex VD, Faraz",32,"A",0,41453.086,NA,17.0334324,0,42069.7184169565,0,0,NA,0,NA,42084.322,0,0,14.604,0.035
"S32_R_FARA_B","Mex VD, Faraz",32,"R",38846.18,0,224.805309734513,471.4598142,39162.9582369565,0,39162.958,0,0,0,0,0,0,NA,0,NA
"S32_R_ENCOU_S","Villars-Ste-Croix, En Coulaye",32,"R",24438.826,1058.6038,73.3139405082409,230.3987271,24755.6042369565,741.825563043478,24755.604,0,0,0,0,742.083,0,0,0.257,0.035
"S32_R_CPEAG_E","Croix-Péage",32,"R",8899.145,1442.7885,150.31028601417,31.9007157,9215.92323695652,1126.01026304348,9215.915,0.008,0,0,0,881.952,249.031,22.116,4.973,0.442
"S32_R_TIMON_E","Crissier, Timonet",32,"R",31235.875,5536.214,64.7028529084846,27.4931684,31552.6532369565,5219.43576304348,31552.653,0,0,0,0,1566.374,3988.752,76.421,335.69,6.432
"S32_R_CRISS_S","Crissier, centre",32,"R",39243.957,4254.139,88.1683723084047,23.8938033,39560.7352369565,3937.36076304348,39560.735,0,0,0,0,3938.728,0,0,1.367,0.035
"S32_R_BRE_S","Bré",32,"R",27916.32,2847.9854,63.8327385642119,24.5429034,28233.0982369565,2531.20716304348,28233.095,0.003,0,0,0,2514.298,17.927,0.708,1.018,0.04
"S32_R_SCIE_S","Scierie",32,"R",25466.188,2900.1218,70.537673297167,23.4097882,25782.9662369565,2583.34356304348,25782.966,0,0,0,0,2584.24,0,0,0.896,0.035
"S32_R_NOUTE_S","Noutes",32,"R",47198.46,11241.018,99.2078289504197,32.5441183,47515.2382369565,10924.2397630435,47515.238,0,0,0,0,10928.032,0,0,3.792,0.035
"S32_R_R-14A_S","Renens-14 Avril",32,"R",13712.867,46226.17,50.9133277685031,27.58091,14029.6452369565,45909.3917630435,14028.339,1.289,0.009,-0.017,0,13777.598,34206.573,74.509,2074.779,4.519
"S32_R_RCFFN_E","Renens-Gare nord",32,"R",33217.562,84211.76,96.0946948618067,39.3184938,33534.3402369565,83894.9817630435,33534.34,0.001,0,0.001,0,83924.104,0,0,29.122,0.035
"S32_R_1-AOU_S","1er Août",32,"R",7942.286,6971.0215,81.2225050676472,34.6683361,8259.06423695652,6654.24326304348,8258.992,0.075,0.001,0.003,0,6509.373,147.046,2.21,2.176,0.033
"S32_R_RCFFS_O","Renens-Gare sud",32,"R",65301.98,49497.992,74.0378854625551,44.4725404,65618.7582369565,49181.2137630435,65358.58,258.815,0.394,-1.363,-0.002,14759.486,35353.328,71.884,931.6,1.894
"S32_R_GLYCI_O","Glycines",32,"R",6723.5156,7029.8105,70.7505681554659,18.3495015,7040.29383695652,6713.03226304348,7040.294,0,0,0,0,6715.363,0,0,2.331,0.035
"S32_R_PLANT_E","Planta",32,"R",15546.061,20765.793,35.5972711267606,54.8388757,15862.8392369565,20449.0147630435,15862.839,0,0,0,0,11991.4,8566.565,41.892,108.95,0.533
"S32_R_CONCO_E","Concorde",32,"R",7464.469,8825.387,115.12556241013,26.5814261,7781.24723695652,8508.60876304348,2334.374,11407.696,146.605,5960.823,76.605,8511.562,0,0,2.953,0.035
"S32_R_PREFY_E","Préfaully",32,"R",41039.117,22964.805,74.5580295018091,31.0051023,41355.8952369565,22648.0267630435,41355.895,0,0,0,0,22655.888,0,0,7.861,0.035
"S32_R_CENSU_E","Censuy",32,"R",24936.148,23764.434,44.2426238634255,19.0377586,25252.9262369565,23447.6557630435,7575.878,20331.489,80.511,2654.441,10.511,23455.795,0,0,8.139,0.035
"S32_R_CDRY_N","Caudray",32,"R",25794.34,28715.98,103.063178402449,30.1231676,26111.1182369565,28399.2017630435,26111.118,0,0,0,0,28409.06,0,0,9.858,0.035
"S32_R_CHENE_E","Chêne",32,"R",21796.213,18591.95,46.9008256795621,22.9653493,22112.9912369565,18275.1717630435,22112.991,0,0,0,0,18281.515,0,0,6.343,0.035
"S32_R_LAC_E","Rue du Lac",32,"R",38079.92,28868.957,60.7173963508055,28.7254384,38396.6982369565,28552.1787630435,38396.698,0,0,0,0,28562.09,0,0,9.911,0.035
"S32_R_LONGE_E","Longemalle",32,"R",14896.066,22635.004,112.838443341528,23.7736199,15212.8442369565,22318.2257630435,4563.853,13630.677,89.6,2981.686,19.6,22325.973,0,0,7.747,0.035
"S32_R_MLEYN_N","Malley-Nord",32,"R",7713.0244,103116.31,81.0910146273508,28.3182893,8029.80263695652,102799.531763043,8029.803,0,0,0,0,102835.216,0,0,35.684,0.035
"S32_R_GALIC_N","Galicien",32,"R",738.2726,41714.207,40.3798610005836,22.2483863,1055.05083695652,41397.4287630435,1055.051,0,0,0,0,41411.799,0,0,14.37,0.035
"S32_R_GALIC_M","Galicien",32,"R",0,39538.14,NA,10.301077,0,39221.3617630435,0,0,NA,0,NA,39234.976,0,0,13.614,0.035
"S33_A_VENON_N","Venoge nord",33,"A",58885.156,0,60.0025794124672,576.2262826,58885.1545482759,0,58885.155,0,0,0,0,0,0,NA,0,NA
"S33_A_CHPCU_N","Champs-Courbes",33,"A",31470.133,2838.2043,31.2110920034394,21.2317172,31470.1315482759,2838.20575172414,31470.132,0,0,0,0,2839.191,0,0,0.985,0.035
"S33_A_MTNY_N","Montaney",33,"A",20800.97,1590.4021,63.8817152953536,20.0925767,20800.9685482759,1590.40355172414,20800.969,0,0,0,0,1590.956,0,0,0.552,0.035
"S33_A_RENGE_N","Renges",33,"A",10718.428,1544.8016,51.9508549049575,18.6044124,10718.4265482759,1544.80305172414,10718.427,0,0,0,0,1545.339,0,0,0.536,0.035
"S33_A_ENJAL_N","En Enjalin",33,"A",19911.219,2618.2563,36.9145013374092,20.707804,19911.2175482759,2618.25775172414,19911.218,0,0,0,0,2619.167,0,0,0.909,0.035
"S33_A_PERET_E","Perrettes",33,"A",16425.398,1505.252,74.2720542580121,21.5814387,16425.3965482759,1505.25345172414,16425.397,0,0,0,0,1505.776,0,0,0.523,0.035
"S33_A_VLARS_N","Villars",33,"A",58602.35,6635.1357,107.747922437673,37.7786693,58602.3485482759,6635.13715172414,58602.349,0,0,0,0,6637.194,0.243,0.004,2.3,0.035
