"stop_names","label","line_nbr","direction","passengers_in","passengers_out","travel_time","stopping_time","flow_l_in","flow_l_out"
"S7_A_RIP_N","Riponne-M. Béjart",7,"A",232721.19,54673.29,91.922664693484,42.1590517,232665.030709524,54729.4492904762
"S7_A_TNEL_E","Tunnel",7,"A",82338.625,99309.49,81.6533620515582,49.3476165,82282.4657095238,99365.6492904762
"S7_A_NORD_E","Place du Nord",7,"A",55841.52,99146.516,131.293533105652,32.9090989,55785.3607095238,99202.6752904762
"S7_A_OURS_E","Ours",7,"A",567178.4,86301.97,89.8051827857473,56.0837501,567122.240709524,86358.1292904762
"S7_A_BETHU_E","Béthusy",7,"A",46205.9,143166.3,65.9854571094903,33.4092682,46149.7407095238,143222.459290476
"S7_A_FAUCO_E","Fauconnières",7,"A",11606.749,98972.07,77.6527309210381,27.7451248,11550.5897095238,99028.2292904762
"S7_A_PCHLY_E","Pont de Chailly",7,"A",118135.18,480875.38,75.6823677359573,49.8290446,118079.020709524,480931.539290476
"S7_A_CHLYV_E","Chailly-Village",7,"A",14170.902,205132.83,51.7735274652548,35.1588713,14114.7427095238,205188.989290476
"S7_A_CDRTT_E","Coudrette",7,"A",2238.2478,77505.03,61.9309713428489,24.7261196,2182.08850952381,77561.1892904762
"S7_A_ROS_E","Rosiaz",7,"A",2682.379,113911.47,117.83374169481,25.9968673,2626.21970952381,113967.629290476
"S7_A_VVERT_T","Pully, Val-Vert",7,"A",0,296237.72,NA,14.2978611,0,296293.879290476
"S8_A_VERRI_O","Verrière",8,"A",139249.38,0,73.3771407297096,321.4975404,139249.361115625,0
"S8_A_VIGNE_O","Vignes",8,"A",78366.08,3624.295,49.4056202477801,25.914557,78366.061115625,3624.313884375
"S8_A_PPORT_O","Pully, port",8,"A",40358.027,4184.798,45.0215079491679,20.1644069,40358.008115625,4184.816884375
"S8_A_SOMAI_O","Somais",8,"A",97535.484,14840.565,57.3272313662518,26.1106503,97535.465115625,14840.583884375
"S8_A_CNIER_O","Châtaignier",8,"A",40310.027,3887.4717,35.1824508806681,20.5425666,40310.008115625,3887.490584375
"S8_A_VRNEY_O","Verney",8,"A",38927,4410.7944,27.7569933345825,20.0871835,38926.981115625,4410.813284375
"S8_A_BNIER_O","Bourdonnière",8,"A",22726.777,3404.3162,54.5646214798158,16.4629119,22726.758115625,3404.335084375
"S8_A_THALD_O","Tour Haldimand",8,"A",56593.53,9989.588,36.2440708817388,23.759637,56593.511115625,9989.606884375
"S8_A_DENAN_O","Denantou",8,"A",23465.582,2703.7231,64.2175909668008,19.5414101,23465.563115625,2703.741984375
"S8_A_MUSEO_O","Musée Olympique",8,"A",41453.53,49320.918,80.2925731432858,29.0640482,41453.511115625,49320.936884375
"S8_A_MTSI_N","Montchoisi",8,"A",173718.28,40899.43,53.9141839031186,41.175785,173718.261115625,40899.448884375
"S8_A_JURIG_N","Jurigoz",8,"A",63561.516,27068.072,88.2204865762821,61.8138999,63561.497115625,27068.090884375
"S8_A_ALPES_N","Alpes",8,"A",65476.98,38202.75,94.4379026058373,32.1237072,65476.961115625,38202.768884375
"S8_A_GTE_N","Georgette",8,"A",96621.84,128906.375,168.260188754486,65.5552316,96621.821115625,128906.393884375
"S8_A_SF_O","St-François",8,"A",197478.03,282177.66,141.41161448219,77.3482653,197478.011115625,282177.678884375
"S8_A_B-AIR_N","Bel-Air",8,"A",402795.06,183300.53,143.378721820502,75.2195472,402795.041115625,183300.548884375
"S8_A_RIP_N","Riponne-M. Béjart",8,"A",452291.06,88632.38,131.616942225525,46.4560293,452291.041115625,88632.398884375
"S8_A_TNEL_N","Tunnel",8,"A",65328.703,77334.18,52.9412795327847,39.7177623,65328.684115625,77334.198884375
"S8_A_MEMIS_N","Mémise",8,"A",54029.766,92453.63,55.4737987788691,31.7943987,54029.747115625,92453.648884375
"S8_A_GBORD_N","Grande-Borde",8,"A",50284.9,183976.97,59.8329881578249,32.8381471,50284.881115625,183976.988884375
"S8_A_VMOUL_M","Vieux-Moulin",8,"A",31817.367,107734.53,73.7889195148842,32.0973129,31817.348115625,107734.548884375
"S8_A_ROUVR_N","Rouvraie",8,"A",40496.473,99687.14,54.3778555637436,37.722973,40496.454115625,99687.158884375
"S8_A_MOTTE_N","Motte",8,"A",15914.256,74040.836,59.1486985924353,26.0947995,15914.237115625,74040.854884375
"S8_A_FORET_N","Forêt",8,"A",50590.633,196461.38,75.5943126719958,37.449346,50590.614115625,196461.398884375
"S8_A_BELVO_N","Bellevaux",8,"A",36076.043,138523.45,45.5939384405642,36.7375966,36076.024115625,138523.468884375
"S8_A_GGETT_N","Grangette",8,"A",5971.703,58764.023,38.2843959731544,22.7799801,5971.684115625,58764.041884375
"S8_A_RIONZ_N","Rionzi",8,"A",21586.352,78200.31,46.8679457943435,25.1565122,21586.333115625,78200.328884375
"S8_A_MARTI_N","Martines",8,"A",9780.981,28797.701,48.0176661773957,18.1407303,9780.962115625,28797.719884375
"S8_A_COTES_N","Côtes",8,"A",12752.158,58759.566,77.0953029985322,22.4586129,12752.139115625,58759.584884375
"S8_A_PMONT_N","Petit-Mont",8,"A",14667.658,104540.7,45.1870675193961,27.5446897,14667.639115625,104540.718884375
"S8_A_COPOP_N","Coppoz-Poste",8,"A",8444.455,75147.68,53.0662333237229,22.126992,8444.436115625,75147.698884375
"S8_A_COPOZ_N","Coppoz",8,"A",1433.112,34451.492,83.2203074178995,19.3290436,1433.093115625,34451.510884375
"S8_A_GMONT_T","Grand-Mont",8,"A",0,155674.28,NA,13.3833543,0,155674.298884375
"S8_R_GMONT_T","Grand-Mont",8,"R",140052.61,0,46.1265232317409,406.6261006,140052.635839394,0
"S8_R_GMONT_S","Grand-Mont",8,"R",27597.715,1378.2042,51.3509328162666,19.5936214,27597.7408393939,1378.17836060606
"S8_R_COPOZ_S","Coppoz",8,"R",31105.57,2085.5977,53.2055702570283,24.5187349,31105.5958393939,2085.57186060606
"S8_R_COPOP_S","Coppoz-Poste",8,"R",68068.305,9907.531,49.7552522659402,22.0074148,68068.3308393939,9907.50516060606
"S8_R_PMONT_S","Petit-Mont",8,"R",91192.19,14329.518,72.7834036199806,27.3557657,91192.2158393939,14329.4921606061
"S8_R_COTES_S","Côtes",8,"R",62644.758,14879.463,49.1113468489706,24.3160018,62644.7838393939,14879.4371606061
"S8_R_MARTI_S","Martines",8,"R",27542.674,9942.772,45.710050027502,19.006653,27542.6998393939,9942.74616060606
"S8_R_RIONZ_S","Rionzi",8,"R",75934.51,17571.328,39.0727120331081,25.1456822,75934.5358393939,17571.3021606061
"S8_R_GGETT_S","Grangette",8,"R",46478.605,8206.749,37.8801256051289,21.3379957,46478.6308393939,8206.72316060606
"S8_R_BELVO_S","Bellevaux",8,"R",96331.414,21754.406,94.4222413928319,26.1949496,96331.4398393939,21754.3801606061
"S8_R_FORET_S","Forêt",8,"R",205054.1,38419.906,54.514600925466,36.7445691,205054.125839394,38419.8801606061
"S8_R_MOTTE_S","Motte",8,"R",130607.33,27500.86,95.9869315211709,40.2783195,130607.355839394,27500.8341606061
"S8_R_VMOUL_S","Vieux-Moulin",8,"R",115191.67,38793.87,72.833249115715,41.690321,115191.695839394,38793.8441606061
"S8_R_GBORD_S","Grande-Borde",8,"R",165004.36,34109.707,58.1845016487608,39.4186325,165004.385839394,34109.6811606061
"S8_R_MEMIS_S","Mémise",8,"R",85085.38,40386.664,51.9523062608002,30.5967184,85085.4058393939,40386.6381606061
"S8_R_TNEL_S","Tunnel",8,"R",48965.383,71543.35,124.250906086771,66.0062209,48965.4088393939,71543.3241606061
"S8_R_RIP_S","Riponne-M. Béjart",8,"R",80202.95,490241.06,124.972940581138,71.3267242,80202.9758393939,490241.034160606
"S8_R_B-AIR_D","Bel-Air",8,"R",80458.46,327953.03,188.779788958882,73.5711775,80458.485839394,327953.004160606
"S8_R_SF_S","St-François",8,"R",260366.2,161283.84,104.301871135262,71.0532653,260366.225839394,161283.814160606
"S8_R_GTE_S","Georgette",8,"R",105369.43,66469.7,89.1952518601788,55.6496774,105369.455839394,66469.6741606061
"S8_R_ALPES_S","Alpes",8,"R",18918.771,50481.79,93.8132862266474,50.3403993,18918.7968393939,50481.7641606061
"S8_R_JURIG_S","Jurigoz",8,"R",9870.244,73739.44,64.6881746545769,31.072828,9870.26983939394,73739.4141606061
"S8_R_MTSI_S","Montchoisi",8,"R",36673.043,118793.92,63.2381857613323,37.9519646,36673.0688393939,118793.894160606
"S8_R_MUSEO_E","Musée Olympique",8,"R",32156.367,28830.082,30.7405959679794,26.8639321,32156.3928393939,28830.0561606061
"S8_R_DENAN_E","Denantou",8,"R",2724.428,13830.733,56.4343147751606,13.2651602,2724.45383939394,13830.7071606061
"S8_R_THALD_E","Tour Haldimand",8,"R",13305.527,42940.69,37.2897596488411,23.7780782,13305.5528393939,42940.6641606061
"S8_R_BNIER_E","Bourdonnière",8,"R",2079.4167,17240.64,26.9373962849955,14.5583748,2079.44253939394,17240.6141606061
"S8_R_VRNEY_E","Verney",8,"R",3421.3955,30723.977,52.7195300247215,18.5014988,3421.42133939394,30723.9511606061
"S8_R_CNIER_E","Châtaignier",8,"R",4718.329,36487.914,38.3477255818897,20.5936628,4718.35483939394,36487.8881606061
"S8_R_SOMAI_E","Somais",8,"R",11760.013,64935.875,45.1015701798666,23.1393878,11760.0388393939,64935.8491606061
"S8_R_PPORT_E","Pully, port",8,"R",2185.582,33775.13,39.5192634711446,18.1746593,2185.60783939394,33775.1041606061
"S8_R_VIGNE_E","Vignes",8,"R",1196.4877,57031.36,80.3253812231019,22.6214794,1196.51353939394,57031.3341606061
"S8_R_VERRI_E","Verrière",8,"R",3431.9536,60634.516,45.5912717408648,50.5852505,3431.97943939394,60634.4901606061
"S8_R_VERRI_O","Verrière",8,"R",0,59493.254,NA,10.5757672,0,59493.2281606061
"S9_A_LUTRY_B","Lutry, Corniche",9,"A",132968.39,0,148.549864078542,408.0077537,132897.153025,0
"S9_A_VOISD_O","Voisinand",9,"A",230093.11,13430.682,82.3508756174225,57.4258273,230021.873025,13501.918975
"S9_A_GPONT_O","Grand-Pont",9,"A",108156.17,8785.6875,60.3354661996812,29.7469915,108084.933025,8856.924475
"S9_A_MARRO_O","Marronnier",9,"A",74445.914,10857.93,44.1010057922859,29.8946589,74374.677025,10929.166975
"S9_A_PAUDX_O","Paudex, Village",9,"A",80115.734,17895.1,78.3873198329666,30.2752234,80044.497025,17966.336975
"S9_A_MLINS_O","Moulins",9,"A",127868.67,12916.777,65.789692751807,31.9818149,127797.433025,12988.013975
"S9_A_REYM_O","Reymondin",9,"A",60641.547,18576.482,75.7147780164698,27.9779802,60570.310025,18647.718975
"S9_A_CLERG_O","Pully, Clergère",9,"A",221630.88,101167.45,68.8088024702408,40.4481516,221559.643025,101238.686975
"S9_A_MTILL_O","Montillier",9,"A",66339.24,26457.4,75.3129665221472,26.3599302,66268.003025,26528.636975
"S9_A_PDETT_O","Perraudettaz",9,"A",275723.5,58464.094,72.9796356320554,48.4574264,275652.263025,58535.330975
"S9_A_ESPER_O","Bonne-Espérance",9,"A",113610.13,36319.64,65.6012339883308,33.1181625,113538.893025,36390.876975
"S9_A_LEMAN_O","Avenue du Léman",9,"A",48268.03,31206.73,83.0659556867217,28.7327253,48196.793025,31277.966975
"S9_A_EGLAN_O","Eglantine",9,"A",113729.05,38702.246,97.1803366522302,36.1978,113657.813025,38773.482975
"S9_A_GTE_O","Georgette",9,"A",65106.875,195331.94,135.690314083532,37.7488949,65035.638025,195403.176975
"S9_A_SF_O","St-François",9,"A",311922.38,643208.1,150.697982496145,80.4491654,311851.143025,643279.336975
"S9_A_B-AIR_O","Bel-Air",9,"A",454277.88,276371.6,91.5870013680485,47.5974548,454206.643025,276442.836975
"S9_A_CH_O","Chauderon",9,"A",344754.9,195834.25,78.8319694740713,76.7261949,344683.663025,195905.486975
"S9_A_BOST_N","Boston",9,"A",156676.66,77218.74,102.75595621378,35.3693683,156605.423025,77289.976975
"S9_A_SPAUL_O","St-Paul",9,"A",57351.727,301486.7,116.644540057982,40.5730844,57280.490025,301557.936975
"S9_A_MTETN_O","Montétan",9,"A",64340.375,271917.6,56.3485664319573,39.176361,64269.138025,271988.836975
"S9_A_VALCY_O","Valency",9,"A",14194.5625,134724.9,46.0304438870608,29.4876663,14123.325525,134796.136975
"S9_A_HUTIN_O","Huttins",9,"A",9452.071,135316.72,67.376006811801,29.1012265,9380.834025,135387.956975
"S9_A_PRY-C_O","Prilly, Centre",9,"A",66065.28,287885.34,68.789059978793,45.9230451,65994.043025,287956.576975
"S9_A_PEREA_O","Perréaz",9,"A",2808.9038,69274.516,56.9508472622478,24.4096169,2737.666825,69345.752975
"S9_A_PRY_B","Prilly, Eglise",9,"A",0,233771.98,NA,13.9919078,0,233843.216975
"S9_R_PRY_B","Prilly, Eglise",9,"R",234702.31,0,81.9918268677334,332.0757558,234829.10004,0
"S9_R_PEREA_E","Perréaz",9,"R",67518.99,3575.082,79.5586860944226,33.6092092,67645.78004,3448.29196
"S9_R_PRY-C_E","Prilly, Centre",9,"R",216598.97,52632.992,72.5664298687266,44.7655318,216725.76004,52506.20196
"S9_R_HUTIN_E","Huttins",9,"R",223527.94,16681.98,61.7604957005564,35.3367129,223654.73004,16555.18996
"S9_R_VALCY_E","Valency",9,"R",146425.1,24356.717,86.91201011378,31.2726123,146551.89004,24229.92696
"S9_R_MTETN_E","Montétan",9,"R",296898.53,79249.13,148.47060985414,67.9439375,297025.32004,79122.33996
"S9_R_SPAUL_E","St-Paul",9,"R",99162.53,44776.156,49.8168829677271,37.8422419,99289.32004,44649.36596
"S9_R_BOST_S","Boston",9,"R",37944.418,109307.93,117.436093428308,44.9755599,38071.20804,109181.13996
"S9_R_CH_E","Chauderon",9,"R",224198.47,234875.66,104.968226830676,42.8472379,224325.26004,234748.86996
"S9_R_B-AIR_C","Bel-Air",9,"R",388447.3,449972.2,148.197327305365,61.4703362,388574.09004,449845.40996
"S9_R_SF_P","St-François",9,"R",560905.25,320699.88,125.741820437277,70.7908162,561032.04004,320573.08996
"S9_R_GTE_E","Georgette",9,"R",305112.12,92493.87,87.6588025022341,48.1055664,305238.91004,92367.07996
"S9_R_EGLAN_E","Eglantine",9,"R",38089.48,127445,39.4868988317287,28.600983,38216.27004,127318.20996
"S9_R_LEMAN_E","Avenue du Léman",9,"R",18849.168,73888,86.2023096854896,25.3091563,18975.95804,73761.20996
"S9_R_ESPER_E","Bonne-Espérance",9,"R",33867.21,228452.38,67.3914334844458,37.6332648,33994.00004,228325.58996
"S9_R_PDETT_E","Perraudettaz",9,"R",51115.965,218511.53,74.6578535319644,39.4621809,51242.75504,218384.73996
"S9_R_MTILL_D","Montillier",9,"R",11895.669,105452.86,62.4016327443525,28.846553,12022.45904,105326.06996
"S9_R_CLERG_E","Pully, Clergère",9,"R",103745.51,207991.1,74.8181533436249,44.3891076,103872.30004,207864.30996
"S9_R_REYM_E","Reymondin",9,"R",13054.689,55641.938,69.2618465060944,26.0754637,13181.47904,55515.14796
"S9_R_MLINS_E","Moulins",9,"R",11181.904,123366.266,44.1356095808921,30.342634,11308.69404,123239.47596
"S9_R_PAUDX_E","Paudex, Village",9,"R",16154.705,57467.637,42.7549948367979,24.9908187,16281.49504,57340.84696
"S9_R_MARRO_E","Marronnier",9,"R",7992.429,77518.266,70.6640477686989,27.6641225,8119.21904,77391.47596
"S9_R_GPONT_E","Grand-Pont",9,"R",6027.4033,115377.625,81.2462398419611,31.3865044,6154.19334,115250.83496
"S9_R_VOISD_E","Voisinand",9,"R",8369.199,157932.28,57.3306815883503,33.4665065,8495.98904,157805.48996
"S9_R_RIVE_E","Rive",9,"R",2670.5627,49108.625,82.9108452161396,19.8127598,2797.35274,48981.83496
"S9_R_LUTRY_B","Lutry, Corniche",9,"R",0,104020.22,NA,12.8397958,0,103893.42996
"S12_A_FAVER_E","Faverges",12,"A",266433.22,2.0003884,84.2900135737832,40.9535209,272136.966313457,2.0003884
"S12_A_CAP_E","Chemin du Cap",12,"A",104976.42,30875.22,66.4335978323979,32.6196626,110680.166313457,25171.4736865429
"S12_A_ESPER_O","Bonne-Espérance",12,"A",44406.65,15661.641,55.9476251306468,26.2333269,50110.3963134571,9957.89468654285
"S12_A_LEMAN_O","Avenue du Léman",12,"A",18178.34,8268.115,72.9641543761855,20.186854,23882.0863134571,2564.36868654285
"S12_A_EGLAN_O","Eglantine",12,"A",36614.703,18482.506,85.9641792200751,27.5706267,42318.4493134571,12778.7596865429
"S12_A_GTE_O","Georgette",12,"A",14784.801,90484.125,84.7757056451613,31.0070093,20488.5473134571,84780.3786865429
"S12_A_SF_B","St-François",12,"A",4737.785,283360.4,111.803936029811,41.8943083,10441.5313134571,277656.653686543
"S12_A_MBNON_B","Montbenon",12,"A",0,122850.36,NA,14.3675957,0,117146.613686543
"S12_R_MBNON_B","Montbenon",12,"R",114743.64,0,120.732989570814,523.5377783,109039.879085714,0
"S12_R_SF_P","St-François",12,"R",143779.75,9398.555,116.05871424701,57.3687435,138075.989085714,15102.3159142857
"S12_R_GTE_E","Georgette",12,"R",94838.336,8673.586,79.0418779270039,45.0742733,89134.5750857143,14377.3469142857
"S12_R_EGLAN_E","Eglantine",12,"R",4957.3574,28123.703,31.7080543406742,20.1432055,0,34573.8674285714
"S12_R_LEMAN_E","Avenue du Léman",12,"R",1477.6514,18387.32,89.2088176042151,18.3846809,0,28317.1904285714
"S12_R_ESPER_S","Bonne-Espérance",12,"R",14692.831,65846.16,73.4510625096944,34.4171703,8989.07008571429,71549.9209142857
"S12_R_TRAB_E","Trabandan",12,"R",18589.916,37819.035,48.8393452796525,32.2047852,12886.1550857143,43522.7959142857
"S12_R_FAVER_E","Faverges",12,"R",0,144978.47,NA,9.9940268,0,150682.230914286
"S13_A_MBNON_B","Montbenon",13,"A",58971.305,0,119.607140048754,660.1511445,58971.3030642857,0
"S13_A_SF_P","St-François",13,"A",84149.69,6935.1924,81.2158751376002,66.2053157,84149.6880642857,6935.19433571429
"S13_A_BENJC_N","Benj. Constant",13,"A",13983.393,12670.988,99.4785562799466,33.1357918,13983.3910642857,12670.9899357143
"S13_A_MREPO_E","Mon Repos",13,"A",2484.004,14591.296,70.8399921429974,23.1539942,2484.00206428571,14591.2979357143
"S13_A_CHAND_E","Chandolin",13,"A",4411.5967,65695.39,38.617140836215,30.0055785,4411.59476428571,65695.3919357143
"S13_A_MOUSQ_E","Mousquines",13,"A",2173.7869,32768.305,30.4687279013122,23.1101462,2173.78496428571,32768.3069357143
"S13_A_FREYR_E","Floreyres",13,"A",600.4829,8517.183,36.1764266331065,14.8028993,600.480964285714,8517.18493571429
"S13_A_VDEIL_B","Verdeil",13,"A",0,25595.877,NA,13.4930586,0,25595.8789357143
"S13_R_VDEIL_B","Verdeil",13,"R",16752.541,0,43.7028629776539,49.0244726,16752.5435014286,0
"S13_R_FREYR_O","Floreyres",13,"R",4065.6328,59.8,25.4246220302376,13.2095982,4065.63530142857,59.7974985714286
"S13_R_MOUSQ_O","Mousquines",13,"R",17761.557,101.60002,63.7890437855881,24.8686825,17761.5595014286,101.597518571429
"S13_R_CHAND_O","Chandolin",13,"R",54811.344,899.5995,70.7030710021992,28.0359317,54811.3465014286,899.596998571429
"S13_R_MREPO_O","Mon Repos",13,"R",5353.7915,1558.803,78.7643104261676,24.2381008,5353.79400142857,1558.80049857143
"S13_R_BENJC_S","Benj. Constant",13,"R",3271.69,13653.906,89.8857390005112,38.1300519,3271.69250142857,13653.9034985714
"S13_R_SF_B","St-François",13,"R",1494.6022,55014.227,105.594037961723,38.1174458,1494.60470142857,55014.2244985714
"S13_R_MBNON_B","Montbenon",13,"R",0,32223.258,NA,14.8635111,0,32223.2554985714
"S16_A_PROVN_O","Provence nord",16,"A",108015.59,0,63.9308241252302,502.0304691,108005.984234375,0
"S16_A_VJEUN_S","Vallée de la Jeunesse",16,"A",31059.9,1806.5532,60.3451330827644,25.4752532,31050.294234375,1816.158965625
"S16_A_PROVS_E","Provence sud",16,"A",60916.484,12475.738,46.9826680470877,36.0581039,60906.878234375,12485.343765625
"S16_A_COTAG_E","Cottages",16,"A",63497.53,11417.875,55.3586381412468,32.5710342,63487.924234375,11427.480765625
"S16_A_MTELY_E","Montelly",16,"A",83109.38,10530.487,138.952101359703,46.4009662,83099.774234375,10540.092765625
"S16_A_BLVDR_E","Belvédère",16,"A",52306.047,11994.768,71.7183093149944,29.955153,52296.441234375,12004.373765625
"S16_A_TIVOL_E","Tivoli",16,"A",24087.275,53547.594,214.780789403162,33.9520921,24077.669234375,53557.199765625
"S16_A_CH_E","Chauderon",16,"A",89164.43,113838.84,98.8110429447853,40.3680564,89154.824234375,113848.445765625
"S16_A_B-AIR_C","Bel-Air",16,"A",110166.19,101279.164,142.655024509804,56.2741948,110156.584234375,101288.769765625
"S16_A_SF_P","St-François",16,"A",116198.41,93148.17,78.5634158472663,67.505814,116188.804234375,93157.775765625
"S16_A_BENJC_N","Benj. Constant",16,"A",19465.04,41735.984,103.567877629063,35.2205303,19455.434234375,41745.589765625
"S16_A_PBESS_N","Pont Bessières",16,"A",64846.953,31473.648,53.8165075844588,39.2374788,64837.347234375,31483.253765625
"S16_A_VIRET_N","Pierre Viret",16,"A",18735.422,6434.644,63.1149538607146,24.7780506,18725.816234375,6444.249765625
"S16_A_TNEL_U","Tunnel",16,"A",34695.137,7499.408,50.0244931125213,36.0814061,34685.531234375,7509.013765625
"S16_A_BARRE_N","Barre",16,"A",22511.682,50649.23,58.2055875865805,34.7142083,22502.076234375,50658.835765625
"S16_A_VULLM_N","Vulliemin",16,"A",3814.8481,25036.434,57.5937172774869,23.1870526,3805.242334375,25046.039765625
"S16_A_PCHAT_N","Petit Château",16,"A",1963.7429,16073.325,64.5640786508121,21.3048672,1954.137134375,16082.930765625
"S16_A_HERMI_N","Hermitage",16,"A",14936.935,89193.375,67.8176447420244,47.650528,14927.329234375,89202.980765625
"S16_A_LISIE_N","Lisière",16,"A",4613.95,46303.46,43.3629758332017,26.6345412,4604.344234375,46313.065765625
"S16_A_SIGNA_N","Signal",16,"A",4951.3867,33969,39.8452456168062,20.4388327,4941.780934375,33978.605765625
"S16_A_CHOCO_N","Chocolatière",16,"A",215.53815,2275.3125,62.0420148738787,12.2678882,205.932384375,2284.918265625
"S16_A_SAUVA_N","Lac Sauvabelin",16,"A",7381.3223,42312.633,127.535171357457,31.0669325,7371.716534375,42322.238765625
"S16_A_CASC_N","Cascades",16,"A",7559.5225,37907.53,63.4032072872015,27.2459123,7549.916734375,37917.135765625
"S16_A_LIBEL_E","Libellules",16,"A",1360.2638,37859.64,43.1533101045296,22.8539115,1350.658034375,37869.245765625
"S16_A_GVENN_O","Grand Vennes",16,"A",0,66349.09,NA,12.1391048,0,66358.695765625
"S16_R_GVENN_O","Grand Vennes",16,"R",70911.75,0,64.9427366341148,552.3771713,70885.3326304348,0
"S16_R_LIBEL_O","Libellules",16,"R",43371.723,1019.9408,67.7843003153615,23.979253,43345.3056304348,1046.35816956522
"S16_R_CASC_S","Cascades",16,"R",38404.87,3980.0835,119.755210913386,25.4225464,38378.4526304348,4006.50086956522
"S16_R_SAUVA_S","Lac Sauvabelin",16,"R",31436.918,12061.723,43.1697220810695,28.5537858,31410.5006304348,12088.1403695652
"S16_R_CHOCO_S","Chocolatière",16,"R",1560.7108,276.8542,53.0680677540778,14.6768166,1534.29343043478,303.271569565217
"S16_R_SIGNA_S","Signal",16,"R",23254.754,4223.093,44.4937869938458,23.0685775,23228.3366304348,4249.51036956522
"S16_R_LISIE_S","Lisière",16,"R",20518.59,6292.9106,82.4447926050683,23.7007957,20492.1726304348,6319.32796956522
"S16_R_HERMI_S","Hermitage",16,"R",41461.43,9128.027,170.679656965051,29.8092515,41435.0126304348,9154.44436956522
"S16_R_VMOUL_S","Vieux-Moulin",16,"R",47084.023,20572.205,67.1061778992107,40.7179828,47057.6056304348,20598.6223695652
"S16_R_GBORD_S","Grande-Borde",16,"R",50110.06,9249.85,52.9487355010458,35.9527171,50083.6426304348,9276.26736956522
"S16_R_MEMIS_S","Mémise",16,"R",22490.605,15818.285,50.429715200732,26.8528618,22464.1876304348,15844.7023695652
"S16_R_TNEL_S","Tunnel",16,"R",13514.033,39617.867,150.588122605364,61.5598383,13487.6156304348,39644.2843695652
"S16_R_VIRET_S","Pierre Viret",16,"R",5562.675,31318.363,76.2329385001569,25.0075221,5536.25763043478,31344.7803695652
"S16_R_PBESS_S","Pont Bessières",16,"R",9436.045,77215.94,185.8087168948,44.634021,9409.62763043478,77242.3573695652
"S16_R_SF_O","St-François",16,"R",84402.266,73212.09,136.369503249591,78.9823527,84375.8486304348,73238.5073695652
"S16_R_B-AIR_O","Bel-Air",16,"R",115602.13,38277.812,78.9712722298222,41.7292387,115575.712630435,38304.2293695652
"S16_R_CH_O","Chauderon",16,"R",111175.5,47051.273,125.164645844525,79.7009076,111149.082630435,47077.6903695652
"S16_R_TIVOL_O","Tivoli",16,"R",26508.133,34239.58,63.568616163942,24.4544548,26481.7156304348,34265.9973695652
"S16_R_BLVDR_O","Belvédère",16,"R",11819.197,51391.97,118.137390046076,30.160373,11792.7796304348,51418.3873695652
"S16_R_MTELY_O","Montelly",16,"R",8970.464,81419.86,49.988992992078,33.7213739,8944.04663043478,81446.2773695652
"S16_R_COTAG_O","Cottages",16,"R",5477.19,62185.383,42.30661941237,32.5367535,5450.77263043478,62211.8003695652
"S16_R_PROVS_O","Provence sud",16,"R",4783.6064,62537.137,49.8939284216946,31.7303838,4757.18903043478,62563.5543695652
"S16_R_VJEUN_N","Vallée de la Jeunesse",16,"R",1180.8309,29660.918,42.1180873816071,23.1231467,1154.41353043478,29687.3353695652
"S16_R_PROVN_O","Provence nord",16,"R",0,77071.14,NA,9.5466315,0,77097.5573695652
"S17_A_GTE_B","Georgette",17,"A",19132.625,0,101.14565383879,374.6203598,17009.710933913,0
"S17_A_GTE_N","Georgette",17,"A",148419.97,1667.1108,166.074316730829,56.9554375,146297.055933913,3790.02486608696
"S17_A_SF_O","St-François",17,"A",404389,31826.506,151.58221637147,73.3849023,402266.085933913,33949.420066087
"S17_A_B-AIR_O","Bel-Air",17,"A",622583.9,47099.56,80.3491873804971,45.8758258,620460.985933913,49222.474066087
"S17_A_CH_O","Chauderon",17,"A",410872.3,63754.64,92.0423791643747,80.8044933,408749.385933913,65877.554066087
"S17_A_BOST_O","Boston",17,"A",115572.97,38642.89,74.2335383805261,30.8433023,113450.055933913,40765.804066087
"S17_A_RECOR_O","Recordon",17,"A",76842.43,140347.31,92.7634236217458,40.2551042,74719.515933913,142470.224066087
"S17_A_PRELA_O","Prélaz",17,"A",115305.31,314249.44,111.847489933526,37.6440706,113182.395933913,316372.354066087
"S17_A_PZROS_O","Prélaz-les-Roses",17,"A",54066.098,132591.39,74.2713646745337,35.7496428,51943.183933913,134714.304066087
"S17_A_GALIC_O","Galicien",17,"A",95692.78,237351.52,105.821947907666,39.5393748,93569.865933913,239474.434066087
"S17_A_PERRL_O","Perrelet",17,"A",107902.73,75398.84,74.94220884464,45.8509869,105779.815933913,77521.754066087
"S17_A_R-VIL_O","Renens-Village",17,"A",45933.24,152300.88,76.9423669159701,31.2884464,43810.325933913,154423.794066087
"S17_A_SEGLI_O","Sous l'Eglise",17,"A",34366.95,92564.91,47.7761390998333,29.8805891,32244.035933913,94687.824066087
"S17_A_R-HV_O","Hôtel-de-Ville",17,"A",31679.258,58046.06,57.5817975551028,30.2564595,29556.343933913,60168.974066087
"S17_A_AVNIR_O","Avenir",17,"A",13980.561,201629.34,62.0833229852229,35.5073856,11857.646933913,203752.254066087
"S17_A_R-14A_O","Renens-14 Avril",17,"A",175567.05,284872.4,109.949785077856,53.5053347,173444.135933913,286995.314066087
