"code_arret_theo","libelle_arret_theo","lat_arret","lon_arret"
"PERET_O","""Perrettes""",46.526157,6.558309
"BESS_S ","""Bessières""",46.52094,6.637267
"OUCHY_H","""Ouchy-Olympique""",46.508224,6.625559
"CAUDO_O","""Caudoz""",46.511795,6.667645
"PLY-C_9","""Pully, centre""",46.510098,6.660282
"M-DUF_S","""Pont Marc Dufour""",46.51906,6.618164
"BOISS_M","""Boissonnet""",46.539085,6.646332
"CX-BL_S","""Croix Blanche""",46.547684,6.670862
"CDRAI_N","""Coudraie""",46.540344,6.609771
"MTETN_E","""Montétan""",46.5292,6.614112
"HOMEJ_S","""Ropraz, Home du Jorat""",46.59584,6.751337
"VMOUL_M","""Vieux-Moulin""",46.532257,6.629812
"ALPES_S","""Alpes""",46.51471,6.636512
"CAS_S  ","""Casernes""",46.531246,6.62812
"PPEL_E ","""Forel (Lavaux), Pra Pélisson""",46.54292,6.757617
"PIECE_E","""Piécettes""",46.541626,6.636543
"CROCH_E","""Crochy""",46.532684,6.569778
"MBLES_E","""Montblesson, Centenaire""",46.53652,6.677695
"MTSI_N ","""Montchoisi""",46.511475,6.63729
"FOREL_Y","""Forel (Lavaux), Cornes de Cerf""",46.541546,6.769798
"CHAMP_S","""Les Champs""",46.50469,6.686846
"VALON_N","""Vallon""",46.517906,6.667141
"DEVIN_O","""Devin""",46.530155,6.652133
"SORGE_R","""UNIL-Sorge""",46.522057,6.572856
"FEYY_M ","""Fey""",46.675205,6.683396
"PONFI_O","""Ponfilet""",46.5132,6.689543
"GRRU_N ","""Mézières VD, centre médical""",46.59243,6.770929
"CLAIE_E","""Savigny, Claie-aux-Moines""",46.54057,6.703908
"RTCOU_E","""Riant-Cour""",46.51551,6.616471
"RNEUV_S","""Rue Neuve""",46.523415,6.631352
"SEZOO_M","""Servion, Zoo-tropiquarium""",46.566097,6.772037
"BNOZ_N ","""Burenoz""",46.521313,6.673022
"LVIAU_O","""Laviau""",46.511757,6.549396
"MONGE_E","""Mongevon""",46.548225,6.573701
"ALLIE_N","""Allières""",46.524097,6.647607
"SCIE_S ","""Scierie""",46.546757,6.579331
"ROTIL_N","""Rôtillon""",46.52092,6.634191
"RCFFS_O","""Renens-Gare sud""",46.53659,6.579362
"SABL_E ","""Sablons""",46.52224,6.595895
"EPTES_S","""Epinettes""",46.516064,6.625689
"GPONT_O","""Grand-Pont""",46.504326,6.679582
"20P4_O ","""EPFL, Parking P4""",46.521587,6.571482
"BOST_E ","""Boston""",46.523716,6.622785
"BNIER_E","""Bourdonnière""",46.506462,6.647162
"VVERT_B","""Pully, Val-Vert""",46.5219,6.666967
"ARC-C_E","""Arc-en-Ciel""",46.545204,6.568065
"VUCH_S ","""Vucherens, village""",46.6252,6.782458
"B-RIV_N","""Beau-Rivage""",46.508347,6.627642
"MMM_C  ","""Closalet""",46.553547,6.569521
"SAUVA_N","""Lac Sauvabelin""",46.53811,6.639111
"CHAMP_N","""Les Champs""",46.504574,6.686887
"BLESS_O","""Belmont-s-L., Blessoney""",46.51957,6.683955
"MLINE_E","""UNIL-Mouline""",46.52489,6.57977
"PLY-G_E","""Pully, gare""",46.510582,6.658867
"CHAFE_N","""Chaffeises""",46.51403,6.673699
"AUBER_S","""Servion, Clos de l'Auberge""",46.56835,6.782014
"LGDOC_S","""Languedoc""",46.517746,6.617324
"SO_N   ","""Stade Olympique""",46.534164,6.62599
"MALEY_F","""Malley""",46.52412,6.60332
"PONTE_E","""Pontet""",46.528805,6.56666
"CLOCH_B","""Clochatte""",46.542755,6.638495
"CLERG_E","""Pully, Clergère""",46.511215,6.661699
"CHASS_N","""Prilly-Chasseur""",46.539764,6.606976
"MTELY_F","""Montelly""",46.521854,6.613351
"CSROC_E","""Centre Sportif Rochettaz""",46.511784,6.670173
"BDESS_S","""Bourg-Dessus""",46.53837,6.594561
"PICAR_N","""Ecublens VD, Piccard""",46.520245,6.568388
"PPORT_E","""Pully, port""",46.50667,6.661725
"GROUG_M","""Servion, Grange Rouge""",46.571175,6.778431
"FELE_S ","""Feleire""",46.550385,6.570041
"20P1_O ","""Ecublens, Parking P1""",46.518288,6.57259
"DENAN_O","""Denantou""",46.507866,6.639246
"ROUVN_O","""Rouvène""",46.521477,6.674818
"RAPIL_S","""Rapille""",46.536324,6.612361
"OUCHY_E","""Ouchy-Olympique""",46.507114,6.625928
"CENSU_E","""Censuy""",46.532284,6.583993
"PBOU_O ","""Parc Bourget""",46.51917,6.593088
"GTE_D  ","""Georgette""",46.516983,6.637599
"CLOSL_D","""Closelet""",46.515663,6.633071
"SSULP_O","""St-Sulpice VD, centre""",46.51006,6.557972
"MAIFR_E","""Maillefer""",46.54191,6.628273
"CHPCU_N","""Champs-Courbes""",46.516605,6.550477
"CDRAI_S","""Coudraie""",46.54061,6.609375
"DLICE_E","""Délices""",46.511913,6.627849
"PSECH_B","""Praz-Séchaud""",46.537544,6.667017
"CHAFE_S","""Chaffeises""",46.513924,6.673765
"GCHAM_T","""Belmont-s-L., Grands-Champs""",46.524124,6.676632
"CROIS_B","""Epalinges, Croisettes""",46.543114,6.661618
"ROS_N  ","""Rosiaz""",46.522076,6.661999
"FORNI_O","""Villette (Lavaux), Pra Forni""",46.505264,6.711553
"CNIER_N","""Châtaignier""",46.506786,6.653789
"CROSE_N","""Croset""",46.534588,6.566737
"CHLYV_O","""Chailly-Village""",46.52334,6.655086
"GVESS_S","""Gravesse""",46.50961,6.694908
"BNETT_B","""Bourdonnette""",46.523186,6.589801
"PLANT_E","""Planta""",46.533764,6.573215
"GGETT_S","""Grangette""",46.5412,6.633251
"PREAU_O","""Préau""",46.51014,6.656099
"CDRTT_O","""Coudrette""",46.522556,6.657848
"MTELY_D","""Montelly""",46.521652,6.613602
"SPAUL_O","""St-Paul""",46.527534,6.617383
"VULLI_S","""Vulliens, Halte TL""",46.61503,6.779709
"MGOUL_S","""Mont-Goulin""",46.53885,6.610889
"DRCOL_S","""Druey-Collège""",46.52858,6.630076
"TIMON_T","""Crissier, Timonet""",46.555775,6.573698
"ELYSE_O","""Elysée""",46.51087,6.632256
"BGNON_E","""Bugnon""",46.539616,6.596302
"1-AOU_E","""1er Août""",46.536713,6.582072
"BOVRA_N","""Boverattes""",46.516308,6.665887
"COTES_S","""Côtes""",46.549946,6.631582
"PROV_R ","""Provence""",46.52334,6.608259
"CROND_N","""Champ Rond""",46.53187,6.650218
"BNOZ_S ","""Burenoz""",46.52109,6.672113
"PROV_F ","""Provence""",46.52314,6.609057
"REYM_E ","""Reymondin""",46.50897,6.666331
"PLY-G_2","""Pully, gare""",46.51024,6.657348
"BDESS_D","""Bourg-Dessus""",46.53808,6.595374
"RUISE_E","""Ruisselet""",46.5128,6.664608
"CAUDO_E","""Caudoz""",46.51179,6.666994
"SIGNA_S","""Signal""",46.5326,6.640405
"COTAG_O","""Cottages""",46.521374,6.610022
"ESPER_S","""Bonne-Espérance""",46.51526,6.648206
"EPFL_L ","""EPFL""",46.522167,6.566129
"CAS_N  ","""Casernes""",46.532097,6.628576
"CROIX_S","""Lutry, Croix/Lutry""",46.51714,6.702845
"GVIGN_S","""Grand Vigne""",46.53171,6.603946
"PFRAN_O","""Port-Franc""",46.522587,6.625774
"SCIE_N ","""Scierie""",46.54732,6.579257
"CAP_E  ","""Chemin du Cap""",46.51467,6.649244
"EPTES_B","""Epinettes""",46.515656,6.625539
"FORET_S","""Forêt""",46.535213,6.633288
"EPBIN_N","""En Praz Bin""",46.550762,6.671484
"PEREA_O","""Perréaz""",46.53682,6.602785
"CHNAU_O","""Pully, Chenaulaz""",46.527077,6.672797
"MT-OR_O","""Mont d'Or""",46.516956,6.615068
"RIP_S  ","""Riponne-M. Béjart""",46.523304,6.632019
"CDESO_E","""Corsy-Dessous""",46.51348,6.680235
"JURA_N ","""Jura""",46.541916,6.573372
"CONCO_E","""Concorde""",46.532585,6.574056
"NOUTE_N","""Noutes""",46.543816,6.579469
"20P6_O ","""Ecublens, Parking P6""",46.520535,6.581911
"1-MAI_S","""1er Mai""",46.54078,6.583442
"BO_T   ","""DEPOT Borde""",46.533752,6.630298
"GARE_S ","""Lausanne-Gare""",46.51756,6.628534
"MARRO_O","""Marronnier""",46.50581,6.675326
"RECOR_O","""Recordon""",46.52579,6.617631
"VENON_N","""Venoge nord""",46.51399,6.545855
"ROSES_N","""Roses""",46.515217,6.656624
"MTNY_S ","""Montaney""",46.51862,6.552516
"PERON_O","""Perronnaz""",46.542377,6.679334
"CHTRE_O","""Chantres""",46.51052,6.553456
"R-HV_S ","""Hôtel-de-Ville""",46.536118,6.585536
"HERMI_N","""Hermitage""",46.529858,6.636261
"SUCHF_N","""Suchet-Forêt""",46.539913,6.570249
"BOISV_O","""Bois de Vaux""",46.519802,6.599425
"JDILS_S","""Jordils""",46.510105,6.628293
"BENJC_N","""Benj. Constant""",46.51913,6.637268
"ECMET_O","""Ecole des Métiers""",46.524406,6.616284
"RAVES_O","""Pully, Ravessoud""",46.539062,6.696485
"MTELY_R","""Montelly""",46.522034,6.612919
"BGNON_O","""Bugnon""",46.539883,6.595971
"CONVE_S","""La Conversion, Gare""",46.51289,6.678184
"USSRO_N","""Ropraz, Ussières""",46.600933,6.755632
"PRBYT_O","""Presbytère""",46.52931,6.621045
"BELVO_N","""Bellevaux""",46.539265,6.633736
"CHPCU_S","""Champs-Courbes""",46.516357,6.550038
"HTE-C_S","""Haute Combe""",46.54457,6.684427
"SCIO_O ","""Siège du CIO""",46.51762,6.598938
"SSULP_E","""St-Sulpice VD, centre""",46.510044,6.55809
"MARCO_S","""Marcolet""",46.54672,6.574507
"BOTTE_D","""Bottens, croisée""",46.6168,6.65997
"TIVOL_E","""Tivoli""",46.521137,6.621078
"BUYE_S ","""Buyère""",46.549778,6.563623
"SROCH_E","""St-Roch""",46.52514,6.625527
"GROUG_O","""Servion, Grange Rouge""",46.571175,6.778431
"FAUCO_O","""Fauconnières""",46.524498,6.649622
"GARE_B ","""Lausanne-Gare""",46.5172,6.630038
"NORD_E ","""Place du Nord""",46.524235,6.637896
"BROYE_O","""Broye""",46.53538,6.598153
"ENJAL_S","""En Enjalin""",46.524033,6.556858
"BLIJO_E","""Beaulieu-Jomini""",46.527237,6.626029
"PRY-C_N","""Prilly, Centre""",46.535614,6.606115
"PLANC_S","""Planches""",46.544636,6.665703
"CPEAG_E","""Croix-Péage""",46.561337,6.564792
"GALIC_E","""Galicien""",46.527775,6.604776
"GRAVX_E","""Grandvaux, Pra Grana""",46.50281,6.714531
"VULET_S","""Vulliette""",46.5576,6.682002
"SORGE_O","""UNIL-Sorge""",46.521854,6.573263
"RECOR_E","""Recordon""",46.525303,6.618473
"PIERF_E","""Pierrefleur""",46.534492,6.616704
"VEILL_S","""Veilloud""",46.531284,6.564352
"MLINS_O","""Moulins""",46.508907,6.669146
"VCLB_S ","""Vers-chez-les-Blanc""",46.554543,6.694785
"VALNT_N","""Vallonnette""",46.52845,6.648534
"PREPA_D","""Pré Pariset""",46.5187,6.667
"COCAG_E","""Cocagne""",46.554783,6.561912
"PAUDX_O","""Paudex, Village""",46.506615,6.673165
"SALA_B ","""Sallaz""",46.532513,6.646702
"TRAB_E ","""Trabandan""",46.51455,6.644528
"GMONT_T","""Grand-Mont""",46.5631,6.632781
"GVENN_O","""Grand Vennes""",46.54012,6.646082
"3CHAS_E","""Pully, Trois-Chasseurs""",46.53437,6.684452
"CRARD_E","""Couchirard""",46.52509,6.612755
"OSCHE_S","""Osches""",46.509148,6.65425
"BOST_N ","""Boston""",46.523968,6.623094
"CHT_T  ","""Chalet-à-Gobet""",46.564877,6.6915
"PROVS_E","""Provence sud""",46.521767,6.608244
"CPLAN_N","""Croix-de-Plan""",46.547855,6.564045
"FEYY_D ","""Fey""",46.674892,6.682708
"CHT_B  ","""Chalet-à-Gobet""",46.564877,6.6915
"BOST_O ","""Boston""",46.523865,6.622327
"TNEL_S ","""Tunnel""",46.525738,6.634042
"CLERG_T","""Pully, Clergère""",46.511078,6.661414
"ULAC_E ","""Sports UNIL-EPFL""",46.52096,6.586049
"MEZ-V_N","""Mézières VD, village""",46.596386,6.770488
"R-14A_N","""Renens-14 Avril""",46.540752,6.579713
"CORC_N ","""Ropraz, Corcelles-Jorat""",46.5912,6.745472
"CAVEN_N","""Cugy VD, Cavenette""",46.580204,6.6358
"CHARM_E","""Charmeur (EVAM)""",46.558052,6.570427
"1-AOU_S","""1er Août""",46.536648,6.581851
"PZROS_E","""Prélaz-les-Roses""",46.526833,6.607097
"CSROC_O","""Centre Sportif Rochettaz""",46.511745,6.669496
"FOYER_O","""Foyer""",46.533566,6.659683
"VRNEY_E","""Verney""",46.506397,6.649469
"FLON_I ","""Lausanne-Flon""",46.520416,6.630902
"DRCOL_N","""Druey-Collège""",46.52827,6.630797
"VLARS_N","""Villars""",46.529354,6.56106
"GREY_E ","""Grey""",46.533634,6.61862
"SORGE_E","""UNIL-Sorge""",46.52219,6.573596
"MTELY_E","""Montelly""",46.520824,6.612637
"FREYR_O","""Floreyres""",46.517086,6.648492
"LYGAR_C","""Lutry, gare""",46.50383,6.690154
"PBERT_O","""Praz-Berthoud""",46.53726,6.647558
"VJEUN_S","""Vallée de la Jeunesse""",46.523235,6.607635
"PONTE_S","""Pontet""",46.52995,6.565977
"CHFON_S","""Lausanne, Chalet-Fontaine""",46.567844,6.699663
"VOISD_E","""Voisinand""",46.503582,6.686497
"LANDA_T","""Lutry, Landar""",46.51785,6.689296
"MARTI_S","""Martines""",46.546127,6.631795
"BOVRA_D","""Boverattes""",46.516197,6.665576
"RGRAU_N","""Montpreveyres, Riau-Graubon""",46.575073,6.724102
"OUCHY_O","""Ouchy-Olympique""",46.507275,6.625756
"CHOCO_N","""Chocolatière""",46.53617,6.641095
"BLECH_N","""Blécherette""",46.542404,6.621147
"ESPER_E","""Bonne-Espérance""",46.51457,6.651382
"CORC_S ","""Ropraz, Corcelles-Jorat""",46.590656,6.744827
"VMOUL_O","""Vieux-Moulin""",46.53355,6.629623
"CASAR_S","""Forel (Lavaux), Casard""",46.55294,6.777468
"PRAZC_S","""Praz-Collet""",46.560024,6.69634
"CLOSL_N","""Closelet""",46.51541,6.633048
"PUBLO_O","""Savigny, Publoz""",46.541878,6.715546
"JOLTT_O","""Joliette""",46.509895,6.652923
"MOUN_N ","""Riex, Mouniaz""",46.493725,6.734334
"R-VIL_E","""Renens-Village""",46.53272,6.591925
"PPEL_O ","""Forel (Lavaux), Pra Pélisson""",46.542843,6.756666
"BOISY_E","""Boisy""",46.532673,6.618465
"BRGES_O","""Berges""",46.527508,6.575023
"COPOZ_N","""Coppoz""",46.560284,6.635614
"TNEL_N ","""Tunnel""",46.5262,6.634478
"MTELY_M","""Montelly""",46.521366,6.613984
"SAUGI_E","""Saugiaz""",46.54016,6.586476
"PDETT_O","""Perraudettaz""",46.514214,6.654215
"SOMAI_O","""Somais""",46.50675,6.657411
"MARCO_N","""Marcolet""",46.54694,6.574921
"DPLES_S","""Dapples""",46.514675,6.625371
"CHENE_E","""Chêne""",46.529106,6.589961
"PZROS_O","""Prélaz-les-Roses""",46.52723,6.606309
"RCFFN_G","""Renens-Gare nord""",46.538124,6.57956
"BRETI_S","""Bretigny-sur-Morrens, croisée""",46.598022,6.646733
"MOUSQ_O","""Mousquines""",46.516872,6.647296
"DST_E  ","""Désert""",46.53925,6.612486
"PJOR_N ","""Mézières VD, Praz Joret""",46.583885,6.772705
"CHT_M  ","""Chalet-à-Gobet""",46.564854,6.693561
"CHATL_N","""Cheseaux-sur-Lausanne, Châtelard""",46.578125,6.592439
"PERON_N","""Perronnaz""",46.542343,6.6794
"FOREL_P","""Forel (Lavaux), Cornes de Cerf""",46.541546,6.769798
"MALAD_E","""Maladière-Lac""",46.516087,6.60566
"PREFY_E","""Préfaully""",46.533485,6.579177
"VALCY_E","""Valency""",46.53129,6.611395
"EPSIC_O","""EPSIC""",46.523415,6.621017
"SALA_C ","""Sallaz""",46.533485,6.647066
"PCHLY_P","""Pont de Chailly""",46.526512,6.652017
"JURA_E ","""Jura""",46.54097,6.574208
"BUDR_S ","""Le Mont-s-L., Budron""",46.575222,6.63333
"R-PIS_S","""Renens, Piscine""",46.530357,6.585301
"THALD_O","""Tour Haldimand""",46.506676,6.641778
"PAQUE_E","""Pâqueret""",46.516556,6.57065
"CH_O   ","""Chauderon""",46.523575,6.62568
"MALEY_R","""Malley""",46.524216,6.602824
"MLEYN_N","""Malley-Nord""",46.524963,6.60259
"CIBLE_S","""Ciblerie""",46.505016,6.688327
"BENJC_S","""Benj. Constant""",46.519466,6.63764
"LISIE_S","""Lisière""",46.532417,6.637318
"INDUS_E","""Industrie""",46.54086,6.581198
"BNETT_R","""Bourdonnette""",46.523293,6.58987
"MALEY_D","""Malley""",46.524094,6.603021
"CRISS_S","""Crissier, centre""",46.55341,6.577269
"CUGYP_N","""Cugy VD, poste""",46.583725,6.638866
"VMOUL_S","""Vieux-Moulin""",46.532616,6.629442
"PJOR_S ","""Mézières VD, Praz Joret""",46.58366,6.772668
"AUBEP_N","""Aubépines""",46.527386,6.619223
"SOMAI_E","""Somais""",46.506687,6.657634
"BRELA_S","""Brélaz""",46.513134,6.697479
"BROYE_E","""Broye""",46.535213,6.598156
"FLUM_S ","""Flumeaux""",46.530266,6.600762
"MARTH_N","""Cheseaux-sur-Lausanne, Martheray""",46.581715,6.597224
"PRELA_O","""Prélaz""",46.526394,6.612539
"CROND_S","""Champ Rond""",46.531944,6.650256
"BER_B  ","""Bercher""",46.692463,6.70334
"EPSIC_E","""EPSIC""",46.52328,6.621175
"CASAR_N","""Forel (Lavaux), Casard""",46.55243,6.7772
"BUPT_A ","""Bussigny VD, Poste""",46.54811,6.554262
"BOSON_D","""Bossons""",46.53913,6.617207
"MTSI_E ","""Montchoisi""",46.51083,6.637495
"FROIL_B","""Froideville, Laiterie""",46.600937,6.682452
"CX-OY_S","""Croix d'Ouchy""",46.51254,6.629821
"CECIL_N","""Cécil""",46.52088,6.623062
"VINET_O","""Vinet""",46.526814,6.628121
"PPTAY_E","""Pierraz-Portay""",46.509296,6.643524
"PIECE_O","""Piécettes""",46.54188,6.635783
"COLO_O ","""Cully, Colombaires""",46.490112,6.729471
"MPREV_S","""Montpreveyres, village""",46.582336,6.740954
"FLON_S ","""Lausanne-Flon""",46.52045,6.630523
"P-RIV_E","""Parc Rivier""",46.536022,6.615338
"MTBLC_N","""Mont-Blanc""",46.53043,6.62722
"VYPO_O ","""Vidy-Port""",46.514957,6.607541
"MLIN_S ","""Cugy VD, Le Moulin""",46.58876,6.642393
"ETAVZ_S","""Le Mont-s-L., Etavez""",46.566105,6.633988
"ECRO_O ","""Echallens, La Robellaz""",46.640526,6.641328
"BALLE_S","""Epalinges, Ballègue""",46.55481,6.669874
"EPAL_T ","""Marcel Regamey""",46.54852,6.674775
"PERRL_O","""Perrelet""",46.53013,6.598209
"REYM_O ","""Reymondin""",46.509697,6.664939
"GLYCI_E","""Glycines""",46.535995,6.575709
"MALVX_N","""Malavaux""",46.520695,6.676406
"CUGY_S ","""Cugy VD, village""",46.585457,6.640458
"LANDA_E","""Lutry, Landar""",46.51765,6.690549
"BERG_E ","""Bergières""",46.53022,6.619233
"MGOUL_B","""Mont-Goulin""",46.538445,6.610895
"CHENE_O","""Chêne""",46.52894,6.590211
"RTTAZ_S","""Rochettaz""",46.513897,6.663341
"DEVA_A ","""Ecublens VD, Dévent""",46.53625,6.55851
"ECEG_E ","""Echallens, place Emile Gardaz""",46.640583,6.636795
"CERIS_E","""Cerisaie""",46.52761,6.566145
"FARA_B ","""Mex VD, Faraz""",46.56622,6.550626
"VBOIS_S","""Vert-Bois""",46.56277,6.687133
"MAUVE_N","""Mauvernay""",46.564564,6.689
"PROVS_O","""Provence sud""",46.521774,6.608283
"GROUG_S","""Servion, Grange Rouge""",46.57126,6.778952
"MOTTE_N","""Motte""",46.53376,6.633479
"CDESU_S","""Corsy-Dessus""",46.51489,6.686301
"VRUFF_S","""Victor-Ruffy""",46.53138,6.648387
"FROIV_N","""Froideville, village""",46.599934,6.676253
"CEDRE_O","""Cèdres""",46.514896,6.618983
"PRY-C_E","""Prilly, Centre""",46.534687,6.605021
"CONVE_N","""La Conversion, Gare""",46.51289,6.678184
"PARC_S ","""Parc""",46.536514,6.568244
"SAPEL_O","""Lutry, Sapelle""",46.51224,6.704098
"GENE_N ","""Grandvaux, Genevrey""",46.49922,6.715764
"LVIAU_E","""Laviau""",46.511272,6.55059
"VROSS_S","""Virgile-Rossel""",46.52618,6.648424
"LONGE_E","""Longemalle""",46.52548,6.596704
"MALL_E ","""Maladière-Lac""",46.516087,6.60566
"PONTE_N","""Pontet""",46.52961,6.566165
"RTCOU_O","""Riant-Cour""",46.515606,6.616118
"EPNEX_R","""Epenex""",46.53786,6.573736
"CONCO_N","""Concorde""",46.531994,6.574626
"POLNY_N","""Polny""",46.553997,6.665543
"STAND_N","""Stand""",46.532764,6.562542
"ROVER_O","""Lausanne, Rovéréaz""",46.532772,6.667594
"MARIN_S","""En Marin""",46.556686,6.683906
"ENBOI_O","""Entre-Bois""",46.540768,6.632136
"GALIC_M","""Galicien""",46.527714,6.60217
"CONFR_E","""Forel (Lavaux), Les Confréries""",46.542545,6.765444
"JDILL_O","""Lutry, Jordillon""",46.509182,6.708152
"CROIS_A","""Epalinges, Croisettes""",46.543076,6.661541
"LEMAN_O","""Avenue du Léman""",46.51581,6.645539
"FROIC_S","""Froideville, croisée""",46.601166,6.679068
"MARRO_E","""Marronnier""",46.505703,6.675393
"VVERT_T","""Pully, Val-Vert""",46.521847,6.667098
"HERMI_X","""Hermitage""",46.530163,6.6364
"CHAVC_S","""Chavannes-R., Cèdres""",46.529865,6.572717
"CUYG_B ","""Cully, gare""",46.488827,6.726961
"BALAN_S","""Montpreveyres, Balances""",46.57566,6.735953
"VERG_S ","""Moudon, Verger""",46.666546,6.79872
"1-MAI_N","""1er Mai""",46.540745,6.583455
"CLAIE_O","""Savigny, Claie-aux-Moines""",46.540802,6.703814
"TUIL_O ","""Tuileries""",46.54436,6.658849
"BGARD_S","""Beauregard""",46.51273,6.622781
"GTE_B  ","""Georgette""",46.51668,6.638047
"BO     ","""Dépôt Borde""",46.53352,6.630093
"THALD_E","""Tour Haldimand""",46.506462,6.643383
"RGRAU_S","""Montpreveyres, Riau-Graubon""",46.575222,6.725013
"ROUVR_N","""Rouvraie""",46.53257,6.631815
"STCAT_S","""Lausanne, Ste-Catherine""",46.570995,6.708425
"GROUG_E","""Servion, Grange Rouge""",46.571327,6.778716
"MUSEO_S","""Musée Olympique""",46.509747,6.634605
"NORD_S ","""Place du Nord""",46.52413,6.637128
"FOYER_B","""Foyer""",46.532696,6.660386
"BORJO_O","""Borjod""",46.53944,6.588326
"GLYCI_B","""Glycines""",46.53629,6.576317
"RUSTE_E","""Bottens, La Rustériaz""",46.606495,6.666514
"MTSI_S ","""Montchoisi""",46.51099,6.636359
"MTFLI_S","""Mont-Fleuri""",46.51464,6.6319
"RCFFS_E","""Renens-Gare sud""",46.536316,6.579693
"MARIN_N","""En Marin""",46.5575,6.684325
"CDRTT_E","""Coudrette""",46.52236,6.659089
"PRELA_E","""Prélaz""",46.526314,6.612827
"ESPER_O","""Bonne-Espérance""",46.515247,6.6502
"ZING_E ","""Zinguerie""",46.54342,6.570949
"EPFL_O ","""EPFL""",46.522087,6.566313
"SF_S   ","""St-François""",46.5192,6.634478
"B-AIR_O","""Bel-Air""",46.522522,6.628303
"GVG_N  ","""Grandvaux, gare sud""",46.496586,6.720502
"ROZAV_N","""Rozavère""",46.528805,6.655411
"GMONT_S","""Grand-Mont""",46.562733,6.634299
"VELOD_S","""Parc Vélodrome""",46.536312,6.623455
"CLOSY_N","""Vucherens, Closy""",46.62828,6.783099
"AUBER_E","""Servion, Clos de l'Auberge""",46.5686,6.782728
"GARE_N ","""Lausanne-Gare""",46.517273,6.62902
"BMURA_B","""Epalinges, Bois Murat""",46.545124,6.654366
"RAMUZ_E","""C. F. Ramuz""",46.509495,6.648329
"PAQUE_O","""Pâqueret""",46.516445,6.570665
"PARC_N ","""Parc""",46.53676,6.568266
"GCHAM_E","""Belmont-s-L., Grands-Champs""",46.522087,6.677377
"FREYR_E","""Floreyres""",46.51717,6.648673
"FLON_O ","""Lausanne-Flon""",46.52098,6.630398
"EPNEX_O","""Epenex""",46.538563,6.574951
"RUSTE_O","""Bottens, La Rustériaz""",46.60652,6.666436
"SAUVA_S","""Lac Sauvabelin""",46.538097,6.639046
"MALF_M ","""Maladière-Figuiers""",46.516907,6.606677
"CRISS_N","""Crissier, centre""",46.553696,6.577017
"CLERG_N","""Pully, Clergère""",46.511654,6.662696
"ECEG_O ","""Echallens, place Emile Gardaz""",46.640186,6.639022
"JDILL_E","""Lutry, Jordillon""",46.50895,6.708273
"ECMET_E","""Ecole des Métiers""",46.52422,6.616443
"PCHLY_O","""Pont de Chailly""",46.526386,6.651901
"CROIX_T","""Lutry, Croix/Lutry""",46.51731,6.702999
"ESSER_N","""Essertes, Le Pralet""",46.558678,6.781662
"BOST_S ","""Boston""",46.524063,6.622741
"FELE_N ","""Feleire""",46.55091,6.569733
"HOMEJ_N","""Ropraz, Home du Jorat""",46.59488,6.750214
"FOUGE_N","""Le Mont-s-L., Fougères""",46.571587,6.633632
"MEMIS_S","""Mémise""",46.52712,6.633317
"ECHER_O","""Lutry, Echerins""",46.518658,6.700205
"MTOIE_E","""Montoie""",46.518135,6.608795
"DOLE_O ","""Dorigny-Léman""",46.52701,6.583216
"MALAD_O","""Maladière-Lac""",46.516247,6.604993
"COTAG_E","""Cottages""",46.5213,6.610141
"GRATT_S","""Grattapaille""",46.536613,6.618927
"CRARD_O","""Couchirard""",46.525085,6.613302
"20P5_E ","""UNIL-Sorge, Parking P5""",46.52219,6.573596
"ECOMM_N","""Ecole Commerce""",46.525555,6.622119
"FORET_N","""Forêt""",46.535873,6.633421
"20P3_O ","""EPFL, Parking P3""",46.52202,6.565102
"CPEAG_B","""Croix-Péage""",46.56087,6.565321
"CHNAU_E","""Pully, Chenaulaz""",46.527016,6.67285
"VALNT_S","""Vallonnette""",46.528538,6.648481
"COUR_N ","""Cour""",46.512665,6.625871
"EPALC_E","""Epalinges, centre""",46.548317,6.673031
"MTPLY_E","""Pully, Monts-de-Pully""",46.536083,6.688899
"JURA_S ","""Jura""",46.541054,6.573386
"RENGE_N","""Renges""",46.52258,6.555292
"RIONZ_N","""Rionzi""",46.54355,6.632694
"MTPLY_O","""Pully, Monts-de-Pully""",46.535942,6.688354
"SURLC_E","""Sur-la-Croix""",46.540775,6.593819
"CHOCO_S","""Chocolatière""",46.536385,6.640844
"HTE-C_N","""Haute Combe""",46.544655,6.684556
"MEZ-S_N","""Mézières VD, station""",46.599487,6.771494
"MTFLI_N","""Mont-Fleuri""",46.514286,6.631541
"BELVO_S","""Bellevaux""",46.539623,6.6336
"ROSES_S","""Roses""",46.514828,6.6562
"DP     ","""Dépôt Perrelet""",46.528416,6.598549
"CNIER_O","""Châtaignier""",46.50643,6.653103
"GPONT_E","""Grand-Pont""",46.504066,6.681162
"DEVIN_E","""Devin""",46.530148,6.652068
"CIBLE_N","""Ciblerie""",46.5049,6.688837
"B-RIV_S","""Beau-Rivage""",46.508266,6.6275
"SPAUL_E","""St-Paul""",46.524883,6.621177
"SUVI_S ","""Sugnens, village""",46.654964,6.671464
"EGLX_A ","""Ecublens VD, Galexis SA""",46.534836,6.569757
"3CHAS_O","""Pully, Trois-Chasseurs""",46.53435,6.684348
"SF_O   ","""St-François""",46.51955,6.632948
"VIGIE_F","""Vigie""",46.521492,6.623939
"SAV_E  ","""Savigny, centre""",46.538513,6.731078
"CHBR_R ","""UNIL-Chamberonne""",46.52436,6.584457
