"code_ligne_theo";"direction_voy_theo";"code_arret_theo";"libelle_arret_theo2";"sequence_theo";"montees";"descentes";"geom_arret"
64;"R";"VCLB_S ";"Vers-chez-les-Blanc";5;42350,375;7862,6265;c(6.69478511810303, 46.5545425415039)
64;"R";"MOLLT_S";"Molliettes";6;7379,376;974,39307;c(6.69358110427856, 46.5529975891113)
64;"R";"MATHY_S";"Chalet à Matthey";7;48560,863;1792,0409;c(6.69133806228638, 46.5511131286621)
64;"R";"HTE-C_S";"Haute Combe";8;13654,447;2282,957;c(6.68442678451538, 46.5445709228516)
64;"R";"PERON_O";"Perronnaz";9;16846,701;2921,88;c(6.67933416366577, 46.5423774719238)
64;"R";"PREYV_S";"Pré-d'Yverdon";11;16300,326;2601,0352;c(6.67275476455688, 46.5438461303711)
64;"R";"PLANC_S";"Planches";12;2312,5474;2490,9734;c(6.66570281982422, 46.5446357727051)
64;"R";"CROIS_A";"Epalinges, Croisettes";13;0;201906,31;c(6.66154098510742, 46.5430755615234)
65;"A";"SALA_Z ";"Sallaz";1;128941,52;0;c(6.64716196060181, 46.5331344604492)
65;"A";"FOYER_E";"Foyer";2;1859,6243;3164,4263;c(6.65982818603516, 46.5334281921387)
65;"A";"ROVER_E";"Lausanne, Rovéréaz";3;168,7872;2078,6555;c(6.66772508621216, 46.5327262878418)
65;"A";"MBLES_E";"Montblesson, Centenaire";4;187,81877;2538,774;c(6.67769479751587, 46.5365180969238)
65;"A";"3CHAS_E";"Pully, Trois-Chasseurs";6;350,75262;2552,9587;c(6.68445205688477, 46.5343704223633)
65;"A";"MTPLY_E";"Pully, Monts-de-Pully";7;72,37668;1151,3928;c(6.68889904022217, 46.5360832214355)
65;"A";"RAVES_E";"Pully, Ravessoud";8;41,218178;359,7731;c(6.69732904434204, 46.5392951965332)
65;"A";"CLAIE_E";"Savigny, Claie-aux-Moines";10;5523,9717;16050,791;c(6.70390796661377, 46.5405693054199)
65;"A";"PUBLO_E";"Savigny, Publoz";11;65,029655;1567,1404;c(6.71584606170654, 46.541805267334)
65;"A";"ANCPO_E";"Savigny, ancienne poste";12;1037,7198;7586,7153;c(6.72491979598999, 46.539867401123)
65;"A";"SAV_E  ";"Savigny, centre";13;8858,52;31897,71;c(6.73107814788818, 46.5385131835938)
65;"A";"PPEL_E ";"Forel (Lavaux), Pra Pélisson";15;389,72;1002,7835;c(6.75761699676514, 46.5429191589355)
65;"A";"CONFR_E";"Forel (Lavaux), Les Confréries";16;723,6864;1697,2261;c(6.76544380187988, 46.5425453186035)
65;"A";"FOREL_Y";"Forel (Lavaux), Cornes de Cerf";17;10335,305;25688,562;c(6.76979780197144, 46.5415458679199)
65;"A";"CASAR_N";"Forel (Lavaux), Casard";18;210,51819;616,3553;c(6.77720022201538, 46.5524291992188)
65;"A";"ESSER_N";"Essertes, Le Pralet";20;443,4768;6651,635;c(6.78166198730469, 46.5586776733398)
65;"A";"AUBER_N";"Servion, Clos de l'Auberge";22;3500,1606;8161,4463;c(6.7821569442749, 46.5683441162109)
65;"A";"GROUG_N";"Servion, Grange Rouge";23;4039,2795;1571,0974;c(6.7783031463623, 46.5720367431641)
65;"A";"PJOR_N ";"Mézières VD, Praz Joret";25;100,96391;421,69482;c(6.772705078125, 46.5838851928711)
65;"A";"GRRU_N ";"Mézières VD, centre médical";26;156,03828;5343,9287;c(6.77092885971069, 46.5924301147461)
65;"A";"MEZ-V_N";"Mézières VD, village";27;309,17877;24324,553;c(6.77048778533936, 46.5963859558105)
65;"A";"MEZ-S_N";"Mézières VD, station";28;0;5747,957;c(6.77149391174316, 46.5994873046875)
65;"R";"MEZ-S_N";"Mézières VD, station";1;7347,26;0;c(6.77149391174316, 46.5994873046875)
65;"R";"MEZ-V_O";"Mézières VD, village";2;22332,068;641,7577;c(6.77019214630127, 46.5960884094238)
65;"R";"GRRU_S ";"Mézières VD, centre médical";3;6711,0723;469,34583;c(6.77095985412598, 46.5920257568359)
65;"R";"PJOR_S ";"Mézières VD, Praz Joret";4;462,6104;131,24167;c(6.77266788482666, 46.5836601257324)
65;"R";"GROUG_S";"Servion, Grange Rouge";6;7282,049;936,0368;c(6.77895212173462, 46.5712585449219)
65;"R";"AUBER_S";"Servion, Clos de l'Auberge";7;10106,867;3459,1904;c(6.78201389312744, 46.5683517456055)
65;"R";"ESSER_S";"Essertes, Le Pralet";9;6530,4785;490,57385;c(6.78155708312988, 46.5586776733398)
65;"R";"CASAR_S";"Forel (Lavaux), Casard";11;549,34814;216,38455;c(6.77746820449829, 46.5529403686523)
65;"R";"FOREL_P";"Forel (Lavaux), Cornes de Cerf";12;25790,832;9932,291;c(6.76979780197144, 46.5415458679199)
65;"R";"CONFR_O";"Forel (Lavaux), Les Confréries";13;1349,4762;754,1981;c(6.76545715332031, 46.5425720214844)
65;"R";"PPEL_O ";"Forel (Lavaux), Pra Pélisson";14;795,2759;258,5496;c(6.75666618347168, 46.5428428649902)
65;"R";"SAV_O  ";"Savigny, centre";16;28777,734;9224,021;c(6.7308030128479, 46.5385894775391)
65;"R";"ANCPO_O";"Savigny, ancienne poste";17;6603,192;1348,6721;c(6.72455406188965, 46.5399475097656)
65;"R";"PUBLO_O";"Savigny, Publoz";18;688,25995;160,72433;c(6.71554613113403, 46.541877746582)
65;"R";"CLAIE_O";"Savigny, Claie-aux-Moines";19;15480,26;4742,8164;c(6.7038140296936, 46.5408020019531)
65;"R";"RAVES_O";"Pully, Ravessoud";21;317,43332;42,764595;c(6.69648504257202, 46.5390625)
65;"R";"MTPLY_O";"Pully, Monts-de-Pully";22;658,7275;54,13448;c(6.68835401535034, 46.5359420776367)
65;"R";"3CHAS_O";"Pully, Trois-Chasseurs";23;2915,1855;316,01248;c(6.68434810638428, 46.534351348877)
65;"R";"MBLES_O";"Montblesson, Centenaire";25;2544,9082;156,04366;c(6.67752599716187, 46.5365028381348)
65;"R";"ROVER_O";"Lausanne, Rovéréaz";26;1254,8508;121,86301;c(6.66759395599365, 46.532772064209)
65;"R";"FOYER_O";"Foyer";27;5363,405;2439,6714;c(6.65968322753906, 46.5335655212402)
65;"R";"SALA_Z ";"Sallaz";28;0;127758,586;c(6.64716196060181, 46.5331344604492)
67;"A";"VVERT_B";"Pully, Val-Vert";1;16551,475;0;c(6.66696691513062, 46.521900177002)
67;"A";"CHNAU_E";"Pully, Chenaulaz";2;76,73088;55,616844;c(6.67285013198853, 46.5270156860352)
67;"A";"GCHAM_E";"Belmont-s-L., Grands-Champs";4;1013,15295;1427,7977;c(6.67737722396851, 46.522087097168)
67;"A";"BELMT_E";"Belmont-s-L., Centre";5;656,8387;1325,5781;c(6.67898416519165, 46.5190315246582)
67;"A";"BLESS_E";"Belmont-s-L., Blessoney";7;648,56995;1143,97;c(6.6843409538269, 46.5189514160156)
67;"A";"LANDA_E";"Lutry, Landar";8;558,34235;728,0587;c(6.69054889678955, 46.517650604248)
67;"A";"ECHER_E";"Lutry, Echerins";9;54,038857;304,4258;c(6.70078086853027, 46.5184745788574)
67;"A";"CROIX_S";"Lutry, Croix/Lutry";10;1327,9417;4103,0264;c(6.70284509658813, 46.5171394348145)
67;"A";"SAPEL_E";"Lutry, Sapelle";11;465,3242;1583,2734;c(6.70429992675781, 46.5117492675781)
67;"A";"JDILL_E";"Lutry, Jordillon";12;580,46533;1599,8159;c(6.70827293395996, 46.5089492797852)
67;"A";"FORNI_E";"Villette (Lavaux), Pra Forni";14;1833,9927;2335,5955;c(6.71076583862305, 46.5056991577148)
67;"A";"GRAVX_E";"Grandvaux, Pra Grana";15;1976,4905;1705,2767;c(6.71453094482422, 46.5028114318848)
67;"A";"GENE_S ";"Grandvaux, Genevrey";16;772,27246;407,2619;c(6.71630811691284, 46.4984855651855)
67;"A";"GVG_S  ";"Grandvaux, gare sud";17;5402,106;1980,4019;c(6.72058010101318, 46.4965858459473)
67;"A";"CNAX_E ";"Grandvaux, Chenaux";18;379,3986;135,1499;c(6.72723913192749, 46.4954414367676)
67;"A";"MOUN_S ";"Riex, Mouniaz";19;1603,1501;1355,5676;c(6.73433399200439, 46.493724822998)
67;"A";"COLO_O ";"Cully, Colombaires";20;22,225185;1089,5024;c(6.72947120666504, 46.4901123046875)
67;"A";"CUYG_B ";"Cully, gare";21;0;12642,211;c(6.72696113586426, 46.488826751709)
67;"R";"CUYG_B ";"Cully, gare";1;18001,475;0;c(6.72696113586426, 46.488826751709)
67;"R";"COLO_E ";"Cully, Colombaires";2;486,69495;341,4289;c(6.72944593429565, 46.4900398254395)
67;"R";"MOUN_N ";"Riex, Mouniaz";3;1269,6051;3440,561;c(6.73433399200439, 46.493724822998)
67;"R";"CNAX_O ";"Grandvaux, Chenaux";4;345,16675;1111,077;c(6.72852182388306, 46.4939041137695)
67;"R";"GVG_N  ";"Grandvaux, gare sud";5;4670,595;5503,755;c(6.72050189971924, 46.4965858459473)
67;"R";"GENE_N ";"Grandvaux, Genevrey";6;652,47595;1947,5331;c(6.71576404571533, 46.4992218017578)
67;"R";"GRAVX_O";"Grandvaux, Pra Grana";7;1664,568;3365,8318;c(6.7137131690979, 46.5035705566406)
67;"R";"FORNI_O";"Villette (Lavaux), Pra Forni";8;2464,7861;2596,541;c(6.71155309677124, 46.5052642822266)
67;"R";"JDILL_O";"Lutry, Jordillon";10;1722,8438;950,41437;c(6.70815181732178, 46.5091819763184)
67;"R";"SAPEL_O";"Lutry, Sapelle";11;2674,7466;485,2642;c(6.70409822463989, 46.5122413635254)
67;"R";"CROIX_O";"Lutry, Croix/Lutry";12;4606,657;1854,0223;c(6.70299911499023, 46.5173110961914)
67;"R";"ECHER_O";"Lutry, Echerins";13;86,12155;43,804527;c(6.70020484924316, 46.5186576843262)
67;"R";"LANDA_O";"Lutry, Landar";14;446,08557;622,265;c(6.68929576873779, 46.5178489685059)
67;"R";"BLESS_O";"Belmont-s-L., Blessoney";16;731,83826;625,94653;c(6.68395519256592, 46.5195693969727)
67;"R";"BELMT_O";"Belmont-s-L., Centre";17;1033,2051;587,89136;c(6.67821502685547, 46.5199546813965)
67;"R";"GCHAM_O";"Belmont-s-L., Grands-Champs";18;787,16626;634,17267;c(6.67719411849976, 46.5231056213379)
67;"R";"CHNAU_O";"Pully, Chenaulaz";20;30,253399;36,605667;c(6.67279720306396, 46.5270767211914)
67;"R";"VVERT_B";"Pully, Val-Vert";21;0;17527,168;c(6.66696691513062, 46.521900177002)
68;"A";"LYGAR_C";"Lutry, gare";1;5272,18;6,3213444;c(6.69015407562256, 46.5038299560547)
68;"A";"CHAMP_N";"Les Champs";2;18181,66;1823,4204;c(6.68688678741455, 46.5045738220215)
68;"A";"ORZEN_N";"Orzens";3;911,7954;1514,4529;c(6.68342399597168, 46.507194519043)
68;"A";"WLIAM_N";"Avenue William";4;1194,802;3935,5857;c(6.68220806121826, 46.5093269348145)
68;"A";"COLLI_N";"Colline";5;617,27515;2565,419;c(6.6790599822998, 46.510856628418)
68;"A";"CONVE_N";"La Conversion, Gare";6;16562,324;3607,5488;c(6.67818403244019, 46.5128898620605)
68;"A";"CDESO_E";"Corsy-Dessous";7;867,38617;2517,592;c(6.68023490905762, 46.5134811401367)
68;"A";"MARIO_E";"Marionnettes";8;907,4868;7664,7227;c(6.6855092048645, 46.512752532959)
68;"A";"PONFI_E";"Ponfilet";9;754,3607;4644,092;c(6.68947792053223, 46.5131912231445)
68;"A";"BRULE_O";"Brûlées";10;1125,9973;6529,29;c(6.69046306610107, 46.5144844055176)
68;"A";"CDESU_N";"Corsy-Dessus";11;1013,25104;8035,7188;c(6.6862998008728, 46.5149154663086)
68;"A";"LANDA_E";"Lutry, Landar";12;1382,0513;2427,4211;c(6.69054889678955, 46.517650604248)
68;"A";"ECHER_E";"Lutry, Echerins";13;485,27017;982,8192;c(6.70078086853027, 46.5184745788574)
68;"A";"CROIX_S";"Lutry, Croix/Lutry";14;555,5318;4717,0425;c(6.70284509658813, 46.5171394348145)
68;"A";"CROIX_T";"Lutry, Croix/Lutry";15;0;1222,891;c(6.70299911499023, 46.5173110961914)
68;"R";"CROIX_T";"Lutry, Croix/Lutry";1;1723,2925;0;c(6.70299911499023, 46.5173110961914)
68;"R";"ECHER_O";"Lutry, Echerins";2;1141,6841;1112,2571;c(6.70020484924316, 46.5186576843262)
68;"R";"LANDA_P";"Lutry, Landar";3;2099,0142;1712,2968;c(6.69054889678955, 46.517650604248)
68;"R";"CDESU_S";"Corsy-Dessus";4;3598,6738;1298,2036;c(6.68630123138428, 46.5148887634277)
68;"R";"BRULE_E";"Brûlées";5;4715,1387;1406,9131;c(6.69048881530762, 46.5144653320312)
68;"R";"PONFI_O";"Ponfilet";6;3896,7913;1318,5345;c(6.68954277038574, 46.5131988525391)
68;"R";"MARIO_O";"Marionnettes";7;3624,1965;2204,948;c(6.68590021133423, 46.5127449035645)
68;"R";"CDESO_O";"Corsy-Dessous";8;1849,1614;1210,5957;c(6.68003702163696, 46.5136871337891)
68;"R";"CONVE_S";"La Conversion, Gare";9;3054,0093;9020,559;c(6.67818403244019, 46.5128898620605)
68;"R";"COLLI_S";"Colline";10;1335,3533;1216,729;c(6.67900800704956, 46.5108261108398)
68;"R";"WLIAM_S";"Avenue William";11;1279,7708;1274,0532;c(6.68147802352905, 46.5094146728516)
68;"R";"ORZEN_S";"Orzens";12;1255,9786;1302,5985;c(6.68336009979248, 46.5070877075195)
68;"R";"CHAMP_S";"Les Champs";13;189,99675;4387,479;c(6.68684577941895, 46.5046882629395)
68;"R";"VOISD_E";"Voisinand";14;605,8032;2333,8318;c(6.6864972114563, 46.5035820007324)
68;"R";"LYGAR_C";"Lutry, gare";15;3,883266;2371,2393;c(6.69015407562256, 46.5038299560547)
69;"A";"LPORT_B";"Lutry, Port";1;2854,9438;0;c(6.68398094177246, 46.5018196105957)
69;"A";"CHAMP_N";"Les Champs";2;2732,0396;215,34111;c(6.68688678741455, 46.5045738220215)
69;"A";"LYGAR_E";"Lutry, gare";3;2685,7288;237,58731;c(6.6888370513916, 46.5049018859863)
69;"A";"SAVUI_N";"Savuit-Place";4;201,07323;1063,8862;c(6.69391107559204, 46.5072746276855)
69;"A";"BRELA_N";"Brélaz";7;207,32709;1916,5677;c(6.69754409790039, 46.5131645202637)
69;"A";"SAVOI_N";"Savoie";8;163,21939;1394,6428;c(6.70117807388306, 46.5161476135254)
69;"A";"CROIX_O";"Lutry, Croix/Lutry";9;484,3899;2601,644;c(6.70299911499023, 46.5173110961914)
69;"A";"ECHER_O";"Lutry, Echerins";10;25,094988;91,56191;c(6.70020484924316, 46.5186576843262)
69;"A";"LANDA_E";"Lutry, Landar";11;0;1344,5298;c(6.69054889678955, 46.517650604248)
69;"R";"LANDA_E";"Lutry, Landar";1;2081,261;0;c(6.69054889678955, 46.517650604248)
69;"R";"ECHER_E";"Lutry, Echerins";2;52,42374;134,52615;c(6.70078086853027, 46.5184745788574)
69;"R";"CROIX_S";"Lutry, Croix/Lutry";3;2364,3394;570,3512;c(6.70284509658813, 46.5171394348145)
69;"R";"SAVOI_S";"Savoie";4;1110,6569;78,42375;c(6.70128202438354, 46.5161743164062)
69;"R";"BRELA_S";"Brélaz";5;705,74255;238,44754;c(6.69747877120972, 46.5131340026855)
69;"R";"GVESS_S";"Gravesse";6;167,9864;25,223743;c(6.69490814208984, 46.5096092224121)
69;"R";"SAVUI_S";"Savuit-Place";8;239,39282;310,62372;c(6.69391107559204, 46.5073013305664)
69;"R";"LYGAR_O";"Lutry, gare";9;118,29045;2316,5652;c(6.68832683563232, 46.5050163269043)
69;"R";"CHAMP_S";"Les Champs";10;106,67377;2884,915;c(6.68684577941895, 46.5046882629395)
69;"R";"LPORT_B";"Lutry, Port";11;0;1522,9419;c(6.68398094177246, 46.5018196105957)
70;"A";"R-CFF_F";"Renens-Gare";1;1624735,5;0;c(6.57757091522217, 46.5377311706543)
70;"A";"EPNEX_F";"Epenex";3;168378,89;37440,254;c(6.57328796386719, 46.5373725891113)
70;"A";"CROCH_F";"Crochy";5;197904,47;119331,34;c(6.56980800628662, 46.5324630737305)
70;"A";"CERIS_F";"Cerisaie";6;300852,06;131618,06;c(6.56638097763062, 46.5275573730469)
70;"A";"BASS_F ";"Bassenges";8;100111,05;69298,02;c(6.56464099884033, 46.5247192382812)
70;"A";"EPFL_L ";"EPFL";9;1195531,1;717831,25;c(6.56612920761108, 46.5221672058105)
70;"A";"SORGE_F";"UNIL-Sorge";10;674112,44;349677,2;c(6.5732569694519, 46.5222396850586)
70;"A";"MLINE_F";"UNIL-Mouline";12;369566,38;199436,84;c(6.57964992523193, 46.5250358581543)
70;"A";"CHBR_F ";"UNIL-Chamberonne";13;506119,34;263519,06;c(6.5848388671875, 46.5241279602051)
70;"A";"BNETT_F";"Bourdonnette";15;600659,25;161075,19;c(6.59074115753174, 46.5234260559082)
70;"A";"MALEY_F";"Malley";18;746242,6;383231,44;c(6.60332012176514, 46.5241203308105)
70;"A";"PROV_F ";"Provence";19;347658,9;175699,92;c(6.60905694961548, 46.5231399536133)
70;"A";"MTELY_F";"Montelly";20;285547,53;288972,62;c(6.6133508682251, 46.5218544006348)
70;"A";"VIGIE_F";"Vigie";21;166900,14;693564,9;c(6.623939037323, 46.5214920043945)
70;"A";"FLON_R ";"Lausanne-Flon";22;0;3693565;c(6.62930202484131, 46.5202178955078)
70;"R";"FLON_R ";"Lausanne-Flon";1;3442583;0;c(6.62930202484131, 46.5202178955078)
70;"R";"VIGIE_R";"Vigie";2;633576,5;128167,625;c(6.62346696853638, 46.5216941833496)
70;"R";"MTELY_R";"Montelly";3;342453,78;309802,03;c(6.61291885375977, 46.5220336914062)
70;"R";"PROV_R ";"Provence";4;161861,56;261559,84;c(6.6082592010498, 46.5233383178711)
70;"R";"MALEY_R";"Malley";5;417315,6;683117,6;c(6.60282421112061, 46.5242156982422)
70;"R";"BNETT_R";"Bourdonnette";8;202209,45;614553,44;c(6.5898699760437, 46.5232925415039)
70;"R";"CHBR_R ";"UNIL-Chamberonne";10;253486,06;496170,8;c(6.58445692062378, 46.5243606567383)
70;"R";"MLINE_R";"UNIL-Mouline";11;217213,94;307430,8;c(6.57880401611328, 46.5249900817871)
70;"R";"SORGE_R";"UNIL-Sorge";13;323638,75;698708;c(6.57285594940186, 46.5220565795898)
70;"R";"EPFL_R ";"EPFL";14;719806,06;1179861,5;c(6.56569719314575, 46.5222549438477)
70;"R";"BASS_R ";"Bassenges";15;67689,13;86852,02;c(6.56495904922485, 46.5252265930176)
70;"R";"CERIS_R";"Cerisaie";17;167004,58;292390,3;c(6.56680297851562, 46.5280418395996)
70;"R";"CROCH_R";"Crochy";18;121356,27;220284,16;c(6.57025623321533, 46.532958984375)
70;"R";"EPNEX_R";"Epenex";20;45965,715;200640,33;c(6.5737361907959, 46.5378608703613)
70;"R";"R-CFF_F";"Renens-Gare";22;0;1665751,5;c(6.57757091522217, 46.5377311706543)
72;"A";"OUC";"Ouchy-Olympique";1;2219359;0;c(6.62659549417186, 46.5074045023503)
72;"A";"JOR";"Jordils";2;461925;56509;c(6.62733574960953, 46.5098529033348)
72;"A";"DEL";"Délices";3;1095973;135670;c(6.62805968408825, 46.5122471336498)
72;"A";"GRA";"Grancy";4;673332;273402;c(6.62884658804469, 46.5149263453007)
72;"A";"CFF";"Lausanne-Gare";5;6391538;1139179;c(6.6296389198779, 46.5175955047304)
72;"A";"FLO";"Lausanne-Flon";6;2366157;4435935;c(6.63040949674576, 46.5202248390516)
72;"A";"RIP";"Riponne-M.Béjart";7;1447749;2194807;c(6.63269362897799, 46.5228874671826)
72;"A";"BES";"Bessières";8;736250;1362018;c(6.63705336935945, 46.520754681928)
72;"A";"OUR";"Ours";9;386207;1158174;c(6.64064319167835, 46.5212254762448)
72;"A";"CHU";"CHUV";10;427689;1651003;c(6.64151921148433, 46.5264851673235)
72;"A";"SAL";"Sallaz";11;536761;2294182;c(6.64611330889609, 46.5328533537064)
72;"A";"FOU";"Fourmi";12;90715;625110;c(6.65102546518772, 46.5388768019849)
72;"A";"VEN";"Vennes";13;37526;533103;c(6.65768621870525, 46.5413224939833)
72;"A";"CRO";"Croisettes";14;0;1828562;c(6.66151105420869, 46.5429350755011)
72;"R";"CRO";"Croisettes";1;1541336;0;c(6.66151105420869, 46.5429350755011)
72;"R";"VEN";"Vennes";2;477000;43921;c(6.65768621870525, 46.5413224939833)
72;"R";"FOU";"Fourmi";3;537583;94827;c(6.65102546518772, 46.5388768019849)
72;"R";"SAL";"Sallaz";4;1782921;253515;c(6.64611330889609, 46.5328533537064)
72;"R";"CHU";"CHUV";5;1371616;454497;c(6.64151921148433, 46.5264851673235)
72;"R";"OUR";"Ours";6;765602;351012;c(6.64064319167835, 46.5212254762448)
72;"R";"BES";"Bessières";7;924277;656071;c(6.63705336935945, 46.520754681928)
72;"R";"RIP";"Riponne-M.Béjart";8;1589294;1451926;c(6.63269362897799, 46.5228874671826)
72;"R";"FLO";"Lausanne-Flon";9;3841028;1972544;c(6.63040949674576, 46.5202248390516)
72;"R";"CFF";"Lausanne-Gare";10;863020;6032357;c(6.6296389198779, 46.5175955047304)
72;"R";"GRA";"Grancy";11;274389;442154;c(6.62884658804469, 46.5149263453007)
72;"R";"DEL";"Délices";12;81922;685341;c(6.62805968408825, 46.5122471336498)
72;"R";"JOR";"Jordils";13;13688;418380;c(6.62733574960953, 46.5098529033348)
72;"R";"OUC";"Ouchy-Olympique";14;0;1669020;c(6.62659549417186, 46.5074045023503)
81;"A";"CHARM_E";"Charmeur (EVAM)";1;7419,4004;0;c(6.57042694091797, 46.5580520629883)
81;"A";"BRE_S  ";"Bré";2;79,40001;3463;c(6.57858896255493, 46.55078125)
81;"A";"COLMA_N";"Collège de Marcolet";3;0;4035,8003;c(6.57493019104004, 46.5447540283203)
81;"R";"COLMA_N";"Collège de Marcolet";1;4265,4;0;c(6.57493019104004, 46.5447540283203)
81;"R";"CHISA_N";"Crissier, Chisaz";2;3558,4;545,4;c(6.57696485519409, 46.5503997802734)
81;"R";"CHARM_E";"Charmeur (EVAM)";3;0;7278,3994;c(6.57042694091797, 46.5580520629883)
82;"A";"ALE_O  ";"Chauderon-Ale";1;805,38983;0;c(6.6272668838501, 46.5238189697266)
82;"A";"BOST_O ";"Boston";2;8,673215;4,6732144;c(6.62232685089111, 46.5238647460938)
82;"A";"RECOR_O";"Recordon";3;0,4732143;0,4732143;c(6.61763095855713, 46.5257911682129)
82;"A";"PRELA_O";"Prélaz";4;37,78988;2,4732144;c(6.61253881454468, 46.5263938903809)
82;"A";"PZROS_O";"Prélaz-les-Roses";5;303,4732;0,4732143;c(6.60630893707275, 46.527229309082)
82;"A";"GALIC_O";"Galicien";6;153,25656;2,2732146;c(6.60339689254761, 46.5284423828125)
82;"A";"PERRL_O";"Perrelet";7;0,4732143;14,673214;c(6.59820890426636, 46.5301284790039)
82;"A";"R-VIL_O";"Renens-Village";8;0,4732143;4,0732145;c(6.59247493743896, 46.532543182373)
82;"A";"SEGLI_O";"Sous l'Eglise";9;0,4732143;0,4732143;c(6.58824682235718, 46.5353546142578)
82;"A";"R-HV_O ";"Hôtel-de-Ville";10;60,439884;8,873215;c(6.58621692657471, 46.5367240905762)
82;"A";"AVNIR_O";"Avenir";11;0,4732143;0,4732143;c(6.58346700668335, 46.5383338928223)
82;"A";"R-14A_E";"Renens-14 Avril";12;1,9565476;1,6732143;c(6.57972288131714, 46.5393218994141)
82;"A";"RCFFS_O";"Renens-Gare sud";13;6,556548;1,8732144;c(6.57936191558838, 46.5365905761719)
82;"A";"EGLX_A ";"Ecublens VD, Galexis SA";14;0,4732143;0,4732143;c(6.56975698471069, 46.5348358154297)
82;"A";"PONTE_S";"Pontet";15;0,4732143;0,4732143;c(6.56597709655762, 46.5299491882324)
82;"A";"ECCV_O ";"Ecublens VD, Café vaudois";16;0,4732143;0,4732143;c(6.56162881851196, 46.5296287536621)
82;"A";"DEVA_A ";"Ecublens VD, Dévent";17;0;1337,4231;c(6.55850982666016, 46.5362510681152)
