"code_ligne_theo";"direction_voy_theo";"code_arret_theo";"libelle_arret_theo2";"sequence_theo";"montees";"descentes";"geom_arret"
1;"A";"MALAD_N";"Maladière";1;164558,14;0;c(6.60486888885498, 46.517520904541)
1;"A";"MTOIE_E";"Montoie";2;136236,45;12705,396;c(6.60879516601562, 46.5181350708008)
1;"A";"BATEL_E";"Batelière";3;203045,03;13408,982;c(6.61275720596313, 46.5163726806641)
1;"A";"RTCOU_E";"Riant-Cour";4;156015,31;24909,402;c(6.61647081375122, 46.515510559082)
1;"A";"CEDRE_E";"Cèdres";5;164056,86;13870,56;c(6.61914110183716, 46.5147476196289)
1;"A";"BGARD_E";"Beauregard";6;186592,9;33794,758;c(6.62364482879639, 46.5124778747559)
1;"A";"COUR_N ";"Cour";7;90915,1;35646,535;c(6.62587118148804, 46.5126647949219)
1;"A";"DPLES_N";"Dapples";8;64682,2;23981,102;c(6.62555599212646, 46.5144882202148)
1;"A";"EPTES_N";"Epinettes";9;96457,59;52692,742;c(6.62588405609131, 46.5161170959473)
1;"A";"GARE_N ";"Lausanne-Gare";10;808822,4;597259,1;c(6.62902021408081, 46.5172729492188)
1;"A";"MIRAB_N";"Mirabeau";11;51382,758;71936,69;c(6.634850025177, 46.5169372558594)
1;"A";"GTE_N  ";"Georgette";12;107652,36;464362,8;c(6.63794422149658, 46.517463684082)
1;"A";"SF_O   ";"St-François";13;265922,03;314327,84;c(6.63294792175293, 46.5195503234863)
1;"A";"B-AIR_N";"Bel-Air";14;462329,94;223589,14;c(6.62915277481079, 46.5223045349121)
1;"A";"RNEUV_N";"Rue Neuve";15;511095,16;99291,81;c(6.6308970451355, 46.523323059082)
1;"A";"VAL_N  ";"Valentin";16;93568,21;121368,72;c(6.63141298294067, 46.5245513916016)
1;"A";"DRCOL_N";"Druey-Collège";17;42125,086;402685,06;c(6.63079690933228, 46.5282707214355)
1;"A";"OIS_N  ";"Oiseaux";18;50781,453;275775,9;c(6.62955904006958, 46.5308952331543)
1;"A";"CAS_W  ";"Casernes";19;68663,95;175742,62;c(6.62766408920288, 46.5320625305176)
1;"A";"SO_N   ";"Stade Olympique";20;14205,844;128369,91;c(6.62598991394043, 46.5341644287109)
1;"A";"VELOD_N";"Parc Vélodrome";21;3997,4219;142700,69;c(6.623703956604, 46.5362167358398)
1;"A";"BGENT_N";"Bois-Gentil";22;4931,1157;248882,31;c(6.62224578857422, 46.538688659668)
1;"A";"BLECH_E";"Blécherette";23;0;279523,4;c(6.62103223800659, 46.5422172546387)
1;"R";"BLECH_E";"Blécherette";1;312235,28;0;c(6.62103223800659, 46.5422172546387)
1;"R";"BGENT_S";"Bois-Gentil";2;220668,67;10466,658;c(6.62222290039062, 46.5385093688965)
1;"R";"VELOD_S";"Parc Vélodrome";3;130089,84;12243,911;c(6.62345504760742, 46.5363121032715)
1;"R";"SO_S   ";"Stade Olympique";4;74949,086;27834,682;c(6.62622213363647, 46.533519744873)
1;"R";"CAS_S  ";"Casernes";5;148703,75;60124,67;c(6.62811994552612, 46.5312461853027)
1;"R";"DRUEY_S";"Druey";6;100823,836;12012,645;c(6.62780284881592, 46.5297775268555)
1;"R";"DRCOL_S";"Druey-Collège";7;210037,56;28818,477;c(6.63007593154907, 46.5285797119141)
1;"R";"VAL_S  ";"Valentin";8;45303,96;60278,57;c(6.63144111633301, 46.5244255065918)
1;"R";"RNEUV_S";"Rue Neuve";9;27915,438;381328,84;c(6.63135194778442, 46.5234146118164)
1;"R";"B-AIR_D";"Bel-Air";10;121628,766;283867,7;c(6.62910890579224, 46.5226287841797)
1;"R";"SF_S   ";"St-François";11;198148,1;180230,7;c(6.6344780921936, 46.5191993713379)
1;"R";"GTE_D  ";"Georgette";12;245477,48;66478,25;c(6.63759899139404, 46.5169830322266)
1;"R";"RASUD_O";"Rasude";13;20651,32;37438,43;c(6.63297080993652, 46.5171051025391)
1;"R";"GARE_S ";"Lausanne-Gare";14;480688,94;345354,56;c(6.62853384017944, 46.5175590515137)
1;"R";"EPTES_S";"Epinettes";15;42450,266;65209,848;c(6.6256890296936, 46.5160636901855)
1;"R";"DPLES_S";"Dapples";16;31783,188;59169,383;c(6.62537097930908, 46.5146751403809)
1;"R";"BGARD_S";"Beauregard";17;37258,9;157524,7;c(6.62278079986572, 46.5127296447754)
1;"R";"CEDRE_O";"Cèdres";18;15224,156;148674,39;c(6.61898279190063, 46.5148963928223)
1;"R";"RTCOU_O";"Riant-Cour";19;23633,885;132201,36;c(6.61611795425415, 46.5156059265137)
1;"R";"BATEL_O";"Batelière";20;13706,721;168884,53;c(6.61253499984741, 46.5164604187012)
1;"R";"MTOIE_O";"Montoie";21;4259,363;128254,875;c(6.60832023620605, 46.5185279846191)
1;"R";"MALAD_N";"Maladière";22;0;146797,58;c(6.60486888885498, 46.517520904541)
2;"A";"MALL_E ";"Maladière-Lac";1;111774,47;0;c(6.60565996170044, 46.5160865783691)
2;"A";"TVIDY_E";"Théâtre de Vidy";2;136311,16;8191,4214;c(6.6122260093689, 46.5136260986328)
2;"A";"BVE_E  ";"Bellerive";3;93917,45;12881,017;c(6.61773490905762, 46.5112380981445)
2;"A";"PECH_E ";"Pêcheurs";4;74734,26;11253,272;c(6.62049913406372, 46.509449005127)
2;"A";"OUCHY_E";"Ouchy-Olympique";5;61026,562;42647,297;c(6.62592792510986, 46.5071144104004)
2;"A";"B-RIV_N";"Beau-Rivage";6;30680,848;7290,177;c(6.6276421546936, 46.5083465576172)
2;"A";"JDILS_N";"Jordils";7;13322,135;6564,949;c(6.62855195999146, 46.5102272033691)
2;"A";"CX-OY_N";"Croix d'Ouchy";8;108658,95;23061,953;c(6.62974882125854, 46.512134552002)
2;"A";"MTFLI_N";"Mont-Fleuri";9;36845,145;19953,344;c(6.63154077529907, 46.5142860412598)
2;"A";"CLOSL_N";"Closelet";10;121837,33;58235,258;c(6.63304805755615, 46.5154113769531)
2;"A";"MIRAB_N";"Mirabeau";11;31646,14;32387,04;c(6.634850025177, 46.5169372558594)
2;"A";"GTE_N  ";"Georgette";12;74336,62;151193,44;c(6.63794422149658, 46.517463684082)
2;"A";"SF_O   ";"St-François";13;192400,47;170814,72;c(6.63294792175293, 46.5195503234863)
2;"A";"B-AIR_N";"Bel-Air";14;234351,44;132294,34;c(6.62915277481079, 46.5223045349121)
2;"A";"RNEUV_N";"Rue Neuve";15;306419,78;61853,07;c(6.6308970451355, 46.523323059082)
2;"A";"VAL_N  ";"Valentin";16;42720,914;65873,89;c(6.63141298294067, 46.5245513916016)
2;"A";"VINET_O";"Vinet";17;29010,11;120734,94;c(6.62812089920044, 46.5268135070801)
2;"A";"BLIJO_O";"Beaulieu-Jomini";18;53941,887;45158,938;c(6.62574100494385, 46.5273818969727)
2;"A";"BLIEU_O";"Beaulieu";19;25900,426;100872,625;c(6.62343406677246, 46.5282287597656)
2;"A";"PRBYT_O";"Presbytère";20;10952,256;127633;c(6.62104511260986, 46.5293083190918)
2;"A";"BERG_O ";"Bergières";21;129547,88;194187;c(6.61822986602783, 46.531005859375)
2;"A";"GREY_O ";"Grey";22;18323,748;69685,9;c(6.61889410018921, 46.5336380004883)
2;"A";"PIERF_O";"Pierrefleur";23;13237,568;113232,83;c(6.6165018081665, 46.5349502563477)
2;"A";"P-RIV_O";"Parc Rivier";24;8565,81;158021,52;c(6.61532020568848, 46.5363273620605)
2;"A";"DST_O  ";"Désert";25;6718,454;101637,875;c(6.61229991912842, 46.5403175354004)
2;"A";"DST_E  ";"Désert";26;0;81859,445;c(6.61248588562012, 46.539249420166)
2;"R";"DST_E  ";"Désert";1;176241,5;0;c(6.61248588562012, 46.539249420166)
2;"R";"P-RIV_E";"Parc Rivier";2;129947,13;6347,693;c(6.61533784866333, 46.5360221862793)
2;"R";"PIERF_E";"Pierrefleur";3;71073,06;12045,046;c(6.61670398712158, 46.5344924926758)
2;"R";"GREY_E ";"Grey";4;25189,607;22462,162;c(6.61861991882324, 46.533634185791)
2;"R";"BOISY_E";"Boisy";5;89064,05;15772,279;c(6.61846494674683, 46.5326728820801)
2;"R";"BERG_E ";"Bergières";6;145322,86;41808,336;c(6.61923313140869, 46.5302200317383)
2;"R";"PRBYT_E";"Presbytère";7;92521,19;12588,893;c(6.62166309356689, 46.5289344787598)
2;"R";"BLIEU_E";"Beaulieu";8;70528,31;25687,139;c(6.62414216995239, 46.5279426574707)
2;"R";"BLIJO_E";"Beaulieu-Jomini";9;42953,3;49684,99;c(6.6260290145874, 46.5272369384766)
2;"R";"VINET_E";"Vinet";10;52914,89;26141,943;c(6.6291241645813, 46.5260009765625)
2;"R";"VAL_S  ";"Valentin";11;27385,555;42550,156;c(6.63144111633301, 46.5244255065918)
2;"R";"RNEUV_S";"Rue Neuve";12;18549,762;271064;c(6.63135194778442, 46.5234146118164)
2;"R";"B-AIR_D";"Bel-Air";13;83525,5;144532,06;c(6.62910890579224, 46.5226287841797)
2;"R";"SF_S   ";"St-François";14;166546,4;138648,92;c(6.6344780921936, 46.5191993713379)
2;"R";"GTE_D  ";"Georgette";15;118564,266;51500,555;c(6.63759899139404, 46.5169830322266)
2;"R";"CLOSL_D";"Closelet";16;25582,252;67485,09;c(6.63307094573975, 46.5156631469727)
2;"R";"MTFLI_S";"Mont-Fleuri";17;38861,332;37116,14;c(6.6318998336792, 46.5146408081055)
2;"R";"CX-OY_S";"Croix d'Ouchy";18;12329,658;79903,91;c(6.62982082366943, 46.5125389099121)
2;"R";"JDILS_S";"Jordils";19;2410,4092;18010,947;c(6.62829303741455, 46.5101051330566)
2;"R";"B-RIV_S";"Beau-Rivage";20;10269,206;78422,81;c(6.62750005722046, 46.5082664489746)
2;"R";"OUCHY_O";"Ouchy-Olympique";21;135002,4;79233,625;c(6.62575578689575, 46.5072746276855)
2;"R";"PECH_O ";"Pêcheurs";22;11939,958;50125,656;c(6.61969518661499, 46.5100555419922)
2;"R";"BVE_O  ";"Bellerive";23;11682,031;62138,883;c(6.616614818573, 46.512092590332)
2;"R";"TVIDY_O";"Théâtre de Vidy";24;4102,247;117710,83;c(6.6118688583374, 46.5139846801758)
2;"R";"MALL_O ";"Maladière-Lac";25;4991,6763;90443,11;c(6.60499286651611, 46.5162467956543)
2;"R";"MALL_E ";"Maladière-Lac";26;0;26366,344;c(6.60565996170044, 46.5160865783691)
3;"A";"GARE_B ";"Lausanne-Gare";1;1033232;0;c(6.63003778457642, 46.5172004699707)
3;"A";"VLARD_O";"Villard";2;36920,93;38711,336;c(6.62362909317017, 46.5196266174316)
3;"A";"CECIL_N";"Cécil";3;110232,266;139651,73;c(6.62306213378906, 46.520881652832)
3;"A";"CH_N   ";"Chauderon";4;343558,16;370470,25;c(6.6251368522644, 46.5241813659668)
3;"A";"SROCH_N";"St-Roch";5;57578,906;102157;c(6.62632608413696, 46.5257263183594)
3;"A";"BLIJO_M";"Beaulieu-Jomini";6;103905,375;170223;c(6.62666320800781, 46.5276031494141)
3;"A";"MTBLC_N";"Mont-Blanc";7;12693,612;156618,36;c(6.62722015380859, 46.5304298400879)
3;"A";"CAS_N  ";"Casernes";8;47983,64;163663,9;c(6.62857580184937, 46.532096862793)
3;"A";"ROUVR_N";"Rouvraie";9;24907,684;125987,52;c(6.63181495666504, 46.5325698852539)
3;"A";"MOTTE_N";"Motte";10;10021,749;95708,055;c(6.63347911834717, 46.5337600708008)
3;"A";"FORET_N";"Forêt";11;9975,41;212435;c(6.63342094421387, 46.5358734130859)
3;"A";"BELVO_B";"Bellevaux";12;0;234427,6;c(6.63398790359497, 46.5389518737793)
3;"R";"BELVO_B";"Bellevaux";1;252734,69;0;c(6.63398790359497, 46.5389518737793)
3;"R";"FORET_S";"Forêt";2;212402,88;10183,737;c(6.63328790664673, 46.535213470459)
3;"R";"MOTTE_S";"Motte";3;158345,44;18740,543;c(6.63333320617676, 46.5330543518066)
3;"R";"VMOUL_O";"Vieux-Moulin";4;65874,82;16141,721;c(6.62962293624878, 46.5335502624512)
3;"R";"CAS_S  ";"Casernes";5;128189,805;54767,52;c(6.62811994552612, 46.5312461853027)
3;"R";"MTBLC_S";"Mont-Blanc";6;77945,8;12620,656;c(6.62670516967773, 46.5299682617188)
3;"R";"BLIJO_D";"Beaulieu-Jomini";7;54805,312;100643,46;c(6.62648105621338, 46.5275382995605)
3;"R";"SROCH_S";"St-Roch";8;105110,34;101766,305;c(6.62588882446289, 46.525276184082)
3;"R";"PT-CH_S";"Pont Chauderon";9;261413,34;195913,12;c(6.62442207336426, 46.5231704711914)
3;"R";"CECIL_S";"Cécil";10;98043,35;86792,83;c(6.62272596359253, 46.5207176208496)
3;"R";"VLARD_E";"Villard";11;7978,6807;46509,95;c(6.6255841255188, 46.5187339782715)
3;"R";"GARE_B ";"Lausanne-Gare";12;0;761616,3;c(6.63003778457642, 46.5172004699707)
4;"A";"PLY-G_1";"Pully, gare";1;235461,72;0;c(6.65842819213867, 46.510311126709)
4;"A";"PREAU_O";"Préau";2;29901,617;2572,1184;c(6.65609884262085, 46.510139465332)
4;"A";"JOLTT_O";"Joliette";3;53890,664;12373,682;c(6.65292310714722, 46.509895324707)
4;"A";"RAMUZ_O";"C. F. Ramuz";4;74851,38;32350,648;c(6.64805507659912, 46.5095634460449)
4;"A";"PPTAY_O";"Pierraz-Portay";5;57381,273;22312,393;c(6.6433801651001, 46.509349822998)
4;"A";"METAI_O";"Métairie";6;33552,812;18844,934;c(6.64056777954102, 46.5100784301758)
4;"A";"MTSI_N ";"Montchoisi";8;162252,02;42437,617;c(6.63729000091553, 46.511474609375)
4;"A";"JURIG_N";"Jurigoz";9;61188,203;18239,934;c(6.63635587692261, 46.5129356384277)
4;"A";"ALPES_N";"Alpes";10;58172,25;31740,578;c(6.63689517974854, 46.5152587890625)
4;"A";"GTE_N  ";"Georgette";11;78700,31;100818,03;c(6.63794422149658, 46.517463684082)
4;"A";"SF_O   ";"St-François";12;211416,38;274651,47;c(6.63294792175293, 46.5195503234863)
4;"A";"B-AIR_O";"Bel-Air";13;306389,6;152759,66;c(6.62830305099487, 46.5225219726562)
4;"A";"CH_O   ";"Chauderon";14;315895,5;121680,58;c(6.6256799697876, 46.5235748291016)
4;"A";"ECOMM_N";"Ecole Commerce";15;39258,508;167715,34;c(6.62211894989014, 46.5255546569824)
4;"A";"AUBEP_N";"Aubépines";16;21310,994;127433,84;c(6.61922311782837, 46.5273857116699)
4;"A";"DRANS_N";"Dranse";17;14467,126;124142,33;c(6.61623096466064, 46.5304679870605)
4;"A";"BETHA_N";"Béthanie";18;6899,541;156102,08;c(6.61338996887207, 46.53466796875)
4;"A";"RAPIL_N";"Rapille";19;2450,0244;109997,36;c(6.61211919784546, 46.5368423461914)
4;"A";"MGOUL_N";"Mont-Goulin";21;1075,6024;81643,32;c(6.61095285415649, 46.5389137268066)
4;"A";"CDRAI_N";"Coudraie";22;0;168540,39;c(6.60977077484131, 46.5403442382812)
4;"R";"CDRAI_N";"Coudraie";1;131503,94;0;c(6.60977077484131, 46.5403442382812)
4;"R";"CDRAI_B";"Coudraie";2;52520,906;1895,5259;c(6.60981798171997, 46.5397872924805)
4;"R";"MGOUL_S";"Mont-Goulin";3;75860,94;1612,5581;c(6.61088895797729, 46.5388488769531)
4;"R";"RAPIL_S";"Rapille";5;106390,73;4781,2085;c(6.61236095428467, 46.5363235473633)
4;"R";"BETHA_S";"Béthanie";6;123994,89;10185,688;c(6.61355304718018, 46.5342636108398)
4;"R";"DRANS_S";"Dranse";7;124927,25;18156,03;c(6.61637878417969, 46.5301361083984)
4;"R";"ECOMM_S";"Ecole Commerce";8;90554,234;47500,562;c(6.62185478210449, 46.5274887084961)
4;"R";"SROCH_E";"St-Roch";9;38361,547;86444,83;c(6.62552690505981, 46.5251388549805)
4;"R";"ALE_O  ";"Chauderon-Ale";10;29686,598;147982,9;c(6.6272668838501, 46.5238189697266)
4;"R";"B-AIR_C";"Bel-Air";11;204399,62;234694,16;c(6.6296272277832, 46.5219650268555)
4;"R";"SF_S   ";"St-François";12;247394,69;158141,9;c(6.6344780921936, 46.5191993713379)
4;"R";"GTE_S  ";"Georgette";13;91463,33;51441,586;c(6.6378002166748, 46.5174903869629)
4;"R";"ALPES_S";"Alpes";14;17339,395;51106,17;c(6.63651180267334, 46.5147094726562)
4;"R";"JURIG_S";"Jurigoz";15;6528,1094;72114,08;c(6.63681793212891, 46.512523651123)
4;"R";"MTSI_E ";"Montchoisi";16;45216,06;113382,1;c(6.63749504089355, 46.5108299255371)
4;"R";"METAI_E";"Métairie";18;13718,313;27563,855;c(6.64105176925659, 46.509937286377)
4;"R";"PPTAY_E";"Pierraz-Portay";19;13173,639;54975,523;c(6.64352416992188, 46.5092964172363)
4;"R";"RAMUZ_E";"C. F. Ramuz";20;22137,904;78748,23;c(6.64832878112793, 46.5094947814941)
4;"R";"JOLTT_E";"Joliette";21;7343,425;60141,08;c(6.65360021591187, 46.509952545166)
4;"R";"PLY-G_1";"Pully, gare";24;0;180313,62;c(6.65842819213867, 46.510311126709)
6;"A";"MALAD_N";"Maladière";1;175278,2;0;c(6.60486888885498, 46.517520904541)
6;"A";"MTOIE_E";"Montoie";2;107241,625;9345,049;c(6.60879516601562, 46.5181350708008)
6;"A";"FIGUI_E";"Figuiers";3;122777,9;7629,784;c(6.61212110519409, 46.5170974731445)
6;"A";"MT-OR_E";"Mont d'Or";4;80856,79;6038,8457;c(6.61521196365356, 46.5169219970703)
6;"A";"FNAY_N ";"Fontenay";5;114860,58;9123,109;c(6.61859798431396, 46.5170631408691)
6;"A";"LGDOC_N";"Languedoc";6;53335,906;4194,2163;c(6.61677122116089, 46.5181198120117)
6;"A";"M-DUF_N";"Pont Marc Dufour";7;72311,76;49464,984;c(6.61804723739624, 46.5190467834473)
6;"A";"CECIL_N";"Cécil";8;71975,97;127632,7;c(6.62306213378906, 46.520881652832)
6;"A";"CH_E   ";"Chauderon";9;238888,36;209852,12;c(6.6259069442749, 46.5232696533203)
6;"A";"B-AIR_C";"Bel-Air";10;289944,62;173640,36;c(6.6296272277832, 46.5219650268555)
6;"A";"SF_P   ";"St-François";11;330791,12;151242,1;c(6.63352298736572, 46.5193939208984)
6;"A";"BESS_N ";"Bessières";12;182646,75;164137,6;c(6.63750219345093, 46.5209121704102)
6;"A";"OURS_E ";"Ours";13;226915,81;140537,44;c(6.64089822769165, 46.5212440490723)
6;"A";"BETHU_N";"Béthusy";14;32038,893;162888,05;c(6.64678812026978, 46.5222282409668)
6;"A";"ALLIE_N";"Allières";15;19149,318;94693,72;c(6.64760684967041, 46.524097442627)
6;"A";"VROSS_N";"Virgile-Rossel";16;25892,5;126970,06;c(6.6484899520874, 46.5261192321777)
6;"A";"VALNT_N";"Vallonnette";17;47079,69;169721,03;c(6.64853382110596, 46.528450012207)
6;"A";"VRUFF_N";"Victor-Ruffy";18;3869,1743;43263,31;c(6.64846992492676, 46.5319213867188)
6;"A";"SALA_A ";"Sallaz";19;464810,25;189801,03;c(6.64670181274414, 46.5325126647949)
6;"A";"ST-ET_E";"St-Etienne";20;18554,377;40939,637;c(6.64958810806274, 46.5348167419434)
6;"A";"VALMT_E";"Valmont";21;42443,77;190130,06;c(6.65548801422119, 46.5351982116699)
6;"A";"FOYER_E";"Foyer";22;9224,054;127628,11;c(6.65982818603516, 46.5334281921387)
6;"A";"BOVRE_N";"Boveresses";23;9971,898;238812,89;c(6.6641092300415, 46.5357704162598)
6;"A";"PSECH_B";"Praz-Séchaud";24;0;311092,66;c(6.66701698303223, 46.5375442504883)
6;"R";"PSECH_B";"Praz-Séchaud";1;285332,9;0;c(6.66701698303223, 46.5375442504883)
6;"R";"BOVRE_S";"Boveresses";2;219289,58;13973,685;c(6.66292190551758, 46.5349349975586)
6;"R";"FOYER_O";"Foyer";3;101447,59;7277,79;c(6.65968322753906, 46.5335655212402)
6;"R";"VALMT_O";"Valmont";4;214020,95;23600,932;c(6.65536880493164, 46.5353164672852)
6;"R";"ST-ET_O";"St-Etienne";5;31431,955;29715,176;c(6.64849805831909, 46.5344657897949)
6;"R";"SALA_B ";"Sallaz";6;166759,53;439965,84;c(6.64670181274414, 46.5325126647949)
6;"R";"VRUFF_S";"Victor-Ruffy";7;32928,715;7835,7256;c(6.64838695526123, 46.531379699707)
6;"R";"VALNT_S";"Vallonnette";8;141871,78;39629,203;c(6.6484808921814, 46.5285377502441)
6;"R";"VROSS_S";"Virgile-Rossel";9;99557,78;24664,764;c(6.64842414855957, 46.526180267334)
6;"R";"ALLIE_S";"Allières";10;55944,734;19608,008;c(6.6474289894104, 46.5238151550293)
6;"R";"BETHU_O";"Béthusy";11;81158,59;47030,043;c(6.64606904983521, 46.5214958190918)
6;"R";"OURS_O ";"Ours";12;60284,984;101796,39;c(6.64134120941162, 46.5212478637695)
6;"R";"BESS_S ";"Bessières";13;103182,19;143309,62;c(6.63726711273193, 46.520938873291)
6;"R";"SF_O   ";"St-François";14;138454,22;276938,25;c(6.63294792175293, 46.5195503234863)
6;"R";"B-AIR_O";"Bel-Air";15;181135,27;159284,78;c(6.62830305099487, 46.5225219726562)
6;"R";"CH_O   ";"Chauderon";16;118765,484;177081,4;c(6.6256799697876, 46.5235748291016)
6;"R";"PT-CH_S";"Pont Chauderon";17;113816,33;27919,137;c(6.62442207336426, 46.5231704711914)
6;"R";"CECIL_S";"Cécil";18;72426,2;101245,195;c(6.62272596359253, 46.5207176208496)
6;"R";"M-DUF_S";"Pont Marc Dufour";19;37176,07;75241,39;c(6.6181640625, 46.5190582275391)
6;"R";"LGDOC_S";"Languedoc";20;3833,1719;55229,504;c(6.61732387542725, 46.5177459716797)
6;"R";"FNAY_O ";"Fontenay";21;5272,689;93613,89;c(6.61831617355347, 46.5167541503906)
6;"R";"MT-OR_O";"Mont d'Or";22;5495,879;69416,51;c(6.61506795883179, 46.5169563293457)
6;"R";"FIGUI_O";"Figuiers";23;2845,0408;105947,766;c(6.61183404922485, 46.5171203613281)
6;"R";"MTOIE_O";"Montoie";24;3169,646;86897,72;c(6.60832023620605, 46.5185279846191)
6;"R";"MALAD_N";"Maladière";25;0;146957,39;c(6.60486888885498, 46.517520904541)
7;"A";"SF_O   ";"St-François";1;240627,86;851,3696;c(6.63294792175293, 46.5195503234863)
7;"A";"B-AIR_N";"Bel-Air";2;321185,2;219211,5;c(6.62915277481079, 46.5223045349121)
7;"A";"RIP_N  ";"Riponne-M. Béjart";3;232721,19;54673,29;c(6.63237905502319, 46.5235939025879)
7;"A";"TNEL_E ";"Tunnel";4;82338,625;99309,49;c(6.63489198684692, 46.5255393981934)
7;"A";"NORD_E ";"Place du Nord";5;55841,52;99146,516;c(6.6378960609436, 46.5242347717285)
7;"A";"OURS_E ";"Ours";6;567178,4;86301,97;c(6.64089822769165, 46.5212440490723)
7;"A";"BETHU_E";"Béthusy";7;46205,9;143166,3;c(6.64697599411011, 46.5218276977539)
7;"A";"FAUCO_E";"Fauconnières";8;11606,749;98972,07;c(6.64989614486694, 46.5253715515137)
7;"A";"PCHLY_E";"Pont de Chailly";9;118135,18;480875,38;c(6.65187883377075, 46.5261077880859)
7;"A";"CHLYV_E";"Chailly-Village";10;14170,902;205132,83;c(6.65519285202026, 46.5231628417969)
7;"A";"CDRTT_E";"Coudrette";11;2238,2478;77505,03;c(6.65908908843994, 46.5223617553711)
7;"A";"ROS_E  ";"Rosiaz";13;2682,379;113911,47;c(6.6623067855835, 46.5215072631836)
7;"A";"VVERT_T";"Pully, Val-Vert";14;0;296237,72;c(6.66709804534912, 46.5218467712402)
7;"R";"VVERT_T";"Pully, Val-Vert";1;300420,53;0;c(6.66709804534912, 46.5218467712402)
7;"R";"ROS_O  ";"Rosiaz";2;84511,59;5066,399;c(6.66243696212769, 46.5215454101562)
7;"R";"CDRTT_O";"Coudrette";4;82894,9;4337,169;c(6.65784788131714, 46.5225563049316)
7;"R";"CHLYV_O";"Chailly-Village";5;189440,81;14098,16;c(6.65508604049683, 46.5233383178711)
7;"R";"PCHLY_O";"Pont de Chailly";6;588797,4;91783,38;c(6.65190076828003, 46.5263862609863)
7;"R";"FAUCO_O";"Fauconnières";7;93841,65;16006,258;c(6.64962196350098, 46.5244979858398)
7;"R";"BETHU_O";"Béthusy";8;100522,4;87429,72;c(6.64606904983521, 46.5214958190918)
7;"R";"OURS_O ";"Ours";9;61098,133;369619,38;c(6.64134120941162, 46.5212478637695)
7;"R";"BESS_S ";"Bessières";10;76184,45;253880,08;c(6.63726711273193, 46.520938873291)
7;"R";"SF_O   ";"St-François";11;3149,456;455919,3;c(6.63294792175293, 46.5195503234863)
8;"A";"VERRI_O";"Verrière";1;139249,38;0;c(6.67029285430908, 46.5060920715332)
8;"A";"VIGNE_O";"Vignes";3;78366,08;3624,295;c(6.66528701782227, 46.5072441101074)
8;"A";"PPORT_O";"Pully, port";4;40358,027;4184,798;c(6.66060400009155, 46.5067176818848)
8;"A";"SOMAI_O";"Somais";5;97535,484;14840,565;c(6.65741109848022, 46.5067481994629)
8;"A";"CNIER_O";"Châtaignier";6;40310,027;3887,4717;c(6.65310287475586, 46.5064315795898)
8;"A";"VRNEY_O";"Verney";7;38927;4410,7944;c(6.64957189559937, 46.5064964294434)
8;"A";"BNIER_O";"Bourdonnière";8;22726,777;3404,3162;c(6.64701795578003, 46.5065231323242)
8;"A";"THALD_O";"Tour Haldimand";9;56593,53;9989,588;c(6.64177799224854, 46.5066757202148)
8;"A";"DENAN_O";"Denantou";11;23465,582;2703,7231;c(6.63924598693848, 46.5078659057617)
8;"A";"MUSEO_O";"Musée Olympique";12;41453,53;49320,918;c(6.6352801322937, 46.5099601745605)
8;"A";"MTSI_N ";"Montchoisi";13;173718,28;40899,43;c(6.63729000091553, 46.511474609375)
8;"A";"JURIG_N";"Jurigoz";14;63561,516;27068,072;c(6.63635587692261, 46.5129356384277)
8;"A";"ALPES_N";"Alpes";15;65476,98;38202,75;c(6.63689517974854, 46.5152587890625)
8;"A";"GTE_N  ";"Georgette";16;96621,84;128906,375;c(6.63794422149658, 46.517463684082)
8;"A";"SF_O   ";"St-François";17;197478,03;282177,66;c(6.63294792175293, 46.5195503234863)
8;"A";"B-AIR_N";"Bel-Air";18;402795,06;183300,53;c(6.62915277481079, 46.5223045349121)
8;"A";"RIP_N  ";"Riponne-M. Béjart";19;452291,06;88632,38;c(6.63237905502319, 46.5235939025879)
8;"A";"TNEL_N ";"Tunnel";20;65328,703;77334,18;c(6.6344780921936, 46.5261993408203)
8;"A";"MEMIS_N";"Mémise";21;54029,766;92453,63;c(6.63305902481079, 46.5278015136719)
8;"A";"GBORD_N";"Grande-Borde";22;50284,9;183976,97;c(6.63193321228027, 46.5298881530762)
8;"A";"VMOUL_M";"Vieux-Moulin";23;31817,367;107734,53;c(6.62981176376343, 46.5322570800781)
8;"A";"ROUVR_N";"Rouvraie";24;40496,473;99687,14;c(6.63181495666504, 46.5325698852539)
8;"A";"MOTTE_N";"Motte";25;15914,256;74040,836;c(6.63347911834717, 46.5337600708008)
8;"A";"FORET_N";"Forêt";26;50590,633;196461,38;c(6.63342094421387, 46.5358734130859)
8;"A";"BELVO_N";"Bellevaux";27;36076,043;138523,45;c(6.63373613357544, 46.5392646789551)
8;"A";"GGETT_N";"Grangette";28;5971,703;58764,023;c(6.63312578201294, 46.5416641235352)
8;"A";"RIONZ_N";"Rionzi";30;21586,352;78200,31;c(6.63269376754761, 46.5435485839844)
8;"A";"MARTI_N";"Martines";31;9780,981;28797,701;c(6.63198089599609, 46.5467758178711)
8;"A";"COTES_N";"Côtes";32;12752,158;58759,566;c(6.63164615631104, 46.549991607666)
8;"A";"PMONT_N";"Petit-Mont";33;14667,658;104540,7;c(6.63477516174316, 46.5543975830078)
8;"A";"COPOP_N";"Coppoz-Poste";34;8444,455;75147,68;c(6.63554286956787, 46.5571632385254)
